Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
33,"Here are a few possible approaches, though there are many more from which you may wish to choose: 1 You may wish to focus on the work of a single writer/director.",u,0,0,1,0
34,Submission of theses Submission of theses Examination Examiners (including at least one external examiner) are appointed by the Director of the University Graduate School on the nomination of the department(s) concerned.,u,0,0,1,0
35,"No less than three books are due for publication and perhaps more importantly a major retrospective has been curated at the National Film Theatre in London featuring all his major work as a director, screenwriter (he also penned She''s So Lovely , the 1997 film directed by his son Nick that featured his wife Gena Rowlands) and occasional actor.",m,0,1,0,0
36,"One director (J McG - It was Alan Parker!) said it was a powerful piece, but it shouldn?t be made longer because extending it might lose its power.",m,0,1,0,0
37,"He is the co-founder and director of Revision, the president of the European Association for Integrative Psychotherapy and acts as a consultant to other training organizations nationally and internationally.",m,0,1,0,0
38,"Michael is currently musical director at the BT Band and is already well known to the Enderby Band, as the two have worked together in the past - often achieving good results.",m,0,1,0,0
39,"I moved to Pinnacle Insurance in January ''94, and was appointed a director of Pinnacle Insurance Management Services at the beginning of 1996.",u,0,0,1,0
40,"Dean Devlin, the creator of the original Stargate Movie (Staring Kurt Russell and James Spader) has signed a deal with MGM Studios to create two sequels to the Box Office smash and has both original stars as well as director Roland Emmerich (Day After Tomorrow, Independence Day) interested in the project.",m,0,1,0,0
41,"We learn other things about the great director: of his love for the nature of his country, of his status as a Hello magazine-style celebrity and that he made the most expensive Russian film ever.",m,0,1,0,0
42,""" Then you meet with the director - we met in October (for a performance in March) - and you talk about the way he sees the play, the things that strike him the most.",m,0,1,0,0
43,"Brown, an essay by Kim Ness, director of the McMaster Museum in Hamilton, Ontario, a poem by John Burnside and a visual anthology compiled by the artist.",f,1,0,0,0
44,"The objective of protecting the insolvent estate and third party interests can be achieved by carrying out the initial enquiry process (see part 3 and Chapter 15 - part 2 ) and, in the majority of cases obtaining the full co-operation of the bankrupt or director at an early stage.",u,0,0,1,0
45,"By age 55 the average theatre-goer loses 50% of all light before it gets to the retina because of yellowing of the cornea, etc. Consequently, when a young lighting designer or his equally young director sets lighting at low levels for what seems to him/her a very dramatic effect, it works for the kiddies in the audience -- but is just murky gloom for the older theatre-goers.",m,0,1,0,0
46,""" Ivor, who is AFC Wimbledon''s commercial director and was extremely generous with his time in helping FCUM get going, is loving every minute of it still.",m,0,1,0,0
47,In Modern Languages programmes the third year of study is spent abroad: students will remain in contact with their Director of Studies but also have the resource of a designated year abroad convener within the department. 5.4 Directors of Studies find that their role both helps their wider understanding of programme structures and gives them an appreciation of the current student experience.,u,0,0,1,0
48,"""We share the Lebanese authorities'' concerns over the impact on coastal communities who are being affected by an environmental tragedy which is rapidly taking on a national but also a regional dimension,"" Achim Steiner, a UN under-secretary general and Unep''s executive director, said.",m,0,1,0,0
49,"Caribbean Business Network – is a second term Board member of the London Development Agency Chairs Equality Monitoring & Review Group for the LDA Second term Observer on the board of Business Link for London, Recently resigned after • One term as member of the DTI''s Small Business Council, • Two terms as Chair the DTI''s Ethnic Minority Business Forum. • A 4 year term on the Economic and Social Committee in Brussels Until March 2004 when the company was sold to The Capital Radio Group – for 15 years she was a founder and also a director of the UK''s only legally black owned radio station Choice FM.",f,1,0,0,0
50,From 1995 – 1998 he was a director of Apples and Snakes Poets.,m,0,1,0,0
51,"A former managing director of a local engineering company, Ian says, ""With its modern telecoms and broadband services I can maintain a professional base close to home.",m,0,1,0,0
52,"New director for Zambezi planning office Meeting on 2 May, the Mozambican Council of Ministers (Cabinet) sacked Simao Muhai, the General Director of the Zambezi Development Planning Office (GPZ), and replaced him with Sergio Vieira, who is one of the most prominent figures in the parliamentary group of the ruling Frelimo Party.",m,0,1,0,0
53,"According to Andrew, the director of the biggest educational music distributor in the USA said that they were the best maths songs sheâ€TMd ever come across!",m,0,1,0,0
54,"The description within the report is re-typed but without the reporter''s name, and becomes a de-personalised report The director may telephone the reporter (at a home number) to ask for more data on technical aspects.",u,0,0,1,0
55,"EPITAPH FOR A FAT WOMAN TX : 20th January 1964 Director : Christopher Hodson Writer : Max Marquis Cast : William Marlowe, Ingrid Hafner, Emrys James, Leonard Trolley, David Graham, Peter Taylor, Elisabeth Welch, David Lander, James Culliford, David Nettheim, Phyllis Montefiore, J Mark Roberts Notes : William Marlowe, born on 25th July 1932, has been cropping up on the screen as villians, policemen and military types since the 60''s.",m,0,1,0,0
56,"Annoyingly talented, extremely powerful, a seasoned director/producer/writer/actor, he''s hardly suffering in the trenches: worst comes to the worst, there''s still all those residuals from his producer gig on The Simpsons to prevent him being defined as poor.",m,0,1,0,0
57,"Interval''s director has stated the role of this investment in keeping his ""gene pool fresh"".",m,0,1,0,0
58,"CMC Release date: 17 Jan Press contact: Hermana [CP, RP, NP] Cool Badge [CR, RR, NR] -------------------------------------------------- US RADIO STATION FIRES PD AS PAYOLA INVESTIGATIONS CONTINUE As New York State Attorney General Eliot Spitzer continues his investigations into the practices used by major labels to get their music played on radio stations, one major radio group has fired a programme director over allegations of station staff improperly accepting gifts from record labels.",u,0,0,1,0
59,"People and property director Alan Warner and his team were ecstatic when they collected their gold trophy last week in front of more than 1,000 guests at the fifth Awards gala dinner.",m,0,1,0,0
60,"Starring with Patrick Wymark is Jessica Dunning as his wife Isotta, and the director is Christopher Morahan who directed the earlier Montherlant work for television.",m,0,1,0,0
61,"The change in the law simply modifies the statutory prohibition: as a director benefit, the wider indemnity requires explicit constitutional authority.",u,0,0,1,0
62,"Under the changes, sales director Stuart Henry made three new appointments with clearly delineated roles: Simon Wetton as head of multiples, Lee Bonniface as head of channel planning and development, and Chris Hough as head of independent sales, dealing exclusively with the independent channel.",m,0,1,0,0
63,Opportunity to provide as the director you if say business national association.,u,0,0,1,0
64,"It''s doubtful that a debut director will ever be given such free reign by a studio again and even if this happened, it''s doubtful that such a masterpiece would be created.",u,0,0,1,0
65,"Bullringâ€TMs popularity has revitalised the city centre, according to Birmingham city centre director Jenny Inglis: â€œThe trend towards later trading has meant that the city centre remains vibrant into the evening and there is also evidence that people are traveling from much further afield and are staying here longer. â€œI have spoken personally to many shoppers who have told me that they had not been to Birmingham for years but now think it is the most amazing place to visit!â€?",f,1,0,0,0
66,"Dr Andrew Vallance-Owen, medical director at BUPA and governor of the BUPA Foundation panel, said: ""The importance of good communication between doctor and patient cannot be overestimated.",m,0,1,0,0
67,"At the Labour Party conference, Peter Hollins, director general of the British Heart Foundation, said ''the case for comprehensive legislation is now overwhelming.",m,0,1,0,0
68,"The article also reports on the questions raised over the trusts direction, without its director of development.",u,0,0,1,0
69,"Medical examinations showed Kokomo was suffering from anemia, severe dehydration and a suspicious wound just behind its blowhole, said Rick Trout, director of the Conservancy, a Key Largo-based organization which coordinates marine mammal rescues in the Florida Keys.",m,0,1,0,0
70,"Its Director is Dr Celia Green, who is well known for her philosophical books including The Human Evasion and Advice to Clever Children",f,1,0,0,0
71,"Coleman will replace the firm''s marketing director Gillian Khan, who will leave Dibbs at the end of the month.",f,1,0,0,0
72,"A - Answer from Helen Stokes, director of recruitment consultants Morgan Hunt Public Sector Under the Race Relations Act 1976 discrimination on the grounds of race, colour, nationality (including citizenship), ethnic or national origin is unlawful.",f,1,0,0,0
73,"The company was developed from the vision of the managing director Victoria Anderson: ""We are ecstatic with the interest that those in the region and further afield have shown in Art Evolution and the artists we support.",f,1,0,0,0
74,"James has been finance director at Morse, the IT services group, for the last seven years.",m,0,1,0,0
75,"With all this in mind, I wrote the following letter to the director of the company.",u,0,0,1,0
76,"Michael Slade , BSc (Est Man) FRICS FSVA, joined the Board as executive director in 1984 and was appointed Managing Director in 1986.",m,0,1,0,0
77,""" Dr Peter Piot, executive director of UNAIDS.",m,0,1,0,0
78,"Dave Adamson, University of Glamorgan Dave Adamson is Director of the Programme for Community Regeneration (PCR) based at the University of Glamorgan in South Wales.",m,0,1,0,0
79,"MORE >> 2 July 2004 - Fast-Expanding DriveTech (UK) Appoints New Director Fast-growing, multi-awarding-winning driver training company DriveTech (UK) has expanded its senior management team with the appointment of David Richards to the newly created post of marketing support director.",m,0,1,0,0
80,"She is also a part time lecturer in the department of General Practice at the University of Oxford, where she is medical director of the DIPEx group which researches into peopleâ€TMs experiences of health and illness.",f,1,0,0,0
81,"(2) A director of a company is under obligation to notify the company in writing of the occurrence, while he is a director, of any of the following events - (a) any event in consequence of whose occurrence he becomes, or ceases to be, interested in shares in, or debentures of, the company or any other body corporate, being the company''s subsidiary or holding company or a subsidiary of the company''s holding company; (b) the entering into by him of a contract to sell any such shares or debentures; (",m,0,1,0,0
82,"Despite a successful US release of My Neighbour Totoro and Kiki''s Delivery Service on VHS, few outside anime fandom know that these two films are made by the same director who made Princess Mononoke and Spirited Away.",u,0,0,1,0
83,"PCI Fitch projects director Andrew Fitch says everything about the design had to reflect Bentleyâ€TMs craftsmanship, even down to the coffee table, which is handmade.",m,0,1,0,0
84,"Paul King, WWF director of campaigns, said: ""We urgently have to face the fact that we are all running up a serious ecological debt and that we cannot continue to exhaust the Earth''s natural reserves without putting something back.",m,0,1,0,0
85,"As is evident from the Report of the Director of the Undergaduate School, we have finally completed a set of reforms to the Tripos.",u,0,0,1,0
86,""" As part of the two-year Dance Included initiative the Arts Council has also funded work with the homeless, including some young people, under the guidance of director Chris Thomson at The Place in London, and a project with young offenders at Wetherby YOI where they produced a stunning performance Men at War.",u,0,0,1,0
87,"In the unlikely event of this argument from an over zealous tax inspector, one could argue that all company employees, whether a director or not, are entitled to have a computer at home.",u,0,0,1,0
88,"As managing director of The Keyholding Company, which safeguards copies of customers'' keys to provide security and other home services, he makes extensive use of NatWest''s electronic banking.",m,0,1,0,0
89,"Tim Parsons, director of H&H Bowe, explained that the major change took place with the implementation of the Dairy Produce Quota Regulations 2002.",m,0,1,0,0
90,"Phil Knott, director of the Nottingham Law School, says deferrees will not lose out, especially if they have made use of their time.",m,0,1,0,0
91,I am currently Chairman of the biotechnology companies Lorantis Ltd and Akubio Ltd and am a non-executive director of Profile Therapeutics plc.,u,0,0,1,0
92,"As feared, there will be no local marketing manager for the county, while the Orkney office of VisitScotland will only be staffed by an area director, one business relationship manager and possibly an administrative/finance support worker.",u,0,0,1,0
93,"But I do think that that was the best possible start, and I do worry for my son who is sitting in Barcelona becoming a commercials director in a world where 30-second commercials are disappearing.",m,0,1,0,0
94,Alison has taken the position of director of nursing and clinical governance for East Somerset NHS Trust in Yeovil.,f,1,0,0,0
95,"This week, the 1912 Berlin premiere of Schoenberg''s Pierrot lunaire was recreated live by director Mike Ashman, mezzo-soprano Sally Burgess, and the Almeida Ensemble.",m,0,1,0,0
96,"The festival''s artistic director, Eddie Bannon, a stand-up himself, tells Stanhope he will henceforth only be appearing solo.",m,0,1,0,0
97,"Phil White CBE, Non-Executive Aged 57, was appointed a non-executive director of the Company in July 2006.",m,0,1,0,0
98,Rod enlow director next couple of decades change in driving choice afford the premiums.,m,0,1,0,0
99,"The company says it selected Winman for its logistics functionality, the lure of a single seamless solution and its apparent expertise. eXception VAR IT and engineering director Andrew Steele explains that the company had been using a specialist PCB management solution but that this went out of support in 2004.",m,0,1,0,0
100,"That the problem is not confined to the UK is clearly evident from the letter written by Dr Roger Breeze, previously director of US Department of Agriculture at Plum Island, New York published 30th January 2006 on www.warmwell.com ( 2 ).",m,0,1,0,0
101,"BAA director, Michael Forster said, ""With renewable energy you can either sit on the side and do the sums, or you can dive in and see how it works.",m,0,1,0,0
102,"Brazilian director Walter Salles usually makes thoughtful, touching dramas such as The Motorcycle Diaries and Central Station.",m,0,1,0,0
103,"Wainer Lusoli Department of Media and Communication, London School of Economics (LSE) Nationality: Italian Funded Part-Time (Full-Time for few time) Registration: 1999 Transfer to PhD : 2004 Completion : 2005 Director of Studies: Prof.Sonia Livingstone Second Supervisor: Dr Margaret Scammell The aim of the PhD Assess the import of the Internet in the construction of ''voice'' and ''equality'' in contemporary Britain.",f,1,0,0,0
104,"In 1980, Saddam appointed ''Ali Hassan al-Majid, who would later be the architect of the regime''s anti-Kurdish campaign, as its director to instill the ideology of the Ba''th Party into the agency.",m,0,1,0,0
105,"You must be a good communicator, able to sell ideas to your director and customer whilst able to show clearly the production line how to produce your designs accurately.",u,0,0,1,0
106,"However, before the director can even say ""cut"", there are two serious accidents.",u,0,0,1,0
107,You probably know that (in general terms) a loan by a company in favour of a director is not allowed under company law.,u,0,0,1,0
108,""" John Cameron Mitchell (director and star of Hedwig and the Angry Inch ) interviews D.A. Pennebaker (director of Ziggy Stardust and the Spiders from Mars ). posted on 12.7.02 link Thursday, July 11 More Italian Flash goodness with the beautiful site for model Federica Fontana . Also features nice background music by Royksopp, Frankie Knuckles and others.",u,0,0,1,0
109,"The director was manipulating the sky and the sea to make a single comprehensive picture of the scene at this moment, on this glorious day.",u,0,0,1,0
110,"The 2Mbps option has dropped by £10 to £73 per month: "" We are committed to continually evaluating our service offering to ensure that our business users can continue to have access to an affordable high speed permanent Internet access, "" said Richard Tang, managing director, Zen Internet . He continued: "" We are now able to match our superb reputation for technical support and customer service with an even more competitive pricing structure.",m,0,1,0,0
111,"BT and Vodafone jostle for Irish 3G (28 Mar 2002) Along with the usual suspects The David Taylor interview: David Rippon, Chairman, Elite (28 Mar 2002) Want to be a board director?",u,0,0,1,0
112,"The Prisoner''s Friend TX : 13th March 1977 Director : Desmond Davies Script : Arden Winch Synopsis : When Alex Farmer is accused of cowardice and faces a court marshal, Charles Gaylion decides to defend him . Welcome Home TX : 20th March 1977 Director : Peter Cregeen Script : Barry Thomas Synopsis : Alan comes home on leave not to quite the reception he might have expected.",m,0,1,0,0
113,"Barnardo''s South West and Off the Record This partnership was initiated in 2001/2 by the director of Off the Record (OTR), a small voluntary organisation, working in the Bath and North East Somerset area with a remit to focus on the needs of vulnerable young people and the assistant director of Barnardo''s South West.",u,0,0,1,0
114,"''It is only right that if children suffer damage that they ought to be compensated, and schools have got to accept that they do owe a duty of care to children but they also have to be reasonable,'' Caroline Hamilton, director of the Children''s Legal Centre, told BBC Radio Four.",f,1,0,0,0
115,"Last year Castles, which was founded in 1986 by managing director David Castle, posted pre-tax profits of £221,000 on turnover of £3.5m.",m,0,1,0,0
116,"The proposed Independent Pharmacy Federation (IPF) is making ""steady progress,"" said John Davies, retail services director at Mawdsleys.",m,0,1,0,0
117,"Genevieve Wright, a director of planning and insight, states in her article that she was impressed by Waterstone''s bookshop.",f,1,0,0,0
118,"specified in the course regulations. 10.5.2 Where credit is given for experiential learning, the student may be required to undertake assessment in order for the number of grade points to be determined. 10.5.3 The amount of credit awarded for prior learning before entry may be increased after admission if further evidence is produced. 10.6 Re-admission with credit Subject to the provisions of Regulation 4.15 above, a student, having exhausted all the opportunities for reassessment and retakes and having failed a level, may, at the discretion of a Board of Studies or the Director of Undergraduate Programmes or nominee as appropriate, be readmitted to an undergraduate programme to repeat that level and study new units, as part of a new approved programme of studies.",u,0,0,1,0
119,""" Read ''Peter Jenkins - e-Advantage Solutions'' Roger French OBE - Brighton & Hove Bus and Coach Company Roger French is the Managing Director of the Brighton & Hove Bus and Coach Company and has been at the helm of the city''s successful bus network since 1982.",m,0,1,0,0
120,"Al Gore''s accusers include ACT-UP veterans such as Eric Sawyer, now director of the HIV/AIDS and Human Rights Project, and his case is backed up by groups such as Médecins Sans Frontières.",m,0,1,0,0
121,Emmanuel-Jones began his career in television as a producer/director for the BBC before starting a food and drink marketing company with his wife.,m,0,1,0,0
122,""" Note from the Director As many Fairtrade supporters will know, we have been working hard to bring Fairtrade bananas into the supermarkets for a long time.",u,0,0,1,0
123,"Professor Patricia Harvey has been appointed as the bio-sciences hub director co-ordinating biotechnology, environment, pharmacy, health and sport & exercise science education, research and consultancy at the university.",f,1,0,0,0
124,Teresa Dial has been appointed to the board of Lloyds TSB as executive director UK retail banking.,f,1,0,0,0
125,"In addition, a new director has been co-opted to the board to add expertise in press and PR.",u,0,0,1,0
126,Luke Olsen is associate director of quantitative research and analytics for the convertible bonds business.,m,0,1,0,0
127,Email secretary@cis.org.uk Green developments Peter Carruthers who was previously involved with the Agricultural Christian Fellowship has recently become part time executive director of the John Ray Institute which is now based at Cheltenham and Gloucester College of Higher Education.,m,0,1,0,0
128,"Warren Brown (diver) Warren Brown, 36 is managing director of Essex/London based Active Scuba, a leading UK dive centre.",m,0,1,0,0
129,"Anna Furse is the designer and director of the MA in Performance at Goldsmiths, which is a cutting edge course in performer-driven theatre making.",f,1,0,0,0
130,(My interview took place before the announcement of Ross Stretton as the next artistic director of the Royal Ballet.) Bintley: I said I would not be a candidate.,m,0,1,0,0
131,How was working with new director Alfonso Cuaron?,m,0,1,0,0
132,"The production director and I had talked to quite a few consultants about how we could find new ways of working, and we''d looked at all the usual hybrids of world class manufacturing like six sigma, but they weren''t right for our business.",u,0,0,1,0
133,"Director of public affairs Craig Carey-Clinch explained: ""If there is no evidence that bikes in bus lanes put riders and other road users at risk then we can see no reason why Londoners will not be able to enjoy the same benefits in other areas that have progressive transport policies that are integrating bikes into mainstream planning.",m,0,1,0,0
134,"The report, Government and the NHS: Time for a new relationship? , is the work of King''s Fund health policy director Steve Dewar.",m,0,1,0,0
135,"He and Christopher Reeves, whose retirement today after 21 years as a non-executive Director was also announced on 4 February, have served this Company with distinction and we thank them for it.",m,0,1,0,0
136,Robert Ward Jackson J oined Lok''nstore during 2004 as a non-executive director.,m,0,1,0,0
137,"Now a director whose TV credits include ""Silent Witness"" and ""Soldier Soldier"", his first feature film ""The Flying Scotsman"", the story of cyclist Graeme Obree, previewed at the Edinburgh Film Festival in August.",m,0,1,0,0
138,Desirable Little Residence TX : 24th January 1987 Director : Robert Tronson Script : Rod Beacham Synopsis : Jim Bergerac is intrigued to find out why a dilapidated property is so desirable to potential buyers.,m,0,1,0,0
139,"This is going to be the biggest REpower 5M project www.repower.de/index.php?id=151&backPID=25&tt_news=1123&L=1 >""The U.S. wind energy industry is disappointed that, in spite of the U.S. Department of Defense''s recognition of the importance of wind energy development for the country and in spite of specific instructions by Congress, the report remains incomplete and only cursorily mentions existing and emerging ways to mitigate wind turbine radar interactions"" - AWEA executive director Randall Swisher www.awea.org/newsroom/releases/AWEA_statement_on_DOD_study_092806.html >Gamesa Energy China is to build wind farms (250MW) in three municipalities with an investment of close to 280m Euros www.gamesa.es/gamesa/index.html >The World Offshore Wind Database is the only database available listing all known offshore wind farms worldwide, with information on 200 offshore wind farms www.researchandmarkets.com/reports/c42630 6.",m,0,1,0,0
140,"In these instances, it is expected that the new member will normally undergo a course in corporate governance aimed at new director appointees, unless in the case of the Non-Executive Director this training has been received in respect of a previous or existing director position.",u,0,0,1,0
141,"It consists of Professor Alan Paterson as Chairman, the director, three representatives each from BILETA and participating university law schools, and a representative of the University of Warwick Legal Research Institute.",u,0,0,1,0
142,Plascoat''s former managing director Patrick Benson has become director of technical and business development.,m,0,1,0,0
143,"He oversees all accounting activities and year end procedures and, alongside the the managing director, sets the budgets for the company and its Divisions.",u,0,0,1,0
144,"Brook Crompton ''will keep UK manufacturing'' Brook Crompton ""will retain a strong UK manufacturing presence"", according to the company''s managing director, Steve Crowther.",m,0,1,0,0
145,If these conflict then there must be procedures in place to refer the account for a ''commercial decision'' at Board/Director level.,u,0,0,1,0
146,"Published Monday, 13 November 2006 CUMBRIA HIGHER LEARNING - A distributed learning network for Cumbria Jane Inman, has recently been appointed as executive director of the Distributed Learning Network (DLN), a key part of the new university for Cumbria.",f,1,0,0,0
147,"In business Ian has served as a company secretary, director, non-executive director and Chairman on over thirty boards and currently holds such posts in both commerce and an NHS Trust.",m,0,1,0,0
148,"Gerron was a huge star of inter-war Germany, a German-Jewish actor and director best known for co-starring with Marlene Dietrich in The Blue Angel and performing in the original Threepenny Opera, this film offers a personal perspective on this remarkable time.",u,0,0,1,0
149,"Fellowship for Chris Dr Chris Fisher, director of clinical governance, has become the first doctor in the North East to be awarded a fellowship of the British Association of Medical Managers (BAMM).",u,0,0,1,0
150,"Technical Details Production year: 1996 Main language: English Region: Region 2 Media type: DVD: Number of discs: 1 Running time: 153 minutes Director: Lars Von Trier Stars: Stellan Skarsgard, Udo Kier, Emily Watson, Jean-Marc Barr, Katrin Cartlidge Credits: Robby M3ller (Director of Photography), Robby M3ller (Cinematographer) Catalog Number: P8903DVD Certification: (18) Other Movies by the same director Blonde Venus Scarlet Empress Shanghai Express Salome Salome >> More Movies directed by Lars Von Trier Other Movies featuring Stellan Skarsgard City Of Ghosts (2002) Ronin (Special Edition) (1998) Ronin (Wide Screen) (1998) Ronin Ronin >> More Movies featuring Stellan Skarsgard Other Movies featuring Udo Kier Adventures Of Pinocchio Loch Ness / The Adventures Of Pinocchio Johnny Mnemonic (Wide Screen) (1995) Johnny Mnemonic / Chain / Point Break Babe / The Borrowers / The Adventures Of Pinocchio (Triple Pack) (1995/97)",m,0,1,0,0
151,"The Innocent TX : 22nd December 1970 Director : Gilchrist Calder Script : Arden Winch Cast : John Turner, Rosemary Nichols, Hamilton Dyce (The Prison Governor), John Glyn-Jones (Hepple), Robert Sansom (Regan), Garfield Morgan (Barnard), Richard Hurndall (Whiteacre), Christopher Burgess (George), Geoffrey Rose (Tallow), Ian McCulloch (Croxley), Jane Walker (Mrs Croxley), Robert McBain (Wittering) and Michael Godfrey (Police Superintendent Grant).",m,0,1,0,0
152,"Former U.S. Representative Asa Hutchinson of Arkansas, the current director of the U.S. Drug Enforcement Administration, was confirmed by the Senate January 23 as under secretary for Border and Transportation Security in Homeland Security without dissent.",m,0,1,0,0
153,"Continuing its tradition of pushing for the least cost options OFFER has published its advice to the Secretary of State for Scotland on setting the SRO, with the outgoing director, Prof. Littlechild, commenting ''The lowest cost Order to meet the above conditions would imply selecting 9 large wind projects, 17 small wind projects and 16 waste to energy projects.",u,0,0,1,0
154,"The SRA is conscious of the criticism that it is too south-east focussed and recently Jim Steer, its managing director of strategic planning (why does the SRA insist on such silly business-oriented titles?) set up a regional planning team.",m,0,1,0,0
