Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
53,"The flight attendant made the standard announcement, ""We apologize for the inconvenience of this last-minute gate change.",u,0,0,1,0
54,"10 Reasons to be a Flight Attendant Post date: 2006-08-10 by Stephanie Shaw Every day, aspring flight attendants ask me to describe some of the benefits of a flight attendant career.",u,0,0,1,0
55,"This time it was the turn of a flight attendant to be incredulous: we were trying to sort out the minor problem which was that my boarding card said ""22F"" and there were only 21 rows of seats on the plane (did I want to sit on the tail-fin?).",u,0,0,1,0
56,I talked to the flight attendant and she said my seat had multiple errors; it was best to read section 508 of the in-flight manual for help.,f,1,0,0,0
57,"You are an Entertainer , possible professions include - veterinarian, flight attendant, floral designer, real estate agent, child care provider, social worker, fundraiser, athletic coach, musician, secretary, receptionist, special events producer, teacher Take Free Career Test personality tests by similarminds.com How does having no interest in althletics coaching mean it ends up on the list?",u,0,0,1,0
58,The cat managed to slip through the cockpit door as a flight attendant served lunch to the pilots.,u,0,0,1,0
59,"In the US, Ellen Simonetti was sacked from her job as a flight attendant for Delta Air Lines after her bosses saw pictures of her posing in her uniform on her website, which recounted the adventures of an anonymous flight attendant who worked for ""Anonymous Airline"".",f,1,0,0,0
60,"Traveling to his heretofore unfamiliar hometown of his father to handle the details of his memorial, he rediscovers the intrinsic joys of life through his eccentric family and, particularly, a relentlessly upbeat flight attendant (Kirsten Dunst) who captures his heart.",f,1,0,0,0
61,And always check the temperature of milk or food warmed by the flight attendant before giving it to your baby.,u,0,0,1,0
62,"''m going to stop pretending that i didn''t break your heart to lick your boots if you see natalie sweet li''l thing dusk: a peach in the orchard whatever happened to soy bomb ugly love god''s silence losing streak last days of my bitter heart the stars shine in the sky tonight things the grandchildren should know Blinking Lights and Other Revelations has an average rating of 8.00 based on 2 reviews Guardian The backdrop to Eels'' sixth album lies in the suicide of frontman E''s sister, parents'' deaths and a cousin''s role as a flight attendant on a fatal 9/11 aeroplane.",u,0,0,1,0
63,I am a flight attendant and have been diagnosed with chronic fungal sinusitis and need to know if I am making it worse by flying or not.,u,0,0,1,0
64,"Mr Saffi''s parents are believed to be Samira Shahbandar, a former flight attendant, and Nor Aldin Saffi, who was a high-ranking official within the Government-owned Iraqi Airways.",f,1,0,0,0
65,From a medical point of view airlines have come on leaps and bounds during recent years and clearly a senior flight attendant would have advanced training and 24-hour communications with doctors on the ground.,u,0,0,1,0
66,"It''ll shatter a lot of people''s illusions about becoming a flight attendant, but at least they''ll have a realistic expectation and can go to the interview better educated and not be shocked when they find out the truth.",u,0,0,1,0
67,"UNITED AIRLINES REPORTS STRONG RESPONSE TO FLIGHT ATTENDANT RECRUITMENT Online Applications Exceed Expectations on First Day CHICAGO, Nov. 14, 2005 - United Airlines reported today that applications for its new flight attendant positions topped 7,500 on the first day of recruiting, dramatically exceeding expectations.",u,0,0,1,0
68,"The job of airline stewardess (""flight attendant"") demands an eminent degree of intelligence and sophistication.",f,1,0,0,0
69,"On his way to collect the body, he falls for the inevitably kooky flight attendant Claire Coburn (Kirsten Dunst) who he falls in love with and soon his life is back on track.",f,1,0,0,0
70,These figures may be the result of lifestyle rather than airline travel but with the average long-haul flight attendant being exposed to radiation equal to 250 chest X-rays a year there is understandable concern.,u,0,0,1,0
71,"Then afterwards, the flight attendant returns to tell me I am only entitled to one meal.",u,0,0,1,0
72,The flight attendant spoke to the captain in this instance let it go but all should be aware of this new American policy when flying.,u,0,0,1,0
73,"Facing increased competition from NBC''s A-Team -powered lineup, the producers and ABC decided to change formats, much as the British Man About The House became Robin''s Nest . In the final episodes of the 1983-84 season, Jack met and fell in love with airline flight attendant Vicky Bradford (Mary Cadorette); and Janet became engaged to Philip Dawson (David Ruprecht).",f,1,0,0,0
74,""" ""The pilot was bothered by a noise he heard in the engine,"" explained the flight attendant.",u,0,0,1,0
75,"Birgul, 22, who works as a flight attendant for Istanbul Airlines, says at times she feels like a foreigner in both Holland and Turkey.",f,1,0,0,0
76,"If you are carrying packages that belong to somebody else, make sure you check the contents yourself and then inform the flight attendant when checking in that these items of baggage.",u,0,0,1,0
77,"Just before take-off, one poor passenger was called forward to attend to his suitcase ""because"" explained the flight attendant to the whole plane over the PA system ""there''s something vibrating in it""!",u,0,0,1,0
78,Loganair flight attendant dismissed A Loganair flight attendant has been sacked following a disciplinary hearing.,u,0,0,1,0
79,Your flight attendant will advise which selections are available on your flight.,u,0,0,1,0
80,"The flight attendant, a 39-year-old woman from Cordova, Tenn., was scheduled to work on a Milwaukee-to-Detroit flight Tuesday morning when federal Transportation Security Administration officers detected an inert grenade in her baggage, said Kim Brooks, a spokeswoman for the Milwaukee County sheriff''s office.",f,1,0,0,0
81,"I''ve got an old-school air hostess, or more correctly a flight attendant, standing in front of me.",f,1,0,0,0
82,"Irina Dannenberg of Aeroflot, who said the plane was carrying out an Aeroflot flight, but the aircraft and crew belonged to airline Aviaenegro, revealed: ""Seeing that the crew were intoxicated and were not fulfilling their duties, the man asked to be served by a sober and competent flight attendant.",u,0,0,1,0
83,"Amenities If you are on a long-haul* journey, to ensure your complete comfort during the flight, a selection of amenity items will be offered to you by your flight attendant.",u,0,0,1,0
84,Unless you are a pilot or flight attendant and exposed to these levels on a daily basis it''s not considered a potential risk on short flights.,u,0,0,1,0
85,"The lights come up on an exhausted Robert and April singing about her next flight attendant assignment ("" Barcelona "").",f,1,0,0,0
86,Stephan ie Shaw is a flight attendant with over 23 years experience with a major airline and a staff writer for AirlineCareer.com.,f,1,0,0,0
87,"'' Under questioning the flight attendant confirmed that she had never once seen an intoxicated child on a flight with Jackson, but her testimony clearly has a limited value as she was never actually on a flight with Arvizo.",f,1,0,0,0
88,"En route he meets a perky flight attendant, Claire (Kirsten Dunst), who unexpectedly helps him discover both himself and the father he never really knew.",f,1,0,0,0
89,"Flynn and Claire Miller (Julianna Margulies), a flight attendant and soon to be law student, do all they can to keep everyone calm and collected in this crisis.",u,0,0,1,0
90,The flight attendant had to ask these two men to raise their seats so that we could eat our meals/snacks.,u,0,0,1,0
91,Cop 663''s ex-girlfriend is none other than a flight attendant who comes in and out of his life as she flies in and out of Hong Kong until she finally makes her exit and leaves him for good.,f,1,0,0,0
92,"In 1957, the world''s first special facility for flight attendant training, the American Airlines Stewardess College, was built in Dallas/Fort Worth.",f,1,0,0,0
93,"If that wasn''t enough, Flightplan suggests how easy it is to smuggle explosives onboard, explores what flight attendants really think of their passengers (a move which caused outrage amongst the US flight attendant fraternity), and describes what can go wrong if a plane isn''t properly de-iced.",u,0,0,1,0
94,"If no Qualified Purser flight attendant is onboard, an open Qualified Purser position is filled: Ist: By the most senior flight attendant with at least one year seniority who volunteers to work the position.",u,0,0,1,0
95,"The highest recorded airplane flight was reached by Joseph Walker in an X-15 on Aug 22, 1963: 67 miles (354,200 ft, 108 km) The first flight attendant was Ellen Church, a registered nurse from Iowa, who began work as a â€œskygirlâ€? on May 15th, 1930 for Boeing Air Transport â€"" predecessor to United Airlines â€"" on the route between Oakland and Chicago.",f,1,0,0,0
96,The passenger needs to alert the flight attendant of this.,u,0,0,1,0
97,"Link Association of Flight Attendants - CWA The Association of Flight Attendants-CWA is the largest flight attendant union in the world ... AFA Airline Web Sites AirTran Airways Air Wisconsin Alaska Airlines ... Link Flight attendant - Wikipedia, the free encyclopedia Flight attendants , formerly called sky girls , air hostesses, stewardesses and stewards are airline staff employed as attendants primarily for the safety of the passengers Link Flight Attendant - Career Brief Advancement for Flight Attendants: Flight attendants with experience may become supervisors or instructors.",u,0,0,1,0
98,"Dec 25th, 2004 at 3:55 pm Well, looks like the fun is just starting: London kitchen-knife stabbers, poisoned black puddings and killer pheasants from hell . I bet I''ll get a flight attendant saboteur on my return flight... o_O (P.S. Try BugMeNot.com for the 2nd link) 2 Sizemore Dec 25th, 2004 at 6:05 pm This is what you get for abandoning the safe neutrality of Switzerland.",u,0,0,1,0
99,"Bottles Time permitting, the flight attendant will be happy to warm bottles for you.",u,0,0,1,0
100,"On a business flight he sits next to Dr. Buddy Rydell (Nicholson), and soon finds himself engaged in an argument with a flight attendant about a missing radio headset.",u,0,0,1,0
101,"PLAIN & SIMPLE Number of months United Airlines has been in bankruptcy: 32 Number of viable business plans UAL has brought forward to exit bankruptcy: 0 Annual salary of CEO Glen Tilton in 2004 : $756,832.00 Average Annual salary of a UA flight Attendant with 8 years seniority in 2004: $27,636.00 Average Annual salary of a UA flight attendant with 8 years seniority in 2005: $25,008.00 CEO Glen Tilton''s bonus for 2004: $366,393.00 CFO Jake Brace''s bonus for 2004: $173,403.00 All United Airlines Flight Attendants combined bonus for 2004: $0.00 Number of viable alternatives to the flight attendant defined benefit plan proposed by AFA to UAL: 5 Number of these proposals UAL was willing to discuss: 0 Number of viable alternatives to the flight attendant defined benefit plan proposed by UAL to AFA: 0",u,0,0,1,0
102,This year a Nepalese flight attendant died and six people were injured when a helicopter came down and hit a party of walkers.,u,0,0,1,0
103,The flight attendant noticed his predicament.,u,0,0,1,0
104,"New Orleans (MSY) http://www.shanaberger.com/beech1900.htm Beech 1900 parts Aircraft starter generators and aircraft parts from Southwind Aviation provides aircraft starter ... of specific Beech 1900 part numbers, we ask that you call. our Sales Department at 405.491.0500. http://www.southwindaviation.com/beech1900.html Beech 1900 Flight Attendant | Flight Attendants Who Moonlight As ... The Coolest Beech 1900 Flight Attendant Information On the Internet! ... Looking where you can for the best updates on flight attendant aptitude test http://www.espoondemarit.com/beech-1900-flight-attendant.htm Beech 1900 twin engine turboprop aircraft Beech 1900; basic facts on aircraft with pictures, seating capacity and links to manufacturer''s fact ... One in the wide range of aircraft types available through Air Broker Center.",u,0,0,1,0
105,"Oct 2003 84 582 Monkman, Emma Leeds Monkman, a flight attendant, tackled a drunken male passenger to prevent him from opening the aircraft door just after landing at Luga Airport, Malta.",f,1,0,0,0
106,"Like any medication zyban is associated with side effects, and the incidence of those relevant to diving is as follows: % Side effect 10 Dizziness 9 Disturbed concentration 8 Anxiety 2 Palpitations 1 Hypertension 1 Confusion Recent concerns were highlighted by the death of a 21 year old flight attendant who collapsed and died while taking zyban and chloroquine.",u,0,0,1,0
107,"Asks flight attendant, ""Is this a hijacking or a no-hijacking section?",u,0,0,1,0
108,"""It''s very gratifying to see such strong interest in becoming a United flight attendant.",u,0,0,1,0
109,"As the lead flight attendant, Chloe has seen all kinds of action aboard her flights and she teaches a young crew just how friendly the skies can be.",f,1,0,0,0
110,"(Other virtues to those in flight as well.) On the plus side, a United flight attendant we chatted with gave the new procedure high marks, and one weeknight cross-country flight we took left the gate five minutes early.",u,0,0,1,0
111,"Following flight attendant and customer feedback, the classic TWA interiors will be removed over the course of the next year to be replaced by American''s easily recognisable dark blue interiors.",u,0,0,1,0
112,If I move to the aisle seat the flight attendant always bangs me with the cart or one of her/his various body parts.,u,0,0,1,0
113,"The flight attendant from the first film makes a reappearance, albeit a brief one.",u,0,0,1,0
114,"In "" Company "" Rebecca plays the part of April, a girlfriend of Robert - a flight attendant; a bit air-headed, but adorable.",f,1,0,0,0
115,"For over twenty years it has been the subject of fierce debate and the cause of countless arguments, with everything from a promiscuous flight attendant to a suspect vaccine programme being blamed.",u,0,0,1,0
116,"After correcting the error, she pinned a bright airline badge on his lapel and told him to show it to the flight attendant just as soon as he got on the airplane.",u,0,0,1,0
117,"Her support is led by Sean Bean (Lord of the Rings trilogy) as Captain Rich, and up and coming American actress Erika Christensen, who plays the sympathetic flight attendant, Fiona.",f,1,0,0,0
118,A flight attendant was stationed at the departure gate to check tickets.,u,0,0,1,0
119,"A flight attendant lightened the mood considerably when she quipped, ""With them you get peanuts.",f,1,0,0,0
120,The flight attendant then asked the minister if he would also like a drink.,u,0,0,1,0
121,The company said it would not comment further on the new flight attendant training or on pilot training in order to maximise effectiveness of the programmes.,u,0,0,1,0
122,"Jobs for flight attendant, pilot, mechanic, and many other aviation professions.",u,0,0,1,0
123,Only alcoholic beverages served by a flight attendant may be consumed onboard.,u,0,0,1,0
124,"If you cannot watch, ask the flight attendant to phone the cargo area to make sure that your animal is on the flight before you board . • When you reach your destination, retrieve your animal immediately.",u,0,0,1,0
125,Listen : Your flight attendant will make an announcement when ... www.dutyfreeunited.com/ Home Page - International Association of Airport Duty Free Stores Association of duty free store operators and suppliers of products to duty free stores. ... Welcome to the website of the.,u,0,0,1,0
126,"A journalist, Randy Shilts, subsequently wrote an article based on Darrow''s findings, which named Patient Zero as a gay Canadian flight attendant called Gaetan Dugas.",m,0,1,0,0
127,But a flight attendant was already whisking a passenger''s laptop computer up to the flight deck.,u,0,0,1,0
128,"On one such occasion I was strongly reprimanded by a flight attendant for ""using"" the computer at that time.",u,0,0,1,0
129,"On a recent series of US Scare plane flights, I noticed a new flight attendant spiel.",u,0,0,1,0
130,"By the standard of the size of their forks and other utensils airlines must be more genteel than anyone and indeed, when in her mechanical, sing-song voice the flight attendant runs through the safety procedures before the flight begins, she says, ""In the event of a loss of pressure ..."" instead of, ""In an emergency, oxygen masks will drop down,"" which is why gentility provokes rage as well as terror.",u,0,0,1,0
131,"The flight attendant, looking puzzled, informs the passenger that neither the pilot or co-pilot have arrived.",u,0,0,1,0
132,"JOBS IN DUBAI (796 members) GROUP FOR THOSE ARE INTERESTED TO TAKE UP JOBS OR ASSIGNMENTS IN DUBAI. veryeasycash (300 members) gagner de l''argent avec votre ordinateur!!! cabin crew international (314 members) for those interested in finding out about becoming a flight attendant/cabin crew with airlines around the world Earn 1 Million Per Month (74 members) Hi want to earn more than 1 million Per month income from your home ? If yes Its not internet work. you work holf hour from your home daily. no product seling, no member making etc. Please send me your resume at harshitanetwork@rediffmail.com Indian lakhpati Business (43 members) Hi this is indian club.",u,0,0,1,0
133,"In Carver v. Saudi Arabian Airlines [1999] 3 All ER , Ms Carver had worked as a flight attendant for the Respondent for almost 10 years.",f,1,0,0,0
134,""" Like fellow flight attendant Lauren Wallace who testified last week, she confirmed that she had served the pop star alcohol in coke cans and also that she did not see the accuser drinking from them.",f,1,0,0,0
135,"Simon Calder buys into the legend by purchasing his first-ever car Best For Nature Lovers: Fraser Island Published: 08 January 2005 Our host on the 18-seater turbo-prop plane from Brisbane to Hervey Bay was Cameron, who had ginger sideburns and tripled as flight attendant, baggage handler and pilot.",u,0,0,1,0
136,It was very ornate inside and the rather proper ''conductor/flight attendant'' at the rear is far removed from his modern counterpart.,u,0,0,1,0
137,"After a long wait the flight attendant finally announced, ""Ladies and Gentlemen, we are sorry for the delay.",u,0,0,1,0
138,"He dragged his attention away from US Customs Declaration Form 6059B, and was greeted by the cheerful features of Jan, the British Airways flight attendant who''d been attending to him for the last eight hours.",u,0,0,1,0
139,""" The biker then handed his beer back to the flight attendant and said, ""I didn''t know there was a choice.",u,0,0,1,0
140,Why bother waiting for the flight attendant to answer your call button when you can take a bottle warmer with you and heat bottles to your hearts content.,u,0,0,1,0
141,"The flight attendant, whose name was not released, posted cash bail and is scheduled to appear in Milwaukee County Circuit Court on Thursday, Brooks said.",u,0,0,1,0
142,"Yet, as the days turn to months, Viktor finds himself becoming an unlikely hero to the airport community, who warm to the generosity and kindness of spirit he so frequently displays, while also embarking on his own romantic relationship with a flight attendant, named Amelia (played by Catherine Zeta-Jones).",f,1,0,0,0
143,The 99 pilots and 481 flight attendants currently domiciled in Miami will have the opportunity to bid for other assignments within the United system; there will be no additional pilot or flight attendant furloughs as a result of this Miami schedule reduction.,u,0,0,1,0
144,"A flight attendant in her 40''s working for a miserable Mexican airline, whose life takes another turn for the worse when she is stopped at the airport by an ATF agent (Michael Keaton) for trying to smuggle 50,000 dollars into the country.",f,1,0,0,0
145,"Sellers transforms his outer image into French Clouseau in an airplane, deceiving the bewildered flight attendant.",u,0,0,1,0
146,"The company began taking applications on Sunday, Nov. 13 exclusively at united.com/flightattendant <http://www.united.com/flightattendant> for positions based in Chicago and Washington, D.C. United, which marked the 75-year anniversary of the flight attendant profession earlier this year, offers one of the most extensive flight attendant training programs in the industry.",u,0,0,1,0
147,"Book an aisle seat if you can, or ask the flight attendant if you can be moved to an unoccupied one.",u,0,0,1,0
148,raytheon 1900d flight attendant webpages Qantas Flight Attendant Speaks Out...,u,0,0,1,0
149,"Just as he was dropping off the duty free cart arrived and there ensued much groping of his upper thigh by a male flight attendant, ostensibly searching the cart for the desired item, and arguments with the female flight attendant opposite as to whether change should or could be given in dollars, pounds or euros and, if so, how much and when.",m,0,1,0,0
150,"Access is provided to two full text papers (PDF) entitled, ""Commercial airliner environmental control system : engineering aspects of cabin air quality"" and ""The airplane cabin environment : issues pertaining to flight attendant comfort"" . There is also a series of tips given for air passenger comfort.",u,0,0,1,0
151,"Next showing: 2006-08-01 at 06:30 - 07:00 Katrina''s treatment causes her to lose her hair, flight attendant Louise deals with sexual harassment and a stag party creates trouble in the departure lounge Next showing: 2006-08-02 at 06:30 - 07:00 Newlywed Katrina nervously awaits the results of her cancer scan, while the airport staff prepare for a visit from the Queen Next showing: 2006-08-03 at 06:30 - 07:00 EasyJet employee Katrina finally leaves for her long-awaited honeymoon with new husband Julian, while her work colleagues descend on Brussels to protest against rival airline Go Next showing: 2006-07-25 at 06:30 - 07:00",f,1,0,0,0
152,"Going to the Toilet In Flight The queues for the toilets are usually long, especially after a meal, if you try and take them to the toilet just before the meal you will find that your way is blocked by the flight attendant and his/her meal cart, so the best policy is to ask early on in the flight ""how long until the meal?",u,0,0,1,0
153,"CEO Glen Tilton in 2004 : $756,832.00 Average Annual salary of a UA flight Attendant with 8 years seniority in 2004: $27,636.00 Average Annual salary of a UA flight attendant with 8 years seniority in 2005: $25,008.00 CEO Glen Tilton''s bonus for 2004: $366,393.00 CFO Jake Brace''s bonus for 2004: $173,403.00 All United Airlines Flight Attendants combined bonus for 2004: $0.00 Number of viable alternatives to the flight attendant defined benefit plan proposed by AFA to UAL: 5 Number of these proposals UAL was willing to discuss: 0 Number of viable alternatives to the flight attendant defined benefit plan proposed by UAL to AFA: 0 Amount UAL paid the PBGC to terminate UAL employees Defined Benefit Pension Plan: $1,500,000,000.00 Amount of CEO Glenn Tilton''s Pension: $4,500,000.00 Monthly pension of a FA with 19 years of seniority under the Defined Benefit Pension Plan: $2,184.",u,0,0,1,0
154,""" The Indian flight attendant waits patiently while the European disentangles the meaning from this simple question for, to him, it seems to be the wrong way round.",u,0,0,1,0
155,"Emily The last time I was on a flight to anywhere, the flight attendant was a bitch.",u,0,0,1,0
156,"(And they probably don''t want to, either.) The flight attendant will usually heat a bottle for you.",u,0,0,1,0
157,Your flight attendant will direct you to the proper lavatory.,u,0,0,1,0
158,"(This should not be confused with when the flight attendant says ''final approach'' to the passengers, which is usually when the aircraft is even before *initial* approach phase.) The approach was for Runway 09 Right at LHR (the ''09'' means that it''s pointing roughly 90\deg to North).",u,0,0,1,0
159,"If no one volunteers, then, 2nd: By the most junior qualified Reserve with at least one year seniority .If none is available, then, 3rd: By the most junior qualified flight attendant with at least one year seniority who is a Relief lineholder, Reserve move-up, open flyer or a flight attendant re-assigned for legality purposes.",u,0,0,1,0
160,Love blossoms when he meets and befriends the beautiful flight attendant Amelia Warren and the two embark on a romantic relationship.,f,1,0,0,0
161,"""One minute he''s playing a faggy Scotch flight attendant in a BBC2 sitcom, next thing he''s banging Jennifer Jason Leigh and dropping E with Gwyneth Paltrow.",m,0,1,0,0
162,"I completely forgot to get my seat check and was still in conversation with Terry when we stepped onto the plane, and the flight attendant, realizing we were friends, decided it would be okay if I sat in the empty seat next to him in first class even though I was only booked for steerage.",u,0,0,1,0
163,The flight attendant and co-pilot are amazed and asked him what he said to make her move without any fuss.,u,0,0,1,0
164,A flight attendant will need to take on the responsibilities of a fitness coach and perhaps offer an airborne version of the well-known cruise ship morning exercise routine.,u,0,0,1,0
165,"Ok, thinks I, now we''re really going somewhere.. hang on what''s that outside.. it''s the bloody terminal!! why are we back here??! ..on came security, and they removed bladder boy from the flight.. seems they take the FAA seriously ''round these parts.. the excuse given was that he''d threatened a flight attendant on his way to the toilet and they knew we''d be in for more delays and didn''t want to risk him becoming more aggressive in the air.. ok... if you say so..",u,0,0,1,0
166,"There we checked-in as second and after a little begging, the flight attendant gave us a seat with space.",u,0,0,1,0
167,"If you have a hearing disability, inform the flight attendant so that alternative safety instructions can be given to you.",u,0,0,1,0
168,"Unaccompanied children 5, 6, or 7 years of age will not be accepted on certain American Eagle flights operated in equipment not requiring a flight attendant.",u,0,0,1,0
169,"So she took a year out - firstly doing voluntary work in Rumania, - and then as a flight attendant for Virgin Atlantic.",f,1,0,0,0
170,"On the morning of 11 September 2001 at 8:19 A.M., flight attendant Betty Ong called American Airlines Southeastern Reservations Office in Cary, North Carolina.",f,1,0,0,0
171,"After an argument with a flight attendant, a drunk investment banker defecated on a service cart.",u,0,0,1,0
172,"At that moment, a distraught elderly woman tottered down the aisle and asked the flight attendant if he had come across a small engraved casket containing her husband''s ashes.",u,0,0,1,0
173,"If necessary, ask the flight attendant for clarifications.",u,0,0,1,0
