Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
29,(36/109) I will respond to the email about left eye being affected- I am 54 year old grandma and my Coates disease is in my RIGHT eye and I have a very strong left eye - and a female while most people are male that have this disease- I played all sports- softball- tennis- basketball- no waterskiing or rollercoasters so I didn''t detach the other retina- as djim22- I told my parents I couldn''t see out of my right eye- they ignored me-until the school nurse agreed in the 2nd grade My questions would be if anyone knows if there is a genetic cause of this- My eye does wander and people do comment- does anyone have this?,u,0,0,1,0
30,"A nurse exits with a blood sample, leaving Scully to question him.) LYLE PARKER: I''m ashamed to say it after what happened after the funeral.",u,0,0,1,0
31,"Diana Harding, 50, a former nurse, and her husband Stephen, 50, a research director, have been practising TM for 30 years.",f,1,0,0,0
32,As courses for Independent and Supplementary nurse prescribing are combined from January 2003 this text will only satisfy the needs for extended Independent nurse prescribing.,u,0,0,1,0
33,"Epilepsy Action Annual Research Prize 2004 The Role of the Clinical Nurse Specialist in Epilepsy: A National Survey Melesina Goodwin Clinical Nurse Specialist in Epilepsy, Northampton General Hospital A questionnaire was developed by the researchers based on their own knowledge and experience of their roles as clinical nurse specialists in epilepsy (CNSE).",u,0,0,1,0
34,"If you would like to speak to someone, let the nurse know.",u,0,0,1,0
35,Or did the nurse propose only one option with justification as to why s/he thought it was appropriate?,u,0,0,1,0
36,The human face of nursing is acknowledged when the nurse does not stand outside the patients'' realm of experience; instead they are seen standing alongside the patient.,u,0,0,1,0
37,"The senior nursing team includes a head nurse, a consultant nurse, two lecturer practitioners and a practice development nurse (who rotate between the JR and Horton sites).",u,0,0,1,0
38,"The weak pup was easily captured and taken to the veterinary surgery for further assessment (and some off the cuff marine mammal training for our new veterinary nurse!) The pup was extremely thin and dehydrated, weighing only 14kg.",d,0,0,0,1
39,This clinic is held on a Thursday and patients are seen by a nurse.,u,0,0,1,0
40,"If you have had a general anaesthetic you will be monitored for a minimum of twenty minutes, but we will not ask your ward nurse to collect you until the team member caring for you is satisfied that you are comfortable and pain free.",u,0,0,1,0
41,The first nurse was producing unreliable readings with a random error -- they varied from the true readings in an inconsistent way.,u,0,0,1,0
42,I went to the doctors and he checked me out and then the nurse came in to take some blood.,u,0,0,1,0
43,The introduction of nurse prescribing would also reduce the need to involve a doctor.,u,0,0,1,0
44,An ophthalmic nurse is trained to support and assist an ophthalmologist in the hospital clinic and operating theatre setting.,u,0,0,1,0
45,"If you have any worries or are feeling down it is often a good idea to speak to someone; perhaps your parents, friends, guidance teacher, the school nurse â€"" or someone else you feel you can talk to.",u,0,0,1,0
46,"To find out more, you can either: contact Customer Services at your local Cumbria County Council Adult Social Care or Children''s Services office; speak to your social worker, occupational therapist or community psychiatric nurse (if you have one); or contact your local carers association.",u,0,0,1,0
47,The funding is also to be used to purchase hardware and network services for community nurse and health visitor teams. 11.2.5 Primary and Community Care Premises Modernisation Programme The SE as part of a national £17.4m investment package to improve primary and community care have approved a number of Lothian projects.,u,0,0,1,0
48,The community nurse said that there was a ''chasm'' between Mr and Mrs X and Trust staff as to how Mr Y should be cared for after the incident at the day centre.,u,0,0,1,0
49,Nurse as a rule wont go on strike and I never would but feel completely frustrated by the whole situation.,u,0,0,1,0
50,"operation 4 advice about how you can improve your diet and lifestyle once you get home 4 a follow-up appointment 2,5 Recovering from angioplasty Although you may feel well, you should take it easy for the first week after your operation. 2,3 You shouldn''t drive until you can perform an emergency stop without discomfort - this is generally about a week after angioplasty or six weeks if you drive a large vehicle such as a minibus or truck. 3,8 If you have questions about what you can and can''t do, ask your surgeon or nurse for guidance.",u,0,0,1,0
51,"Prescribers'' relationships with pharmaceutical companies The influence of PCTs Progress and problems in non-medical prescribing Limitations of the formulary and course Doctors mainly positive about supervising nurse prescribers Nurse practitioners not using their prescribing qualifications Deficits in nurses'' educational preparation for prescribing Nurse prescribers ""predominantly positive"" about prescribing Preparing for nurse prescribing in hospitals Pharmaceutical companies and nurse prescribers Literature review highlights lack of prescribing research Choosing nurse prescribing training Confusion and restrictions hamper progress Nurse prescribing as a study in political influence and process Perceptions of expanded nursing roles GP contract may see nurse prescribing deliver its promise How pharma companies can target non-medical prescribers Diagnostic skills for nurse prescribers Understanding reasons for non-concordance The Working Time Directive and nurse prescribing Strategic leadership needed as non-medical prescribing expands Relevance of nurse prescribing to children''s nurses Drug effectiveness and formulation How PRODIGY supports nurse prescribers Evaluating nurse prescribing Review of nurse prescribing progress Community nurses find nurse prescribing helpful Pharmacokinetics and pharmacodynamics: an introduction Update on non-medical prescribing Implementation: Introducing nurse prescribing in an",u,0,0,1,0
52,"As with all general health enquiries, the public can call NHS Direct on 0845 4647 and talk to a trained nurse. 5.",u,0,0,1,0
53,"Text Only Version | Home > Kingsway > Meeting with Parents and Others 5.30 pm Report of a Meeting of The School Planning Panel With Parents of Pupils Attending Kingsway High School, Newton, Chester, and Its Partner Primary Schools and Others Held at Kingsway High School on 7 May 2004 at 5.30pm Present: County Councillors J Burke (Chairman for the LEA''s presentation) J P Findlow (Chairman for Questions and Answers) P Nurse Mrs S Proctor Mrs M Hale (Local County Councillor), together with Ms J Dowd (Executive Director) & J Warham (Area Manager, South and West Cheshire), of the Learning Skills Council, and officers of the LEA The meeting was attended by an estimated 75 parents, governors, staff and others.",d,0,0,0,1
54,"Tiredness can also be a sign of anaemia, so tell the nurse or doctor if you are worried about how you feel.",u,0,0,1,0
55,"Dr Susan Read was awarded an RCN Fellowship in 2001, Professor Lorraine Smith was elected on to the Steering Committee of the Workshop of European Nurse Researchers and currently Leslie Gelling , a steering group member is standing for the NFCC. c.",d,0,0,0,1
56,The patient remains seated for 5 minutes with a nurse close by.,u,0,0,1,0
57,A workplace health unit is composed of a doctor and a nurse (or a health officer) both of who have been licensed by the Ministry of Labour and Social Security.,u,0,0,1,0
58,"As we all know, a nurse is particularly vulnerable to violent attack, not in the corridors of the hospital, but on her way from the door to her car in the wee hours.",f,1,0,0,0
59,"At the end of the interview, the interviewer measured the informant''s height and weight, and then sought agreement for a visit by a nurse.",u,0,0,1,0
60,"For example, a nurse who has a work permit to work for an NHS Trust and wishes to take up supplementary employment with a nursing recruitment agency would not be allowed to do so as we do not approve work permits for such agencies.",u,0,0,1,0
61,I am a Staff Nurse with 25yrs nursing experience which comes in handy!!,u,0,0,1,0
62,Talk to your doctor or IBD nurse to see whether you are eligible for any of these new treatments.,u,0,0,1,0
63,Vaccination Information and Choice Network - a large and very well researched site by a registered nurse who worked for many years in pediatrics.,u,0,0,1,0
64,"Debbie Brown is the only nurse with two Doctors at the Army Medical Centre, Princess Royal Barracks, Deepcut.",f,1,0,0,0
65,"The relationship to critical care is an important one, in that, when a nurse new to the critical care environment joins, all the problems associated with an individual starting their nurse training are revisited.",u,0,0,1,0
66,"Evidence was also taken from Mr Y''s care manager (the care manager) from Surrey Social Services Department, and from Mr Y''s current community nurse (the community nurse), who is employed by Surrey Hampshire Borders NHS Trust: their actions are not the subject of this investigation.",u,0,0,1,0
67,"Seafront area Improve beach front - litter, crazy golf, skateboard, green bowls Bowling Club green for visitors / older community Bowling green Bowling Green Bowling Club green for visitors / older community Resurrect Tennis Courts on Adams Recreation Ground Recreation Ground More use of Web Site facilities Introduce wireless broadband into village Wireless Broadband Broadband Introduce Coffee Shop with Internet access Internet café Improve position of library - more central for disabled and meeting place for lonely More accessible site for Library Improve the location of public library Need surgery in village village dentist/ doctors Visiting nurse for routine treatments such as flu jabs Hodgitts open all hours - use for theatre, cinema, drop in centre, market etc More use of Hodgetts club One good hall which would meet the needs for all groups / activities with parking A community Centre for all Central Village Hall replacing the existing ones One Village Hall to replace others Footpath along Pow Beck to Seamill Beach Paint blue railings more regularly More trees in village Lights at Christmas Time Shelter Decent beer garden at the Seacote like there used to be Tea Shop in village Café and",u,0,0,1,0
68,"As to Mrs Scaife, the Tribunal is bound to say it has reservations and is somewhat anxious about the possibility of her running the Nursing Home on her own, notwithstanding her qualities as a nurse.",f,1,0,0,0
69,"NURSE: Dr. Grissom''s alpha-wave analysis defined the standard, he revolutionized the way we think about sleep.",u,0,0,1,0
70,"The Home Office had initially curtailed Makosi''s working visa, after she left her job as a nurse to appear on the Channel 4 TV show, which meant she had to either leave the country or appeal.",f,1,0,0,0
71,"So there was I, a world-famous hepatologist (excuse my modesty), being told by a travel nurse that I needed Hepatitis A and Typhoid jabs for my trip to India.",u,0,0,1,0
72,"(London) | (Sheffield) (Khartoum) Val is second of 3 daughters 29jly1944 31mar1950 of Baptist missionaries in ROBERT Valerie Ethiopia, born in Khartoum JULIAN (Broadstone) Jean and trained as a nurse PALMER===14dec1974===NUNN at Bristol. 1970 | | |-------|----O-----| Sue is studying medicine at Susannah Carla Katherine Bristol University against Caroline Rosalynn Olivia her father''s advice. 16jly1875 25jan1977 18mar1983 (Soton) (Montreal) (Worcester MA) 1994 Note 1: Married John Berridge, son Eli, descendent Harold Edwards lives at 49, Gordon Rd, Oundle, Peterborough PE8 4LD.",f,1,0,0,0
73,"Kingston Hospital nurse nominated for award 23 October 2000 Richard Sanders, an intensive care nurse at Kingston Hospital since 1994, is to receive a commendation and a £500 prize for being runner-up for the Respiratory Nursing Award, part of the Nursing Standard Nurse 2000 Awards.",m,0,1,0,0
74,I gave up working in the hospital because I had an accident where I fractured my spine and of course a nurse who cannot lift on a regular basis is not much good on a ward.,u,0,0,1,0
75,"If you require further advice and information, your local pharmacist, practice nurse or other qualified medical staff will be happy to help.",u,0,0,1,0
76,"Improved access and examples of methods of best practice The initiative to improve the access of services was focused around the NHS direct scheme, which allowed patients direct telephone access to a nurse.",u,0,0,1,0
77,"loss . diane Sunday, 02 October, 2005 - 07:28 pm my daughter is 8, she has been dry at night since 2ish but daytimes have proved more of a challenge. at the moment she comes out of school wet each day, she has been dry most of the summer so i have prompted her to use the loo at school at specified times, ie play and lunch times. how should i approach this, i can''t help but feel annoyed with her some days, maybe we should see the nurse....... anyone with any advice?",u,0,0,1,0
78,Call the nurse if you need anything.,u,0,0,1,0
79,"Although helpline numbers are shown, referrals to a MS Nurse are usually made by a Neurologist.",u,0,0,1,0
80,"Helen receives annual follow-up appointments with the specialist nurse at the hospital, including annual mammography.",u,0,0,1,0
81,"This week''s news headlines Supervision ''impedes'' pharmacy development Right to practise is under threat Cannabis should be Class C drug Pay settlement of 3.6pc for Guild Deaths prompt sibutramine data review Extended nurse guidance ''Wellbeing is best monitor of health'' Moffat argues for diagnostic role Alliance UniChem enjoys record year Bayer suffers profit slump Supervision ''impedes'' pharmacy development Pharmacy supervision is holding the profession back, said Helen Darracott, the Royal Pharmaceutical Society''s head of professional services.",f,1,0,0,0
82,"DESCRIPTION OF STUDY: After an initial mailing of surveys to 2052 randomly sampled, licensed medical and osteopathic physicians, nurse practitioners, and certified nurse midwives, a follow-up mailing and phone calls resulted in 496 usable surveys.",u,0,0,1,0
83,""" It is acknowledged that current practice often involves GPs ''rubber stamping'' prescriptions following advice on a patient''s prescribing needs by a specialist nurse (or often non-clinical drugs worker, Ed.).",u,0,0,1,0
84,I hope your dad goes on OK - if you require any further info - do not hesitate in asking any of the guys on this site or even BCC ask the nurse - all very good.,u,0,0,1,0
85,"She was obviously treated as an owner who, as a qualified nurse, might help out from time to time, but her own evidence seemed to indicate little nursing but a general role in doing what was necessary, eg domestic, social, administrative duties.",f,1,0,0,0
86,A competent patient who refuses a recommended treatment puts the nurse in a difficult position.,u,0,0,1,0
87,"in past 12 months 75% 100% 90% 100% Blood pressure recorded in past 12 months 75% 100% 90% 100% Smoking status recorded in past 5 years* - 95% - 100% Albumin:creatinine ratio and use of ACE inhibitors recorded in past 12 months* - - - 99.3% * = good practice, no target set When the patient arrives at the one-stop clinic, the administrative staff carry out routine screening and the results are recorded on a disease management form and passed to the practice nurse.",u,0,0,1,0
88,"Everyone may watch the calves have their Breakfast or Tea from Daisy or Clover, our nurse cows, also to help feed any lambs that might be around at the time, while our Collie dogs, Max and Rio watch over everybody, including the Jack Russell Terrier, Widget ( who really runs the place).",d,0,0,0,1
89,The services offered may vary but most patients can expect the following: A dedicated rheumatology helpline Nurse led follow up clinics Opportunities for education What is a dedicated rheumatology helpline?,u,0,0,1,0
90,"In-reach staff had good connections across the prison and regularly met the head of healthcare, the PCT, the residential governor and the prison clinical nurse lead.",u,0,0,1,0
91,"If live head lice are still being found after two treatments, ask your doctor, pharmacist, health visitor or school nurse for advice.",u,0,0,1,0
92,Development plans: Further studies are required to consider: The added value of the daily telephone call from the virtual nurse combined with remote home monitoring over a less intensive telephone support.,u,0,0,1,0
93,A clinical nurse loses all control over this information.,u,0,0,1,0
94,In this article she looks at marketing the role of the veterinary nurse (VN) and how this can have a major impact on overall business success.,d,0,0,0,1
95,"Your doctor or nurse should give you fuller details, but if you prescribed other medications by a doctor, it''s always best to mention that you are ''on the jab''.",u,0,0,1,0
96,"He employed a nurse to look after Izzy, and they took a number of long holidays.",u,0,0,1,0
97,"His daughter Jane is a trained Staff Nurse with the NHS, her husband is Lt. Cdr.",f,1,0,0,0
98,"When the patient leaves the bed or the chair, the system activates a pager carried by an auxiliary nurse, who can then go and offer assistance and support.",u,0,0,1,0
99,"All partners involved in teaching Practice fully computerised Special Interests Palliative Care Chronic Disease Management including Diabetes COPD Asthma and Heart Disease 24 hour blood pressure monitoring and hope soon to have spirometry in the practice On-Call, Out of Hours On-call arrangements are done through GEMS the Glasgow based out of hours co-operative Back to Training Practices Trainers Name Address Dr Albert Burton Woodside Health Centre Barr Street Glasgow G20 7LR DESCRIPTION Size and Staffing Two full time partners with 3,500 patients, practice manager and practice nurse The practice is located in the North of Glasgow and is inner-city.",u,0,0,1,0
100,"Requirements 1st level registered nurse, qualified for at least 2 years Funding/Fees Information on student finance and fees is available on: http://www.rgu.ac.uk/stud_finance/general/page.cfm?pge=21909 Royal Marsden NHS Foundation Trust Education and Training Cancer Care for Allied Health Professionals - (Taught Course) This course is aimed at allied health professionals working in cancer care in a lead role.",u,0,0,1,0
101,"Disease Management Patients with asthma and diabetes are seen regularly in these clinics, run jointly by a doctor and a nurse.",u,0,0,1,0
102,"To carry out the exercise, in September 2005 they sent a short questionnaire by email to each SHA nurse director who was in turn asked to circulate copies to PCT (and trust) nurse directors in their area.",d,0,0,0,1
103,"Advice is relatively simple: its main components are a telephone help staffed by continence nurse specialists (020 7831 9831), a wide range of leaflets and fact, and a huge new website ( www.continence-foundation.org.uk ).",u,0,0,1,0
104,One nurse did not want the interview taped and therefore full field notes were made during and after the interview.,u,0,0,1,0
105,"I saw the Greek warrior goddess, Athena, at my side like a powerful nurse in attendance during surgery.",d,0,0,0,1
106,"The main theme of the conference will be ''the health of detainees in police custody'' and speakers will include Commander Steve Allen, Head of Criminal Justice for the MPS, a Forensic Medical Examiner, a nurse, a drugs referral worker and mental health workers.",u,0,0,1,0
107,Patients may self-medicate if they have been assessed fit to do so by a registered nurse and be reassessed on a regular basis.,u,0,0,1,0
108,"The women is a quasi flashback, to what I am not sure, but we were swiftly made to feel at home and take little heed as she talks on about her vocation as a sick animal ''nurse''.",d,0,0,0,1
109,I have been back since December 10 and an appointment was made for me to see a diabetes nurse on January 6.,u,0,0,1,0
110,"Mrs. Seward, the first matron, in December 1765 was allowed the expense of a nurse to attend her during an illness.",u,0,0,1,0
111,"Management of the individual patient care record, that is the monitoring role to make sure that it was kept up to date, was usually seen as the responsibility of the named nurse.",u,0,0,1,0
112,"The nurse specialist said that her understanding at the time was that MODY would be managed in the same way as for a type 2 diabetic - ie taught to be aware of normal blood sugar levels, about monitoring and the need to be aware of changes.",u,0,0,1,0
113,"I sat by her bed until a wonderful nurse, who''s become extended family over the years, said ""Why don''t you go home to your boys?",u,0,0,1,0
114,If the admitting nurse is not the named nurse then arrangements are made to introduce the named nurse at the earliest opportunity.,u,0,0,1,0
115,"From the beginning of April, smokers can go to any one of the 92 listed pharmacies for NRT patches plus advice on how to quit - without having to go to a doctor or nurse for NHS prescriptions.",u,0,0,1,0
116,"As a former nurse, he had taken a keen interest in health issues when he joined the Council, most recently serving as a member of the Health Scrutiny Committee where he made valuable contributions to the work to review health care and services in Barking and Dagenham.",m,0,1,0,0
117,Workshops You will be invited to attend a variety of workshops appropriate to the learning needs required at your level of student nurse training.,u,0,0,1,0
118,"In 1790 the usual parish pay for a child at nurse was 2s. a week, for children at home 1s. 6d., for old men and widows 1s. except cases of great age and infirmity, when they are allowed 1s. 6d., 2s., and in a few cases 2s. 6d. each.",d,0,0,0,1
119,Her role now centres on co-ordinating Clinical Governance within SWDPCT and as a nurse she is able to combine her clinical knowledge and experience with the administration that so regularly supports any project.,f,1,0,0,0
120,"My current research at LSHTM is in the area of nurse retention, particularly in London, and factors which influence nurses to leave and to stay in an organisation.",u,0,0,1,0
121,"The introduction of Free Nursing Care stipulates that each person in a care home (CH) will receive a general nursing assessment by, an NHS nurse (DoH, 2001).",u,0,0,1,0
122,"The day was introduced by Professor Graham Wright , the UK''s Nursing representative to IMIA-NI who was celebrating 35 years to the day since he started his nurse training ! Graham set out an overview of the International Medical Informatics Association (IMIA) and the British Computer Society Nursing Group with his usual quick tour through history and some of the key players in the field - many of whom were in the room.",m,0,1,0,0
123,"It was a lullaby, one that his nurse had sung to him when he was a child.",u,0,0,1,0
124,Ask your GP or nurse to refer you onto the scheme.,u,0,0,1,0
125,"Progress in both medical and surgical fields meant that there was much for the trainee nurse to learn, and training alternated between practical work on the wards and. time in the school of nursing.",u,0,0,1,0
126,"While I tried to devour my tears, a fit of coughing seized Helen; it did not, however, wake the nurse; when it was over, she lay some minutes exhausted; then she whispered - ""Jane, your little feet are bare; lie down and cover yourself with my quilt.",u,0,0,1,0
127,Twelve years experience a a nurse.,u,0,0,1,0
128,The district nurse visited Mrs P between 2.00pm and 4.00pm on the same day.,u,0,0,1,0
129,"Chief nurse and director of patient experience Tracey McErlain-Burns said: â€œIt can often be a worrying or confusing time especially when you, or someone you know, is unwell.",f,1,0,0,0
130,"For the nurse prescriber working within her scope of practice, this will no longer be an option.",f,1,0,0,0
131,She said that the district nurse involved with the care of her father had described the Appellant as an excellent carer. 33.,u,0,0,1,0
132,The student nurse reports this to you.,u,0,0,1,0
133,"For example, a case that was closed by the UKCC Professional Conduct Complaints Committee (PCC), concerned the delegation by a nurse to a care assistance to administer an insulin injection which was prima facie wrong.",u,0,0,1,0
134,We also are able to offer Nurse based Health Screens: Healthcheck £90 Fitness Check £90 Cervical Smear Clinic £75 If you would like more information or would like to make a booking please phone 01553 813507 and ask for Dawn Glennie.,u,0,0,1,0
135,"The client status of the smith is also illustrated in the laws of Ine which state that a nobleman who left his estate was allowed to take his smith with him, along with his reeve and his children''s nurse.",u,0,0,1,0
136,"Long chat with nurse, and strong painkillers, antibiotics and respect should be happenng to Nanny at the mo.",u,0,0,1,0
137,"Far be it that I a mere nurse should tell the dieticians and cooks what is nutritious and sufficient for old people''s diets, we only serve it and brave the looks of disgust.",u,0,0,1,0
138,Practice Background She is a certified neuroscience registered nurse (CNRN) and has maintained this certification since 1989.,f,1,0,0,0
139,"The telephone number for Age Concern England can be found under the Voluntary organisations listings . The person who comes to assess your needs may be a care manager, or a social worker, or may be a community nurse or other professional.",u,0,0,1,0
140,LUCY EVANS Dental Nurse Lucy joined us as a trainee dental nurse in September 1998.,f,1,0,0,0
141,"'' Angie McBain, a dental nurse at Bedford Hospital, added: ''Joining the DCP register is a momentous occasion.",f,1,0,0,0
142,An early start was made on Sunday morning with the vet and nurse setting up the surgery.,u,0,0,1,0
143,"He said: ""We can only deal with enquiries about local family doctors and practice nurse appointments as was the case when at Howdenhall.",u,0,0,1,0
144,A GP or nurse will usually confirm the admission to the community hospital.,u,0,0,1,0
145,"The Superintendent (in 1896 Miss EK Jacob) was a trained nurse, with two nurses under her.",f,1,0,0,0
146,"Nursing on Markus Ward Markus is a nurse led ward, with the first ever nurse consultant in cancer rehabilitation.",u,0,0,1,0
147,Nurse Prescribing 2004; 2(6): 244-246.,u,0,0,1,0
148,"She has been given the ''go ahead'' to implement the changes and her community nurse colleagues, despite their own staff shortages, have supported her too, as they believe that the CHESS work will benefit their teams and clients.",f,1,0,0,0
149,"Keble and Mary first met back in 1970 at RAF Cosford Hospital in Shropshire, where Keble was serving as a charge nurse in the RAF and Mary was a civilian staff nurse.",u,0,0,1,0
150,"By an extremely fortunate coincidence Karen Betts was previously a nurse and had trained as a midwife, so everything went smoothly.",f,1,0,0,0
151,The money has been put in the ''Nurses Fund'' which helps to update nurse information on the ward and pays for nurse update days.,u,0,0,1,0
152,The chair was normally kept in the air-raid shelter beside the invalid''s home and at 1.45pm on 23rd July the nurse had gone to get it.,u,0,0,1,0
153,"Guest visitors include Judy Ledger from Baby Lifeline, city archaeologist, Margaret Rylatt and Jane Williams, a district nurse who for the last few years has made trips to Romania to work with local women and nurses to help their work with disabled children.",f,1,0,0,0
154,"Maggie Layton, nurse advisor for the Hertfordshire nurse prescribing project, explained.",f,1,0,0,0
155,Continue to ask the nurse for pain-killing tablets if you are in any pain.,u,0,0,1,0
156,"However 100% of patients felt entirely happy for a nurse consultation, review and for the specialist nurse to issue a prescription.",u,0,0,1,0
157,"The photo (left) was taken when Mr Sitali, retired clinician and Chairman of Mongu Executive Committee, and Irene, government chest clinic nurse and Committee Member, visited the potential community office site which Zatulet hopes to purchase and build on.",f,1,0,0,0
158,""" Joe had been given a sight test the week before and he hadn''t been able to see all the shapes of the letters on the card which the nurse had held up so he wasn''t really surprised at this news.",u,0,0,1,0
159,"We have a dedicated information line - Infoline - run by colorectal, stoma and oncology nurse specialists, who deal with hundreds of enquiries each month from people concerned about symptoms and other issues.",u,0,0,1,0
160,looked him over and said it''s worse than at first appears Your kidney''s shot to pieces and your liver''s disappeared Your lungs are filled with water you complain of diarrhoea And unless you give up drinking you''ll be dead within the year Break the bottle smash the whisky jar and put your glasses down Bacchus is on the wagon and it''s rolling into town Bacchus is on the wagon and the curtain''s down for good On your quarts and pails and yards of ale now the cork is in the wood Then the grey nurse summoned by the bell Saw him weeping with contrition Begging heal me please physician make me well With needles pins and bleeding bowl prepared She said don''t expect sympathy If you can''t take your medicine You shouldn''t bait the bears Back went Bacchus to Olympus and when he broke the sorry news The satyrs were dissatisfied the nymphs were not amused The centaurs and the Lapiths had a sharp exchange of views The watchmen and the border guards succumbed to self abuse But it''s too late to say you''re sorry now it''s useless to,u,0,0,1,0
161,I then saw the light and trained as a registered mental nurse!,u,0,0,1,0
162,"She had a cattery and many cats of her own, as well as working as a vetinary nurse for some years.",d,0,0,0,1
163,"History of nurse prescribing Nurse prescribing was first proposed in the Cumberlege Report (Department of Health, 1986).",u,0,0,1,0
164,"However the archived dataset for 1998 does include a health board variable Sample: Representative sample (PAF) of private households in Scotland, covering 16-64 in 1995 (7932 interviews, 6958 nurse visits) and 2-74 years in 1998 (9047 adults and 3892 children were interviewed, of whom 7455 adults and 3211 children were successfully visited by a nurse) Method of Data Collection: Face to Face CAPI & Measurements taken from Nurse Visits Frequency: Every 3/4 years (1995, 1998, next survey in 2003/4) Two national surveys have now been carried out in 1995 and 1998.",u,0,0,1,0
165,"As well as the consultant led clinics there are nurse led clinics for pre-assessment, urodynamics, trial without catheter, intermittent self-catheterisation, bladder chemotherapy / immunotherapy, continence management, erectile dysfunction and follow-up clinics for bladder and prostate cancer.",u,0,0,1,0
166,Record cards were filled out by the nurse specialist and kept in the clinic office.,u,0,0,1,0
