Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
168,pick out Crouch but his cross goes high and behind for a goal kick. 66 mins: Gary Neville tries to make the most out of Peter Crouch''s height with the long throw but Ricardo picks the ball off the head of the striker. 64 mins: Pauleta leaves the field and is replaced by Simao Sabrosa. 63 mins: Joe cole is the player sacrificed for England and Peter Crouch takes the field and will look to make a name for himself in this massive game. 62 mins: David Beckham is furious with the referee and is stood on the touchline gesturing to the referee.,u,0,0,1,0
169,"A cross from Michael Essien found Drogba in the box, but as he was going up to head it, Fritz pushed him and Greek referee Vassaras pointed to the spot.",u,0,0,1,0
170,The referee had warned him earlier after a couple of poor challenges but the warnings were not heeded and Ryan brought down an opponent near the halfway line leaving the referee little choice but to administer the caution.,u,0,0,1,0
171,"Iâ€TMd never heard of him, until it was announced he was referee for the famous England v Argentina â€ ̃Hand of Godâ€TM match!",u,0,0,1,0
172,A far more high-profile decision in such circumstances was made by Welsh referee Clive Thomas at the 1978 World Cup in Argentina.,m,0,1,0,0
173,"With 10 minutes left in the first half, a German referee sent Rattin off for ''violence of the tongue'', even though the referee spoke no Spanish; by this criterion Wayne Rooney would already have been banned for several lifetimes.",u,0,0,1,0
174,The referee must then give a count of eight seconds.,u,0,0,1,0
175,"""The linesman seemed to make the decision but I hope the referee will take a look at the incident again and be big enough to stand up and say I made a mistake.",u,0,0,1,0
176,Communication between the Assistant Referee and the centre Referee will have been discusses during the pre-match briefing that the Referee gives to both his Assistant Referees.,u,0,0,1,0
177,"They work in the short term, but they may also cause players, especially young players and children, to resent the authority figure, i.e. the referee, and without the authority of the referee there can be no game.",u,0,0,1,0
178,The powerful centre went on to score under the posts and Gareth Hughes converted the try before the referee blew the final whistle to end the game at 17-17.,u,0,0,1,0
179,"Following the decision it became apparent that, contrary to usual practice, the Human Resources Department did not have written references from either referee.",d,0,0,0,1
180,As the ball was recovered for the restart the referee signalled the end of the game and a cruel defeat for the Bulls side.,u,0,0,1,0
181,The former Football League referee had heard a TV report about the campaign and immediately offered the cash.,u,0,0,1,0
182,Comment Posted By Toque On 08.07.2006 @ 13:38 Portugal vs. The Netherlands It was ruined by the referee but the players must shoulder some of the blame.,u,0,0,1,0
183,"The Mediator acts as a facilitator or ""referee"".",d,0,0,0,1
184,This referee does not attempt to review the proposal in its entirety but considers only aspects relating to his own field of molecular epidemiology.,d,0,0,0,1
185,Two poorly conceeded goals and a referee who l4: had a Rob Stylesesque performance!,u,0,0,1,0
186,"Players who might miss matches in ways that are nothing to do with injuries: Harry ''F*@!ing'' Kewell has been charged with sweariness by FIFA, for repeatedly insulting the referee during the Brazil clash, and may miss their next match.",u,0,0,1,0
187,"The author uses this communication, which of course cannot be checked by the reader or by the referee, to reaffirm the claim embodied in the title of his paper.",d,0,0,0,1
188,"The referee correctly says no penalty. 65 minutes Ukraine are, understandably, throwing men forward now, but Italy look dangerous on the break. 62 minutes Tymoschuk lofts a free-kick in to the Italian box and Husin rises to meet it with a looping header.",u,0,0,1,0
189,Murphy stayed down clutching his ankle and after some time the referee finally booked Campbell.,u,0,0,1,0
190,Some County or Regional Associations assist Individuals in attending Coach/Referee courses.,d,0,0,0,1
191,A general brawl then began as a few City fans tried to attack Halesowen players and the referee through the fencing which protected the entrance to the dressing rooms.,u,0,0,1,0
192,"If a player raises his arms to impede an opponent and steps from one side to side, moving his arms up and down to delay his opponent, forcing him to change course, but does not make ""bodily contact"", the referee may deem this to be unsporting behaviour and award an indirect free kick from the place where the offence occurred.",u,0,0,1,0
193,"Apart from individual decisions, we had wrong scores called, decisions changed which meant the referee argued against himself and admissions during the games that, yes they were wrong in earlier situations.",u,0,0,1,0
194,"''The referee was conned,'' said Gérard Houllier.",u,0,0,1,0
195,"But the game became a scrappy affair, punctuated by the award of numerous free-kicks by referee Iain Williamson.",m,0,1,0,0
196,Brock continued the annihilation until referee Teddy Long stopped the match after a crushing powerbomb!,m,0,1,0,0
197,"The referee and two side judges keep a scorecard, the referee having the last word as to ring suspensions, disqualification''s and the revoking of a fighters purse.",u,0,0,1,0
198,"The linesman ran back to the halfway line thinking it was a valid goal, but the French referee believed Billy Bremner - who was running back from an offside position had interfered with play.",u,0,0,1,0
199,"Referee: P Durkin (Portland) 7 . Bookings: Leeds: Bakke, Dacort.",u,0,0,1,0
200,"He''s blocked off by two defenders and appeals for a penalty, but the referee correctly says no. 56 minutes Ecuador have a corner but De La Cruz''s delivery is poor and goes out for an England throw-in. 54 minutes A mix-up between Gerrard and Lampard gives Ecuador the ball midway inside their own half.",u,0,0,1,0
201,"Mr Tanner is a National League referee, and last took charge of a Town game in their 2-0 defeat at Reading earlier this season when he booked 5 Ipswich players.",m,0,1,0,0
202,"A succession of penalty kicks were awarded to Gloucester much to the consternation of the home fans but it got worst for them as desperate defence by foul means rather than fair, ended with Brett Deacon being yellow carded by referee Ashley Rowden who warned the Leicester side of the implications of their cynical spoiling tactics.",m,0,1,0,0
203,"The referee, Paul Armstrong, from Berks (very appropriate as someone pointed out) was not helping the game, particularly if you were a Cardiff City fan.",m,0,1,0,0
204,There was a point where the referee had to go down on court in the fourth game and warn both the players.,u,0,0,1,0
205,"which he does, but fails to worry the Tunisian stopper 42 mins: Haggui is a little late in on Al Temyat and must watch his step after being cautioned earlier 41 mins: Neither side is showing any real urgency here 38 mins: Tukar does well to head clear a deep Tunisian free kick as Jaidi was ghosting in behind him 37 mins: Redha Tukar curls over the free kick but it hasn''t got the pace to beat Boumnijel 36 mins, YELLOW CARD: Riadh Bouazizi charges down the free kick, but the referee rules he''s broken too early and books the Tunisian captain 35 mins, YELLOW CARD: Haggui bundles over Al Temyat and earns the games first caution and gifts Saudi Arabia a free kick 30 yards out 34 mins: Dokhi is having plenty of joy down the right and a cross behind the Tunisian defence is turned behind for a corner, which comes to nothing 32 mins: Dokhi crosses for Al Kahtani, but Haggui gets in a block and the ball balloons into the arms of the experienced Ali Boumnijel 30 mins: Half an",u,0,0,1,0
206,"""""I know it sounds ridiculous when you say that a referee costs you the match but that''s exactly what happened.",u,0,0,1,0
207,"And the University has been able to honour many distinguished people over the years including actresses Maureen Lipman and Dame Judy Dench, Sir Steve Redgrave, Olympic rowing champion and most recently Sir Alec Jeffreys (the man who discovered DNA fingerprinting) and top referee Pierluigi Collina.",u,0,0,1,0
208,"The Swansea player''s challenge appeared innocuous enough, but Lancashire referee Tony Leake flashed a red card after midfielder Brass collapsed to the floor clutching his face.",m,0,1,0,0
209,"When it gets to the stage that my students are being warned by the Dutch referee before they even start their contests, when a strong push (against one of his own students) is classified as a throw, when the same referee treats us all to a demonstration with his own students on how soft Tai Chi is, on how violence does not belong in Tai Chi Chuan; when it gets to this stage I want to start my migration to the South.",u,0,0,1,0
210,"But he was crudely knocked down by Anthony Gardner, and received a booking from referee Paul Durkin for his challenge.",m,0,1,0,0
211,"Although the referee had a good control of the match, there were 16 strokes, 54 lets and 19 no lets.",u,0,0,1,0
212,""" Triumphant Woosnam on top of the world By Mark Lamport-Stokes... more "" Players and fans celebrate in Irish style By Jodie Ginsberg... more "" Stenson beats Clarke to historic putt By Norman Dabell... more "" Hearts win cuts gap on leaders Celtic GLASGOW (Reuters) - Hearts cut the gap on leaders Celtic to three points with a 3-1 win at A... more "" Lehman applauds European play and Cup spirit By Mark Lamport-Stokes... more "" Sport Chelsea''s Arjen Robben (C) is tackled by Fulham''s Michael Brown (R) as referee Mark Halsey (L) looks on during their English Premier League soccer match at Craven Cottage in London, September 23, 2006.",m,0,1,0,0
213,"The referee counts to ten when one contestant is knocked down, which in taekwondo means when any part of the body barring the soles of the feet is forced to touch the deck.",u,0,0,1,0
214,"Who has impressed, who Hasn''t, best goals, referee''s, etc...",u,0,0,1,0
215,Last night''s game has been coming for ages and it only happened because at last a referee had the bottle to apply the ''letter of the law'' all the way through to the end of the match.,u,0,0,1,0
216,"We had every reason to be grateful for the inattention of the referee after a couple of heavy midfield challenges, but will have regretted him not taking a sterner view of Elsey''s persistent fouling throughout the game.",u,0,0,1,0
217,"As Colossians introduces the same theme ( 3:12ff ) Paul prepares the ground by speaking about forgiving grievances and being clothed with love; about letting the peace of Christ be the final referee, and God''s word having the last word.",d,0,0,0,1
218,"A card shown to a player by the referee after a serious offence, such as a deliberate foul.",u,0,0,1,0
219,"A lot l4: to work on in training. l5: Date: 25.9.05 Competition: League Match_Details: (A) Nomads U12 Colts v Westminster Park Result: 1-3 Scorers: Liam Kilborn MoM: Liam Kilborn Report: A good performance, Nomads deserved a draw from this game, despite the referee not turning l2: up.",u,0,0,1,0
220,"If the situation *above ever did arise (where both the players above swear at the Referee) then the Referee should send-off the outgoing player, AND send-off the oncoming player (Law 3 - all substitutes are subject to the authority and jurisdiction of the Referee, whether called upon to play or not) - in other words, the Referee can yellow or red card substitutes regardless of whether or not they are on the field of play - both the players and the substitutes can be disciplined by the Referee.",u,0,0,1,0
221,"Mark Viduka escaped with a lecture for a tackle on Robert Pires inside the first minute, while Danny Mills got a strong word from the referee.",u,0,0,1,0
222,"In the event of no move received from a player, the referee will play the oldest card available.",u,0,0,1,0
223,"John is a retired Police Superintendent, football referee and a regular speaker at events.",m,0,1,0,0
224,The apes are plucked from the rainforests of Borneo and Sumatra in South East Asia at a young age and trained to box against each other in front of a referee.,d,0,0,0,1
225,The Paraguay team showed something of a ruthless streak and the Mexican referee never helped matters at one stage standing on the hand of a prone Joe Cole.,u,0,0,1,0
226,"In real life you will withhold, but in real life the referee will boot you off the pitch.",u,0,0,1,0
227,"Interestingly, the first replacement of a referee in a Test match happened in 1912.",u,0,0,1,0
228,"Pool 1 first team second team referee final score Bristol Edinburgh Cambridge 3 - 0 Bristol Nottingham Leicester 0 - 1 Edinburgh Nottingham Hertfordshire 2 - 2 Pool 2 first team second team referee final score Cambridge Leicester Oxford 0 - 2 Cambridge Hertfordshire Liverpool 2 - 0 Leicester Hertfordshire Imperial 0 - 0 Pool 3 first team second team referee final score Oxford Liverpool Bristol 1 - 0 Oxford Imperial Edinburgh 0 - 0 Liverpool Imperial Nottingham 2 - 1 The points system was 2 points for a win, 1 for a draw.",u,0,0,1,0
229,(The third penalty miss against the Tigers in the last two games) The referee had already upset the travelling Hyde faithful by disallowing a Matty McNeil header after just four minutes.,u,0,0,1,0
230,The visitors got a good push on at the resulting scrum and the referee had to award a penalty try when Welwyn dived in illegally in an attempt to stop their opponents reaching the line.,u,0,0,1,0
