Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
30,"While in Prison, Free wrote to the Home secretary Jack Straw and invited him to take part in a live one to one TV debate discussing Cannabis.",m,0,1,0,0
31,"The chairman is a retired teacher, the secretary a young industrial worker.",u,0,0,1,0
32,"'' Anyway, after that I had a call in the afternoon from his secretary, and his secretary said, ''Gil, Mr. Hitchcock wants you to go to Finland because he''s got a spy story to do.",u,0,0,1,0
33,"This is a marked turnaround from the 1980s, when Labour opposition figures such as Frank Dobson, who later became health secretary, railed against the growing influence of US hospital companies in Britain.",m,0,1,0,0
34,"A response to Jimmy Reid''s article came in a letter to the Guardian from Roger Lyons, the general secretary of MSF.",m,0,1,0,0
35,"His grandson, also Gideon, was secretary of the Lancashire Cricket League from February 1935 until his death, at his home in Clitheroe, on 16th November 1949.",m,0,1,0,0
36,"The sender side endorsement is in Spenser''s characteristic secretary hand. •••••] the word ''there'' has been deleted here •••••hard dealyng] these words are inserted above the line, with a caret.",u,0,0,1,0
37,"""It was what the Arabs wanted to hear,"" says Ouran, who is president of the Jordan Medical Association and a former Lower House deputy, in addition to being the ALP''s secretary general.",u,0,0,1,0
38,"Unison general secretary, Dave Prentis is an angry man over this move and plans to take it up in a big way at the conference, ""The Government is pushing through its so-called ''reform'' agenda with no debate within the party or consultations with patients and staff, no thought of the consequences and no clear vision of where it will lead,"" he thundered.",m,0,1,0,0
39,"While on the subject of wages, our general secretary went on to comment that the commitment of LSA candidates to ""only take the average working wage of those who elect them"" was ""completely hypocritical"".",u,0,0,1,0
40,End themassistant secretary so much new than year.,u,0,0,1,0
41,The following actions were discussed. 2.1 Action Point B: Secretary to send out clarification on GDP County figures with minutes.,u,0,0,1,0
42,"Bob Crow, Rail Maritime and Transport Union assistant general secretary said: ""These talks will hopefully move us some way towards resolving this dispute.",m,0,1,0,0
43,August while fess to free plan poker table wood working play davy commerce secretary evans.,m,0,1,0,0
44,"In July, a peace conference, called by the Daily Worker and sponsored by the National Peace Council, with the famous Dean of Canterbury as a principal speaker, had a packed gathering of labour movement activists and peace campaigners representing no less than 3,449,000. 31 October was acclaimed by the party''s general secretary Harry Pollitt, as the ''greatest and proudest day'' in the paper''s history, when the new Daily Worker came off the new Goss press in the new building in Farringdon Road.",m,0,1,0,0
45,"Candidates must have at least one years experience as an Eagles Cheerleader and have attended at least one annual Camp. 7.2 Senior members will perform the duties of treasurer, secretary, and other designated positions.",u,0,0,1,0
46,Only the secretary to the jury may listen to the international programme sound on headphones in order to hear when the presenter calls on his/her country to allocate its points.,u,0,0,1,0
47,Maurice as secretary.,m,0,1,0,0
48,At the Old Globe meeting of 16 October 1833 a letter was read out from the secretary of Constitutional Lodge dated 13 September 1833.,u,0,0,1,0
49,"Albright, the U.S. secretary of state, called it a black hole in the middle of Europe.",f,1,0,0,0
50,""" Charles Clarke, the then education secretary, said his remarks were ""old-fashioned"".",m,0,1,0,0
51,"In the early days each Society''s secretary had discretion to decide which papers were to be included in, or excluded from, that Society''s journal.",u,0,0,1,0
52,"Enquiries should be made to Carol Dixon, SSN secretary, email c.a.dixon@leeds The SSN is placing display boards advertising its work around the University over the next few weeks.",f,1,0,0,0
53,"Britain''s defence secretary, Geoff Hoon, says the Northern Alliance ""are not nearly as bad...",m,0,1,0,0
54,""" And Hilki''ah gave the book to Shaphan, and he read it. 9 And Shaphan the secretary came to the king, and reported to the king, ""Your servants have emptied out the money that was found in the house, and have delivered it into the hand of the workmen who have the oversight of the house of the LORD.",u,0,0,1,0
55,"She was concerned that they had not been included with the agenda, as they had been e-mailed to the ONS secretariat The indicators are: * Number of employed/unemployed by age, sex, ethnicity etc * Expectation of employment for the next generation/destination of school leavers * Value of unpaid work - indicator sought * Percentage below the poverty line/ number of free school meals * Distribution/ breakdown of income * Percentage of companies with environment management schemes ACTION POINT Q: SECRETARY TO SEND A LIST OF SUSTAINABILITY INDICATORS TO THE PEOPLE AT TODAYS MEETING FOR COMMENT BY 6 MAY AND THEN TO SEND COMMENTS TO DETR AND COPY TO GROUP.",u,0,0,1,0
56,"Department of Trade and Industry secretary Patricia Hewitt published the report last Friday, indicating that she accepted its recommendations, which include: requiring vets, manufacturers and wholesalers to change some of their practices and reduce barriers to entry by pharmacies, and increasing the transparency of information to animal owners so they can better understand and compare prices.",f,1,0,0,0
57,"Says Kate Ashbrook, general secretary of the society: ''Our local representative, Cliff Freund from Clun, fought the proposed-path closure at a public inquiry last October.",f,1,0,0,0
58,"Simon Lockett, secretary of the Norfolk Local Medical Committee (LMC), which represents the views of GPS, said: â€œMost GPs would agree with the leading group of doctors in that is where the money should be targeted. â€œThere are an awful lot of patients who do get better with complementary treatments, but we don''t think miracles and magic are around the corner.â€?",m,0,1,0,0
59,Ms X alleged that when the GP telephoned the consultant''s secretary for an immediate appointment he was told that she was over-reacting and could not have an appointment for a couple of weeks.,u,0,0,1,0
60,"Please note: The document is written in a mixed hand, with both secretary and italic elements.",d,0,0,0,1
61,"Kevin Beazer, regional secretary for the CWU, said the union was investigating whether Mr Cowd''s election campaign was in breach of union rules, but no decision had been taken to throw Mr Cowd out of the union.",m,0,1,0,0
62,"The secretary of state was not able to consider Mr Sharpe''s appeal against the decision of Mid-Glamorgan Family Health Services Authority to fine him £550 for breach of contract, as the FHSA had not followed the appropriate complaints procedure.",u,0,0,1,0
63,"More importantly, the best way forward for those responsible for resource provision and support is to develop proactive strategies for this, and not simply to react ad hoc . ^ top 1.3 Strategy and procedure The Review was carried out during 2004 by a Working Group chaired by Karen Spärck Jones, with Geoff Smith as secretary.",m,0,1,0,0
64,"The president of the Democratic Party (PADEMO), Wehia Ripua, has taken a pro-boycott position while his party''s general secretary, Gimo Guidila, went on record in Beira, disagreeing with Renamo boycott tactics, and promising that PADEMO would stand candidates in all 33 municipalities.",u,0,0,1,0
65,"Date(s) of descriptions : Mar 2001 INDEX ENTRIES Subjects Drama | Literary forms and genres | Literature Royalties | Copyright | Intellectual property | Civil law Finance Theatre Personal names Patch | Blanche | fl 1928-1950 | secretary of George Bernard Shaw Reynolds | Paul | fl 1907-1922 | literary agent Russell | Alys | 1867-1951 | first wife of Bertrand Russell, 3rd Earl Russell x Russell | Countess Shaw | Charlotte | 1857-1943 | neé Payne-Townshend | wife of George Bernard Shaw x Townshend | Charlotte | Payne- x Payne-Townshend | Charlotte Shaw | George Bernard | 1856-1950 | Irish dramatist, critic and novelist Corporate names Brentano | US publishers Constable and Company Ltd | publishers J N Mason & Company | solicitors Leighton-Straker | bookbinders R and R Clarke | printers",u,0,0,1,0
66,A skilled secretary can emulate signatures very well.,u,0,0,1,0
67,I am the treasurer and membership secretary of the above group.,u,0,0,1,0
68,"After that, he not only acted as the duke''s secretary, but had a thriving legal practice in Edinburgh, leading the duke to complain that he was neglecting his duties at the palace.",m,0,1,0,0
69,Retrial change is not answer THE government has responded to a succession of cases of police incompetence which have seen innocent people jailed and others walk free-by giving more power to the police!... 40p will not end poverty TIGHTFISTED NEW Labour industry secretary Stephen Byers increased the minimum wage this week-but only by 40p...,m,0,1,0,0
70,"AUT general secretary, Sally Hunt, said: ''We hope that the offer of talks without pre-conditions indicates that the employers share our desire to bring about a swift resolution to the dispute.",f,1,0,0,0
71,"Before he left Paris, believing himself to be close to death he asked that his unpublished papers on mechanics be sent to the Royal Society . The secretary to the English ambassador was called and described Huygens'' reasons:- ... he fell into a discourse concerning the Royal Society in England which he said was an assembly of the choicest wits in Christendom ... he said he chose to deposit those little labours ... in their hands sooner than any else. ... he said he did foresee the dissolution of this Academy because it was mixed with tinctures of envy because it was supported upon suppositions of profit because it wholly depended upon the humour of a prince and the favour of a minister...",u,0,0,1,0
72,"From the left: William Frankel CBE with Shira Herzog, Michael Bar-Zohar and Lord Haskel Yaacov Herzog emigrated to Israel in 1939 at the age of seventeen and served as his father''s secretary and speech-writer.",m,0,1,0,0
73,"Social security secretary Alastair Darling said: ""The new pension statement will set out in black and white exactly how much someone will get when they retire.",m,0,1,0,0
74,Secretary of the Architectural Association (Inc) For FULL printable details see: aaschool.ac.uk/staff/assets/secretary.pdf or e-mail: humanresources@aaschool.ac.uk (responses will be provided after 28th February 2006) The Secretary''s Office 36 Bedford Square London WC1B 3ES This membership organisation runs a world-famous international school of architecture based in London.,u,0,0,1,0
75,"Paul Tully, SPUC general secretary, said: ""Doctors who try to save lives may soon be penalised under this guidance.",m,0,1,0,0
76,"Joint general secretary Derek Simpson said: ""Employers have a moral obligation, as do employees, to make provision for retirement income.",m,0,1,0,0
77,NUT general secretary Doug McAvoy welcomed Mr Clarke''s comments saying that they are an improvement on the previous line.,m,0,1,0,0
78,"In a closing speech to the NHS Confederation conference, NHS chief executive Sir Nigel Crisp addressed managers with his key message – which he said was also that of health secretary John Reid: ""It''s over to you for the management of the NHS"".",m,0,1,0,0
79,"[ Zenit, 27 September ] SPUC''s national director, general secretary and national vice-chairman are among those taking part in a sponsored walk today and tomorrow from Liverpool to Manchester in the north west of England.",u,0,0,1,0
80,We drove south to New Plymouth and on arrival at our hotel were pleased to receive a welcoming note from Dianne Thorstensen who is the secretary of the NZ Sole Family Reunion committee.,f,1,0,0,0
81,"The secretary (Mr Cheyne) and his committee had all the arrangements made early, so that there might be no loss of time, and everything passed off without a hitch.",m,0,1,0,0
82,"On Saturday, the campaign to save Monklands Hospital''s fully-staffed accident and emergency ward organised a rally attended by three local Labour MSPs and Mr Reid, former Westminster health secretary.",m,0,1,0,0
83,"His secretary has written us: ""He was always very enthusiastic and interested when the Durham and Tyneside Dialect Group Newsletter arrived as he had a great interest in the subject.",u,0,0,1,0
84,"Emma Ginn, from the National Coalition of Anti-Deportation Campaigns, said: ""When the police and the home secretary take no action on the [assault] claims, it is no wonder that some guards believe they are empowered to assault detainees with impunity.",m,0,1,0,0
85,"UCU joint general secretary, Sally Hunt, said the publication supported academics'' pleas for an increase in funding for research.",f,1,0,0,0
86,Around February I accepted the job of general secretary to the Federation of British Scooter Clubs which at the time I viewed as promotion to the highest ranks of scooter sport.,u,0,0,1,0
87,RSigs Badminton: Chairman: Through the secretary Secretary: SSgt Steve Pengelly.,m,0,1,0,0
88,"He was referred to the membership secretary. - NW UK watersports application to run an event - meeting agreed to their request to run an event on 15 th June, provided a fee was paid to KSA – a forwarded e-mail was circulated to the committee concerning this. - Meeting thought that holding an open meeting would be a good thing provided someone was prepared to organise it!",u,0,0,1,0
89,He joined Rapra as finance director and company secretary in 1998.,u,0,0,1,0
90,"Verbal hurdle to planning Campaign criticises poorly written design statements Virtual alternative As an alternative to her idea of demolishing listed buildings that stand in the way of new development, I wonder if culture secretary Tessa Jowell has considered the use of walk-through technology to capture perfect virtual moving images of innovative new design?",f,1,0,0,0
91,On one occasion he actually seized her in his arms and embraced her -- an outrage which caused his own secretary to reproach him for his unmanly conduct.,u,0,0,1,0
92,"She, the secretary, usually puts it all in a neat pile but I think it''s much more effective to file it with my teeth.",f,1,0,0,0
93,"The secretary had written a letter of thanks The Fence at Police House was still subject to enforcement action, as it should only be 4 feet high in the conservation area.",u,0,0,1,0
94,"The programme covers problems of chairmanship, presenting information to meetings, resolving conflict, the role of the secretary, making decisions and many other topics.",u,0,0,1,0
95,The end results will be greatly improved flexibility for the president and the secretary of Defense.,u,0,0,1,0
96,"Tony Woodley, general secretary of the T&G general union, called the announcement ""a very positive move that will help relieve some of the childcare burden for many working families"".",m,0,1,0,0
97,"Sharon Page , company secretary of the Tate Gallery, said: ""We have curators going through our works to check their provenance and see if there are any suspicious gaps in the Thirties and Forties, and we will publish a list of those whose history raises questions we are unable to resolve.",f,1,0,0,0
98,"The Rodley Nature Reserve Trust, whose secretary I was for two years, and whose meetings have been held at our Heritage Centre, has fulfilled its long standing objective of converting the former Rodley Sewage Treatment Works into a wetland nature reserve.",u,0,0,1,0
99,"The picture below shows Natalie, flanked right by Poranee James, secretary to the Director and left Jennifer Dickenson, secretary to the Broadcast Controller.",f,1,0,0,0
100,"In an interview with the BBC, the education secretary outlined that teachers and head teachers should be given further assistance in dealing with disruptive pupils.",u,0,0,1,0
101,"The Event Dennis Doubtfire the secretary of the MG Car Club''s Y Type Register telephoned me in early December 1996 to see if I would be interested in helping him set up the Birth of the Y Run, planned for some three months later.",m,0,1,0,0
102,"Reconfirm the appointment one week before the meeting. • Reconfirm the meeting again once you arrive in Mexico and make sure that the secretary of the person you will be meeting knows how to contact you. • It is important that you arrive on time for meetings, although your Mexican business associates may be up to 30 minutes late. • Do not appear irritated if this occurs as people often run behind schedule. • Meetings may be postponed with little advance warning. • Initial meetings are formal. • Have all written material available in both English and Spanish. • Agendas are not common.",u,0,0,1,0
103,In 1975 he became company secretary of Woolworth Holdings (South Africa) and transferred to the UK in 1977 to become treasurer of Marks & Spencer plc.,m,0,1,0,0
104,Other languages The secretary would welcome the support of those willing to help with the translation of the key elements of this website into other languages.,u,0,0,1,0
105,Gorbachov was ignominiously forced to resign as general secretary of the CPSU.,m,0,1,0,0
106,"Deputy Director, Dr. Terence Meaden, 25A Whitehill, Bradford-on-Avon, Wiltshire, BA15 1SQ. 01225.862482. terence.meaden@torro.org.uk All enquires should initially be made to the TORRO secretary, Samantha Hall, on 07813 075509, or by email:",f,1,0,0,0
107,"Social Secretary - Sarah Causley In my role as newly appointed social secretary, I feel it is vital to both maintain the reputation of the Bracton Law Society as having the best socials and make sure we all get the fun we deserve as hard working law students!",f,1,0,0,0
108,"Cheerfully accepting that they are both irredeemable, they make a bet - that Gould cannot seduce his temporary secretary because she is too pure for him.",f,1,0,0,0
109,Every socialist in UNISON should argue for their branch to nominate Roger for general secretary.,m,0,1,0,0
110,"In his report on the explosion to the secretary of State for the Home Department, F.",m,0,1,0,0
111,"In addition 27 state governments and 5 Union ministries participated in the deliberations, and each state was represented by its Minister and/or secretary.",u,0,0,1,0
112,"'' The inspections ended in 1969 with the new president, Nixon, and his secretary of state Kissinger being prepared to collude with the Israeli bomb.",m,0,1,0,0
113,"SECRETARY THOMPSON: First off, all of these strains are very sensitive to a lot of antibiotics . Cipro, doxycycline and penicillin.",u,0,0,1,0
114,"Owners are able to enjoy the gardens without having to concern themselves with the upkeep; a site secretary employed by the non-profit making Beechcroft Trust is responsible for the day-to-day management of the development, including organising the gardening of both private and communal gardens.",u,0,0,1,0
115,"The shares were made over to Piotr Jastrejebski, Putinâ€TMs private secretary who was a college friend of Alisher Usmanov and shared a flat with him.",u,0,0,1,0
116,""" ""From Portsmouth at midday,"" said the secretary, examining the superscription.",u,0,0,1,0
117,"By Anonymous (webport-cl6-cache1.ilford.mdip.bt.net - 213.120.56.33) on Thursday, November 22, 2001 - 05:53 pm : Edit ""most respected foriegn secretary of all time"". within the small minds of the blair party followers maybe.",u,0,0,1,0
118,"The secretary would be pleased, upon receipt of an S.A.E. , to forward copies of the Circle''s Aims and Objectives , and Constitution to anyone wanting further information.",u,0,0,1,0
119,Council elects an executive committee to work with and support the secretary general and the elected president of council.,u,0,0,1,0
120,"""We''ve doubled the number of our M&S members, and they are telling us loud and clear they want USDAW to be recognised by the company,"" said general secretary John Hannett.",m,0,1,0,0
121,The secretary shall keep the Chief Executive of the IITT informed of all complaints received and actions taken on such complaints and shall also keep the parties involved in a complaint informed at all stages.,u,0,0,1,0
122,"The earl of Bute did not pass unnoticed, though the salutations he received were of a different nature from those bestowed on the discarded secretary.",u,0,0,1,0
123,"This, the branch secretary declared, would go a long way towards the conversion of large numbers of citizens, who while holding Labour views, remain aloof on account of their disgust at the communists and their impossible policies. 19 As the Labour Party and TUC adjusted their policies to accommodate Mondism and attract middle class opinion, the CP adopted sectarian policies which lasted until 1931.",u,0,0,1,0
124,"Some of their most prominent members in the present House are Andrew Hunter and Gerald Howarth: John Bercow was once secretary to the immigration committee, but he resigned before he reached political prominence.",m,0,1,0,0
125,""" Arkin described the dilemma faced by doctors in the face of demands for confidentiality by drug-using patiernts and from employers for disclosure. 4.5 In a study by Levy of 95 former addicts with histories of simultaneous employment and undetected drug abuse (including on-the-job use by 91 of the 95 addicts), the following occupations were found: bank teller; mail clerk; secretary; delivery man; stock clerk; college registrar; typist; baker; nurses aide; medical supply clerk; messenger; pharmacy clerk; receptionist; teletype operator; men''s clothing salesman; truck driver; busboy; telephone installer; roofer; clothing designer; assembly line worker; waitress; auto mechanic; security officer; postal worker; credit collector; plant manager; and rigger. 4.6 Caplovitz found that the stable worker-addict is more similar in basic characteristics to other workers than to nonworking addicts. 4.7 Morton, studying attitudes among employers",u,0,0,1,0
126,"This was, perhaps, prudent, as his opponent was several hundred points up, and contrasts well with Mr Drake, secretary of the Plymouth bowling club, who stayed to win five doubloons instead of rejoining his ship.",m,0,1,0,0
127,"Finding out more If you would like to contact the Association or apply for membership, please email the Honorary secretary at peter@beckleyp.freeserve.co.uk or call 01508 480262",m,0,1,0,0
128,"The ball looked goalbound when it took the deflection off the Pilgrims'' forward, and Leeds secretary Ian Silvester said: ""Paul is claiming the goal and I am registering it with the Football League as his.",m,0,1,0,0
129,Once the next generation of unionists gained power in the person of Terence O''Neill there was a relaxation and this may be associated with the fact that Shea was promoted to assistant secretary.,u,0,0,1,0
130,"He also referred to a comment by Doug McAvoy, NUT general secretary, over a year ago in regard to not being in favour of education teams of support staff and teachers.",m,0,1,0,0
131,"One of the members was Daniel Fried, assistant secretary of state for Europe and Eurasian affairs.",m,0,1,0,0
132,"For information about any of the above please contact the Bahá''í Council for Scotland''s secretary, Mrs Anwen Shahim.",f,1,0,0,0
133,"Zacharyâ€TMs experience includes acting as counsel in investment treaty arbitrations and commercial arbitrations under the ICC, LCIA, SCC, UNCITRAL and ICSID Arbitration Rules and as legal secretary to the tribunal in several investment treaty cases including under NAFTA.",u,0,0,1,0
134,Who was the papal secretary of state who intrigued with von Papen?,u,0,0,1,0
135,He served both as Front-Bench spokesman on disabled people''s rights and as secretary to the all-party disablement group.,m,0,1,0,0
136,""" Kate-Lynn says, ""Well, his secretary.",u,0,0,1,0
137,"National Committee a) The National Committee shall consist of a President, Vice President, a Secretary, an Honorary Treasurer, a Membership secretary, and up to seven other members (total of 12 members). b) The Vice President shall serve for up to 2 years and then becomes President for up to a further 2 years. c) The Treasurer, Secretary and Membership secretary will serve for 2 years.",u,0,0,1,0
138,"On 20 May Dr Richard Kimberlin of SEAC and Dr Pickles, joint secretary of SEAC, attended a meeting of the Lamming Committee, where they were asked about the efficacy of slaughterhouse procedures to remove and separate SBOs.",u,0,0,1,0
139,He is assisted by a secretary general whom he has chosen among the counsellors and appointed by ordinance.,u,0,0,1,0
140,"On Monday 24th March Mrs Patricia Phillips, president of Buckingham Inner Wheel, and Mrs Gerry Bluck, its secretary, warmly welcomed their Bulgarian counterparts and exchanged their respective clubs'' flags and small souvenirs representing local craftsmanship.",f,1,0,0,0
141,Health secretary Alan Milburn said that this should provide a positive incentive to make the system work.,m,0,1,0,0
142,Application form from your WI secretary.,u,0,0,1,0
143,""" Evening Standard Artistic Credits Director: Peter Coe Designer: Ken Calder Stage Director: Bill Green Stage Manager: Harold Cuniffe Carpenter: Harold Brooks Electrician: Ann Goodliffe Assistant Stage Managers: Michael Cormack and Patricia Hope Cast General St. Pe: Norman Scace His Wife: Daphne Goddard Gaston, his secretary: Gary Watson Estella, his daughter: Patricia Hope Sidonia, his daughter: Loelia Kidd Doctor Bonfant: Daivd Nettheim Eugenie: Anne Woodward Mlle.",m,0,1,0,0
144,"The PRD leader, Manecas Daniel, was suspended from his post as UMO general secretary.",m,0,1,0,0
145,"They soon became actively involved in the local community, once again joining the local branch of the ILP, with Gibbon become lecture secretary.",u,0,0,1,0
146,"'' So they stepped into the association rooms, and the secretary soon satisfied the captain, who said-- ''Well, what am I to do?",u,0,0,1,0
147,"In the face of silence from the FBI, Rackspace and the home secretary, David Blunkett, speculation had arisen that Swiss authorities had ordered the seizure after one of Indymedia''s sites ran a picture of two Geneva policemen involved in identifying demonstrators at a G8 summit two years ago.",m,0,1,0,0
148,"In response Tower Employee Buyout, led by former lodge secretary Tyrone O''Sullivan, was again able to draw on solid local support.",m,0,1,0,0
149,"Langham is honorary secretary, and Mr. B.T. Gossling librarian.",u,0,0,1,0
150,On 21 September 2003 the Club secretary Robbie Wood received a phone call from a Mavis Roberts who lives in St Anne''s Lancashire concerning the above event.,m,0,1,0,0
151,"Laurie Heselden is acting secretary ""until further notice"" and will also replace comrade Connolly in the negotiations around the London bid.",m,0,1,0,0
152,"I have asked our Association''s secretary to follow up your request for an invitation to our annual conference, which will be held in Llandudno, 6th - 8th July 2004, with ""Working with Communities"" as its theme.",u,0,0,1,0
153,""" Bob Crow, the general secretary of the RMT union, told the London meeting, ""We will not have people working longer than 65.",m,0,1,0,0
154,"Sahitya Rajan, joint secretary of the Bangalore IT forum.",u,0,0,1,0
155,"Armed with the information, Talabani made a beeline for US administration offices in Baghdad, where deputy defence secretary Paul Wolfowitz was based for a week''s stay in Iraq at the time.",m,0,1,0,0
156,On a number of occasions I have had reason to speak to my consultantâ€TMs secretary.,u,0,0,1,0
157,"On 10 October the Renamo secretary for mobilisation, Raimundo Samuge, had declared that Renamo would no longer tolerate parliamentary seats being occupied by people who had left, or been expelled from Renamo.",m,0,1,0,0
158,US blasts Iraqi ''shoot back'' policy Result of evil dictatorship there for all to see by Roddy McCauley US defence secretary Ronald Dumsfeld today lambasted the Iraqi policy of shooting back at coalition-of-two troops.,m,0,1,0,0
159,"'' He made a sign to Villebecque, and his secretary instantly retired.",u,0,0,1,0
160,"Willy, B.A., a handsome silver salver, in testimony of his valuable services as honorary secretary.",m,0,1,0,0
