Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
60,"They are involved in after school activities, parent workshops, inservice training, primary-secondary transition, behaviour support, and more, with an emphasis on developing social and emotional competence and confidence as well as other skills.",u,0,0,1,0
61,In one newsgroup user''s opinion that could apply where a limited company does not properly pay a parent and the company is solely owned by that parent.,d,0,0,0,1
62,"Before 16 February 1995 an interim maintenance assessment which was defective (for example, because it had been given the wrong effective date) could only be cancelled on written application from the absent parent.",u,0,0,1,0
63,"Chippendale joined Yahoo! in August last year after 14 years at Sky, which is owned by NGNâ€TMs parent company News Corporation.",d,0,0,0,1
64,"Spotlight on members of the cast Local mobster Frank Chambers whose favourite pastimes include gratuitous violence, drug dealing and prostitution will be played by 38 year old George Vaughan who is profiled below, we are currently making a trailer for the series which see''s George demanding that a single parent goes on the ""game"" to pay the debts due to him.",u,0,0,1,0
65,Use getInstance() to obtain an instance of this class without a parent.,d,0,0,0,1
66,"Females were more likely to mention a lack of confidence, not having enough experience and being a parent as holding them back, despite enjoying the time spent with their children.",f,1,0,0,0
67,In single parent purchasers of health.,u,0,0,1,0
68,"Being a new, proud parent of a black shell hinge-back tortoise, I need this guidance.",d,0,0,0,1
69,"The term parent takes its usual meaning of being a person who is in law the mother or father of the child, therefore the natural parents or adoptive parents of the child are included.",u,0,0,1,0
70,"Imagine that homeless people or single parent children can ""interconnect"" with anybody who is willing to talk to them in the world . The possibilities are rather dazzling.",u,0,0,1,0
71,It has been difficult to sustain parent representation so this now happens via aMAZE.,u,0,0,1,0
72,"Flats Lite has become Arbiter''s most successful selling kit to date, making a huge impact on the music industry in the area of compact portable drum kits. 2004 - Ivor Arbiter 2004 Established Ivor Arbiter 2004 was created from Arbiter Group Manufacturing in 2004, following the restructuring of parent company Arbiter Group.",d,0,0,0,1
73,"Once the pupil has been admitted to school, EMAS will undertake detailed early profiling of individual pupils'' EAL development, prior learning etc through: in-class observations across a range of learning contexts pupil language/literacy conferencing parent conferencing Assessments will be passed to the relevant staff within 10 working days of admission, including suggested teaching strategies.",u,0,0,1,0
74,"It can be very helpful to have another parent to turn to for friendly, informal support and advice.",u,0,0,1,0
75,"Whether the parent is around or away, it shouldnt matter.",u,0,0,1,0
76,"If you are a teacher who takes pupils with learning disabilities and if you are a member of an accredited teachers'' organisation such as the Incorporated Society of Musicians, please get in touch on teachers@melody.me.uk If you are a parent who has found a teacher willing to teach your child, please ask them to look at this page.",u,0,0,1,0
77,Confirmation includes: (a) receipt of a signed Acceptance Form by the Volunteer and counter signed by a parent or guardian (if under the age of 18 when applying) (b) the Deposit Fee of £100.,u,0,0,1,0
78,"The American daughter company worked along the same principles, which formed the basis for the success of the Austrian parent company: the most modern technology was the background for traditional handiwork.",d,0,0,0,1
79,"The interviews are wide ranging but concentrate primarily upon the issues of how teachers controlled the classroom, pedagogical styles, formal and informal professional cultures, parent/teacher relations, gender distinctions between teachers, attitudes to professional associations, and perceptions of professional identity and status.",u,0,0,1,0
80,"A Note about adding Members to Subgroups COSE assumes that members of a Sub-group are also members of the parent Group, but does not require this.",d,0,0,0,1
81,"The prohibition on moving vehicles extends during evenings and overnight (except during set up and departure), and in particular there must be no joyriding or lifts to and from any beer/refreshment tents if provided. 1.11 Weapons and Black Powder All groups/individuals using weapons, firearms or black powder must be trained by their parent group in its/their safe use and be appropriately licensed.",d,0,0,0,1
82,The beneficiary (or their parent or guardian in the case of a child) must consent to the use of one asset in substitution of another.,u,0,0,1,0
83,'' These ''variations on the parent worldview'' are the subject of this monograph.,u,0,0,1,0
84,"You have no idea how truly annoying this is unless you are the parent of a three month old with colic, or have an elderly Burmese cat in your life.",u,0,0,1,0
85,Color percent versus a parent in cms f-econ-ofr pd of hipaa that.,d,0,0,0,1
86,"It is being organised by the Cambridge Assessment Network, part of OCR''s parent group Cambridge Assessment.",d,0,0,0,1
87,"Lone parents with custody: 76% Soon to be lone parent: 17% Non-resident parent: 29% Professional or other third party: 2% Lone parent callers come from both urban and rural settings : City/large town 45%, small town 27%, village 29% Their children were in all age groups : 44% had at least one child under 5, 65% had a least one child aged 5 - 11, 28% had at least one child 12-16, 22% had at least one child over 16. 15% Advice Line callers or their children have a disability.",u,0,0,1,0
88,Al-Ateen is especially for teenagers who have a parent or other close relative with a drink problem.,u,0,0,1,0
89,"Eleanor Jackson, parent (Sixth Form) I think the school dress code is a great idea.",f,1,0,0,0
90,"It is unique in that its parent, Aldeburgh Productions, also is responsible for the BrittenPears School for Advanced Musical Studies, Snape Maltings Concert Hall and Aldeburgh Education, all of which considerably enrich the festival mix.",d,0,0,0,1
91,Gingerbread lone parent declaration A lone parent is anyone bringing up a dependent child or children on their own.,u,0,0,1,0
92,"As if in self-defence, in the latter half of the century the principles of Quadrille merged with those of Whist itself to produce the hybrid game of Boston Whist, the parent of Solo Whist that would reach England in the 1880s.",d,0,0,0,1
93,"In true ex-teacher mode I started to mutter ""If I was a parent, I''d be asking a few serious questions about the standards of teaching and learning here ..."" and ""I''m sure Ofsted would be failing schools left, right and centre!",u,0,0,1,0
94,"From the outset, the success of this arrangement has been based on Your Communications guaranteed stability with the backing of their parent company, FTSE 100 listed United Utilities.",d,0,0,0,1
95,The classes FLAT and OFFICE will also inherit from the parent but their lists of attributes will be different as their own attributes are different.,d,0,0,0,1
96,"Mediation can help you with talking through your situation making contact with your family (if appropriate) facilitating contact between you and your family (if appropriate) establishing family/parental support for you access to support services parent support workshops More Information If you would like to find out more about this service then please contact: Andrew Craig, Resource Worker (Mediation/Assessment) Throughcare Support Team, 1a Holmston Road, Ayr Tel: 01292 612092 Alternatively, you can discuss this with your social worker, support worker, homeless officer or parent who can ask for more information.",u,0,0,1,0
97,"The paying parent has to pay 15% of their net income if there is one child, 20% if two and 25% if three or more.",u,0,0,1,0
98,"Football League Ltd v Edge Ellison & Ors, High Ct (Ch D) 23/6/2006 A solicitors'' firm did not owe a general implied duty under its retainer to seek the instructions of a committee, which had been established to negotiate licences of media rights, as to a bidder''s solvency or as to whether requests were to be made for parent company guarantees.",d,0,0,0,1
99,"Every child is offered a School Entrant Health Assessment, preferably with a parent or guardian present.",u,0,0,1,0
100,"Our volunteers, who have experience of being a parent themselves, visit families in their own home where they have at least one child under 5 and offer them informal friendly and confidential support.",u,0,0,1,0
101,"As mentioned earlier, the researcher already will know something about the specific people or events and deliberately will select non-English speaking Pakistani women who have had some exposure to parent education in one form or another because they are seen as instances that are likely to produce the most valuable data.",f,1,0,0,0
102,The parent spawns new or kills off old children in response to changes in the load on the server (it does so by monitoring a scoreboard which the children keep up to date).,d,0,0,0,1
103,If biting occurs as a result of another child biting first then you need to involve the other parent or playgroup leader in the management of the situation.,u,0,0,1,0
104,"support was for many years an issue, which raised little interest or controversy, the sad fact being that few parents could afford to support two families, with awards made by the courts during ancillary relief proceedings, and were part of the overall package, often resulting in derisory sums with extremely poor enforcement [11] . When the court looked at the overall situation, predictably there were very few occasions where the resources of the original family would stretch to supporting two families, time and time again they opted to allow a non-resident parent (NRP), the father, to concentrate his resources on the second family, allowed the first family to be supported by the state.",u,0,0,1,0
105,"If the parent services the debt, then the only cost to them will be an approximately base rate interest payment.",u,0,0,1,0
106,The proposals mean that a parent seeking to have contact with their children would have to pay £175.00 instead of £30.00 and in a straight forward divorce the fees will rise from £210.00 to £300.00.,u,0,0,1,0
107,Have to check the return variable from fork to see whether you are the child (new process) or the parent (the one that called the fork).,d,0,0,0,1
108,"The home LEA, however, notifies the parent of their child''s proposed placement once determined by the relevant authority.",u,0,0,1,0
109,"However, the report shows that for a significant minority, parenting can occur in isolation, with no family links and with no friends with whom the parent feels able to share, and with no facilities in the immediate area which the parent feels able to use.",u,0,0,1,0
110,"Using very clear diagrams to guide you through a basic diagnosis, this book will be a boon to every concerned parent: keep a copy on your bookshelf for those inevitable childhood ailments.",u,0,0,1,0
111,"Education Playgroup, parent & toddler group and pre-school education The response to the questionnaire showed that the majority of people are very satisfied with the local schools.",u,0,0,1,0
112,Here is a sample configuration file that shows how to have different options for each domain. # /var/www/conf/access.conf: Global access configuration # Options are inherited from the parent directory # Set the main directory with default options <Directory /> AllowOverride None Options Indexes </Directory> # Give one domain a passwd protected directory <Directory /virtual/domain1.com/var/www/html/priv> AuthUserFile /var/www/passwd/domain1.com-priv AuthGroupFile /var/www/passwd/domain1.com-priv-g AuthName PRIVSECTION AuthType Basic <Limit GET PUT POST> require valid-user </Limit> </Directory> # Give another domain Server Side Includes <Directory /virtual/domain2.com/var/www/html> Options IncludesNOEXEC </Directory> Httpd.conf,d,0,0,0,1
113,Number of periods unemployed Length of longest period of unemployment Number/nature of periods out of the labour force Current economic status Details of any current job/employer: year jon started job title work done nature of employers business number of employees number supervised average weekly hours usual take home pay Relationships marriage and children currently in a relationship current situation marital status date of (most recent) marriage when started living with any partner economic status of partner has current partner children from a previous relationship number of children whether current partner is the other parent of some/all children do all children live with CM household composition year began living at current address tenure number of rooms in accommodation Health self-assessement of general health height weight experience since 16 of 20 conditions/symptoms eyesight problems details of accidents/injuries/assualts since 16 long term health problems drinking and smoking habits Malaise Inventory - depression Other voting intentions religious affiliation Date published: Last amended on:,u,0,0,1,0
114,"(5) For the purposes of this regulation and regulation 8(1), matters to be taken into account in determining whether a person has shown good cause for his failure to take part in an interview include - (a) that the lone parent misunderstood the requirement to take part in the interview due to any learning, language or literacy difficulties of the lone parent or any misleading information given to him by an officer; (b) that the lone parent was attending a medical or dental appointment, or accompanying someone for whom he has caring responsibilities to such an appointment, and that it would be unreasonable, in the circumstances, to have rearranged that appointment; (c) that the lone parent had difficulties with his normal mode of transport and that no reasonable alternative was available; (d) that the established customs and practices of the religion to which that lone parent belongs prevented him",u,0,0,1,0
115,"If the parents were married at the time of the Birth, only one parent is required to attend.",u,0,0,1,0
116,If you are unable to attend please ensure that the other parent is notified as soon as possible.,u,0,0,1,0
117,"But if you think that the non-resident parent could afford more maintenance, you can ask for a a variation.",u,0,0,1,0
118,"The prgram below uses polymorphism to override the qtyChange() function inherited from Inventory_item . In addition, it shows how to call a method in a parent class when the specific parent class name (also known as the SUPER class) is unknown.",d,0,0,0,1
119,Some countries have very specific regulations regarding cases where only one parent is travelling with a child.,u,0,0,1,0
120,At some point in a child''s life their parent or carer will decide that he or she can safely be left alone for a certain period of time.,u,0,0,1,0
121,"According to Stormont (1998), preschoolers who are at greatest risk for poor behavioral outcomes are those with families who have negative, stressful situations, which include individual parent characteristics (e.g., maternal depression, feelings of less parenting competence, or negative interactional styles), and stressors that affect the whole family (e.g., family adversity or family cohesion).",u,0,0,1,0
122,"of subsection (2)(a) if, at the time the instrument is executed, arrangements are in existence by virtue of which at that or some later time any person has or could obtain, or any persons together have or could obtain, control of the transferee but not of the transferor.] [ F007 (3) For the purposes of this section a body corporate is associated with another body corporate at a particular time if at that time one is the parent of the other or another body corporate is the parent of each.",d,0,0,0,1
123,Social and Family Relationships of Ex-Institutional Adolescents Jill Hodges and Barbara Tizard (1989) This is a longitudinal study of institutionalised children. 25 children returned to biological parent and 25 adopted after the age of 2.,u,0,0,1,0
124,The ''voluntary consent'' nature of the VIS notification system is likely to have created the relative over-representation of children from the least materially deprived areas: For a child to be notified a consent and notification form must be completed and signed by a parent then returned to VIS.,u,0,0,1,0
125,"Everyone is very welcome, but children under the age of 18 years must be accompanied by a parent or guardian.",u,0,0,1,0
126,"In this scenario, has had no effect, could mean that the non-resident parent has not attempted to make an agreement to prevent further action being taken and the case officer is aware that the house has not been placed on the housing market.",u,0,0,1,0
127,One of the ways a parent can be involved is by being on a management committee.,u,0,0,1,0
128,"L ink with one parent groups in England, Scotland, Northern Ireland and Wales to exchange information, ideas and practices.",u,0,0,1,0
129,"This book assesses: the evidence on the key factors associated with the probability of reunification the research on the impact of child and parent characteristics, placement reasons, contact, motivation and the nature of social work services the evidence on the effectiveness of specialist reunification services in the USA the research on the outcomes of reunion, including studies which have reported on re-abuse, re-entry to care and psychosocial outcomes Published for the Joseph Rowntree Foundation by NCB. 2006. 128 pages. 1 904787 649 Order this item.",u,0,0,1,0
130,The parent molecules are mainly split up by energetic ultraviolet radiation from the Sun into simple compounds.,d,0,0,0,1
131,I look forward to full filling my capacity as a parent governor.,u,0,0,1,0
132,"If the Magistrates Court is satisfied that the non-resident parent has shown either wilful refusal or culpable neglect it has the option to Send a non-resident parent to prison immediately for a maximum of 42 days (six weeks) for non payment of child maintenance, or ; Fix a term of imprisonment and suspend the issue of the warrant until such time and on such conditions (if any) as it thinks just, or ; Disqualify (""disqualification order"") a non-resident parent from holding or obtaining a driving licence for up to a maximum of two years, or ; Make a disqualification order but suspend its operation until such time and on such conditions (if any) as it thinks fit.",u,0,0,1,0
133,"createlist command. $NOARCHIVE "" "" if the archive for a new mailing list was not created automatically; '''' otherwise. $NONMEMBER "" "" if an address is not subscribed to the mailing list; '''' otherwise. $NOTIFIED "" "" if an acknowledgement message was sent to the victim of a command; '''' otherwise. $OLDALIASES The original aliases of a mailing list that has been renamed with the createlist command. $OLDLIST The original name of a mailing list that has been renamed with the createlist command. $PARENT The parent directory of a directory that is being displayed by the index command. $PART The part number of one part of a posted message. $PASSWORD The personal password corresponding to a particular e-mail address, or the master password of a newly created mailing list. $PATH The name of a directory. $PATTERN A pattern listed in the taboo_headers configuration setting, or another related setting. $PERMISSIONS The access permissions for a file or a directory. $QSADDR An e-mail address, altered to allow it to be included safely in",d,0,0,0,1
134,The data from the adolescent/young adult instruments were analyzed in the same way as the parent data.,u,0,0,1,0
135,"Slowing the release of the parent steroid is a great benefit in steroid medicine, as free testosterone (or other steroid hormones) previously would remain active in the body for a very short period of time (typically hours).",d,0,0,0,1
136,Immediate Family is defined as: parent/parent in law; spouse or common law partner; son/daughter; step son/step daughter; and guardian/step parent.,u,0,0,1,0
137,"A child will inherit a chromosome from each parent. • If the mother carries the haemophilia gene and the father does not suffer from the condition, there is a 50:50 chance of a male child having haemophilia, as he will inherit one of his mothers X chromosomes.",u,0,0,1,0
138,"The road to this holy grail is so often presented as linear and unproblematic in the literature, that it can be quite shocking to be confronted with the fact that the potential relationship is soured by the inequalities in power between the parent and the professional, and by the specifics of the history, geography and ethos of each school, as well as by the lack of homogeneity in the parent population, as both Carol Vincent (1997) and Stephen Ball (1997) have noted recently.",u,0,0,1,0
139,A company is deemed to be a subsidiary of another if: the parent is a member of it and controls the composition of its board or directors; or the parent holds more than half of the nominal value of its equity share capital; or it is a subsidiary of any company that is another''s subsidiary.,d,0,0,0,1
140,"Reflections on love and loss - be it the loss of a parent, or the loss of a partner.",u,0,0,1,0
141,"Arrk''s parent Arrk Corporation of Japan says it is the world''s largest toolmaker and prototype manufacturer, and NPL Technologies of Nuneaton says it is the world''s biggest in patternmaking.",d,0,0,0,1
142,"Where the words and actions of the wronged parent clearly and unequivocally show and have led the other parent to believe that the wronged parent is not asserting or going to assert his right to the summary return of the child and are inconsistent with such return, justice requires that the wronged parent be held to have acquiesced.",m,0,1,0,0
143,""" ( 27 ) Other issues evident in London include: - Inner London has double the national average of children from lone parent families.",u,0,0,1,0
144,The interviewer noted that Mr X had never doubted that he was the father of Ms Y''s son and had only disputed paternity to avoid paying additional maintenance as he was already an absent parent in another assessment unit.,m,0,1,0,0
145,"The offspring inherit their parent''s behavioural inclination with some small random change (i.e., p offspring = p parent +u, u?",u,0,0,1,0
146,"I eventually turned in despair to childcare guru Penelope Leach – famed for her child-centred, liberal approach – who reminded me that my responsibility as a parent is not to make my child eat healthy food, it is simply to offer it.",u,0,0,1,0
147,"BRITISH SUGAR FINED AGAIN OVER WORKPLACE ACCIDENTS British Sugar, whose parent company is Associated British Foods, was fined £250,000 at Norwich Crown Court in May 2005 on charges relating to a workplace incident in which an electrician lost the sight of one eye in an explosion in a sugar elevator tower at its Cantley plant in Reedham, Norfolk, in July 2003.",d,0,0,0,1
148,"To be a single parent is often like being on a swing - up high at times and flying, but then the fall when things are not so good!",u,0,0,1,0
149,"Even though we were all risking the sack, taking a firm line with our old parent did, in fact, bring them to the negotiating table.",d,0,0,0,1
150,"Thanks to this pious gene, the paper says that religious belief can be passed down from parent to child.",u,0,0,1,0
151,"Press: LEFT ARROW To: Collapse current selection if it''s expanded, or select parent folder.",d,0,0,0,1
152,Then return to the original program directory and type fakeroot dpkg-buildpackage . This should give you a set of files in the parent directory - the most important of these is the one ending .deb.,d,0,0,0,1
153,"This parent was described as having the ""dominant"" character in that it was always seen in the progeny.",u,0,0,1,0
154,"Details of Raytheon primary surveillance radars can be found here . • Total ATM Capability With direct access to the comprehensive portfolio of communications, navigation, surveillance and automation systems produced by its parent company in the U.S. , RSL can deliver complete ATM solutions that employ the latest technology.",d,0,0,0,1
155,"If in object is created on the heap (i.e. with new ), this flag may be set as follows: Container* new_container = new Container( parent, ""A container"" ); new_container->set_destroyed_with_parent(); Then, as soon as parent is destroyed, either by going out of scope, or by a delete operator, the new container will also be destroyed.",d,0,0,0,1
156,"We will often use the word daughter to describe the person with anorexia, and the word parent to describe the person/people in the caring role, even though 10 per cent of people with anorexia are male, and it may be friends, sisters, partners, step-parents, or other relatives who take on the caring role.",u,0,0,1,0
157,"Do – now looks for grouped names in the parent control, not the locale.",d,0,0,0,1
158,"This request can be made by you as a parent, or it may be from one of the professionals who have contact with your child.",u,0,0,1,0
159,"Then the antagonism of the maturing adult turns against the alienating parent, as they grow up and become aware through maturity and learning to think for themselves that the alienated parent has suffered a great injustice at the hands of the alienator and themselves.",u,0,0,1,0
160,"Childcare information such as childminders, parent and toddler groups, holiday schemes and nurseries can be found through the Childcare Link website.",u,0,0,1,0
161,"For example, we might tell advertisers that there are 120,000 Registered Fools in Metropolis, but we won''t tell them that Superman is one of them, and we won''t tell them that his email address is ckent@dailyplanet.com . Our Parent Company: As previously mentioned, the information we collect from our users is processed and stored by our parent company, The Motley Fool, Inc. in the United States.",d,0,0,0,1
162,"Covering by a parent is critical, especially in the spiritual area but it also has its outworking in other areas including mental, emotional, and even physical.",u,0,0,1,0
