Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
20,"3px 4px 3px; text-decoration: underline; } #jobsbox a:visited{ color:#000000; text-decoration: underline; } #jobsbox a:active{ color:#000000; text-decoration: underline; } #jobsbox a:hover{ color:#FF6633; text-decoration: underline; } Search all jobs Recent articles The path of Khan Cricket: Fred Trueman has died at the age of 75 Cricket: Sri Lanka humiliate England Cricket: England must get used to life after Vaughan Cricket: Strauss keen to upgrade from deputy for stand-in Fred Trueman dies Cricket: Vaughan set for fourth operation Cricket: McGrath set for Ashes Cricket: Vaughan likely to miss Ashes Cricket: Glamorgan bound ahead as Franklin hits out #sportsevent { font-family: Geneva,Arial,Helvetica,sans-serif; padding: 0px; /* For most browsers we want to default to font-size small, but for IE 5 PC we want to use x-small, as it''s font sizes are one size out */ font-size: x-small; voice-family: ""\""}\"""", inherit",u,0,0,1,0
21,"""This resolution assumes we have weapons,"" one deputy said.",u,0,0,1,0
22,"Similarly at the Home Office, Liam Byrne - a former protégé of Peter Mandelson who becomes Reid''s deputy - will be as tough on anti-social behaviour as his predecessor Blears, having built his election campaign around the issue.",u,0,0,1,0
23,Come-on The founding fathers might also ponder the fact that what Wilby does like and admire in his deputy is her ability to think up flashy front covers.,f,1,0,0,0
24,Dr. Wang Xianzhen is not the first NPC deputy to call for the restoration of the cooperative medical care system in ruralChina.,m,0,1,0,0
25,"The deputy becomes the head, a senior teacher becomes the deputy, there is no real management because the two appointees cannot operate in their new jobs, they actually stay in the same safe area jobs as they had previously, but just have another title and more pay.",u,0,0,1,0
26,"in the case of the sale of land or buildings the Process set out in Appendix 3 shall be followed 3.6 Process 6 – Consultancies 3.6.1 Proposed contracts with an estimated value at or in the excess of the EC threshold must comply fully with the tendering process detailed in Process 4 3.6.2 Where the estimated value is below the EC threshold then dependant on that value either Process 3 or Process 4 shall be followed unless:- 3.6.2.1 the Chief Constable or 3.6.2.2 an Authorised Officer in consultation with the Head of Procurement (or his/her deputy) directs otherwise, 3.7 Process 7 – Contracts for the Supply of Goods and Services by Surrey Police 3.7.1 Any Contract or Agreement for the supply of goods and/or services by Surrey Police shall be for the best market value for Surrey Police unless the Chief Constable or the Director of Finance directs otherwise.",u,0,0,1,0
27,"Such decisions are totally at the discretion of the course director or the appointed deputy. 12.2 All activity itineraries courses and days out are subject to tidal conditions, swell size, weather conditions and our instructors choice of location which is dependent on the prevailing weather and individuals or groups ability and experience. 13.",u,0,0,1,0
28,"First, our new Chairperson is Sue Chapman, with Rosemary Freeman being her deputy.",f,1,0,0,0
29,Once Gurdeep has graduated he aims to find a teaching post that will give him progression onto a deputy or head teacher role in the future.,m,0,1,0,0
30,"When any financial business is to be transacted there must be present the Treasurer, or a member of the Committee deputed by the Treasurer to represent his or her views to the Meeting (provided that where it is a case of a deputy, the only financial business transacted shall be that which was set out in the agenda accompanying the notice of the meeting).",u,0,0,1,0
31,"newspaper, the Pall Mall Gazette . As editor of the Pall Mall Gazette , Morley gave staunch support to William Gladstone and his government that had come to power following the 1880 General Election . As well as parliamentary reform , Morley was a staunch supporter of Irish Home Rule . With the help of two political allies, Joseph Chamberlain and Charles Dilke, Morley was given the safe Liberal seat of Newcastle . After being elected to the House of Commons in 1883, Morley handed over the editorship of the Pall Mall Gazette to his able deputy, William Stead . However, he continued to edit the journal, Macmillans''s Magazine , until being appointed by William Gladstone as Irish Secretary in 1885.",m,0,1,0,0
32,"Ali Topuz, a senior deputy in the main opposition Republican Peopleâ€TMs Party, told reporters in Parliament.",u,0,0,1,0
33,"Vestjens, the Limburg traffic deputy, claimed that these measures would make the tunnels the safest in Europe.",u,0,0,1,0
34,Where chemicals are required for undergraduate project work the supervisor (or nominated deputy) places the order personally.,u,0,0,1,0
35,"He retired in 1921, to be succeeded by his deputy, Major Harry Chapman.",m,0,1,0,0
36,William Walker''s deputy was a British general.,u,0,0,1,0
37,"A former deputy to Hussein Kamel, Jaffar had been at the center of Iraq''s secret effort to develop nuclear weapons for more than 20 years.",u,0,0,1,0
38,"The deputy was acting for the Vice-Chancellor, and in reaching this conclusion he was therefore taking a decision on a question which had been remitted to him; he was not reporting to the Vice-Chancellor on a matter on which the Vice-Chancellor was to take action.",m,0,1,0,0
39,"January 19th 1704, with great signs of sincere devotion ( fn. 3 ) . The regulation of the nightly watch in the city of London was taken into the consideration of the court of common-council this year; and on June 16th, it was enacted, ""that the deputy and common-councilmen of every of the wards should have power to oblige every person occupying any house, shop, or warehouse therein, either to watch in person by rotation, or to pay for an able-bodied man, to be appointed thereto by the said deputy and common-councilmen; and that the said watchmen should be provided with lanthorns and candles, and be well and sufficiently armed with halberts.",u,0,0,1,0
40,"Another deputy - Vice President Al Gore - spoke to me about ""liveability"".",m,0,1,0,0
41,"He held Blackburn''s reserve centre forward, Fenton, and Fenton''s second half deputy, Priday, showing accuracy of kick, tackle and heading.",u,0,0,1,0
42,"Article 34 The Soviet of the Union is elected by the citizens of the U.S.S.R. voting by election districts on the basis of one deputy for every 300,000 of the population.",u,0,0,1,0
43,"Both Rumsfeld and his deputy, Paul Wolfowitz signed a letter to President Clinton in 1998 that spurred the creation of the Iraq Liberation Act.",m,0,1,0,0
44,"If the band making the application has drawn first place then the deputy will be supplied by the band drawn to play last. 10.6 In the case of an ''Own Choice Contest '' the deputy may be supplied by any band in the same section, playing the same test piece or in the absence of such a band, by any volunteer from within the same section. 10.7 Under no circumstances will bands be permitted to bring their own deputy to the contest, unless the deputy is a bonafide registered member of the band. 10.8 In the event of a band requesting a deputy on medical grounds without production of a medical certificate (e.g. in the event of a sudden illness or accidental injury) the above procedure may at",u,0,0,1,0
45,"Action: JM to provide PG with contact at Newcastle; SC Use new deputies list to identify what people want to know re PM, and identify the type of projects. 01/38 Committee membership: Notes:chair must be a full SCONUL representative, not a deputy.",u,0,0,1,0
46,"BASIS OF PAYMENT 48.15 Where a full-time practitioner is eligible to receive full payments under the Scheme and engages a full-time locum or other deputy from outside the practice who is not a principal on the medical list of any Primary Care Trust/Island NHS Board, payments he or she has made to the locum will be reimbursed up to the weekly maximum shown in paragraph 1/Sch. 1. 48.16 Where a part-time practitioner is eligible to receive full payments under the Scheme and engages a full-time locum or other deputy from outside the practice who is not a principal on the medical list of any Primary Care Trust/Island NHS Board, payments he or she has made",u,0,0,1,0
47,"Then there was Costas Charalambidis, technical director for the Closing Ceremony and John Zarganis, his deputy.",m,0,1,0,0
48,"When Karl Liebnecht, the revolutionary and the first Reichstag deputy to vote against war credits, was arrested on a May Day demonstration in 1916, 55,000 workers struck in solidarity during his trial. 51 Feeling against the war grew: by December 1915 there were 20 Reichstag deputies voting against war credits.",m,0,1,0,0
49,"If the band making the application has drawn first place then the deputy will be supplied by the band drawn to play last. 10.6 In the case of an ''Own Choice Contest '' the deputy may be supplied by any band in the same section, playing the same test piece or in the absence of such a band, by any volunteer from within the same section. 10.7 Under no circumstances will bands be permitted to bring their own deputy to the contest, unless the deputy is a bonafide registered member of the band. 10.8 In the event of a band requesting a deputy on medical grounds without production of a medical certificate (e.g. in the event of a sudden illness or accidental injury) the above procedure may at the discretion of the Contest Manager be effected, however any prize that might be awarded to the requesting band shall be withheld and a medical certificate presented within seven (7) days to the Contest Manager.",u,0,0,1,0
50,There were 48 men working in the pit at this time and due to the deputy having full control of the situation all the men got away from the inrush before the mine was flooded out.,m,0,1,0,0
51,"On this occasion the Vice-Chancellor, as he was entitled to do, referred the representation from Dr Griffin to a deputy, who inquired into the matter and declared that there had been no contravention.",u,0,0,1,0
52,The medical director did not think that the deputy should have arranged for Master X to have blood tests straight away; at the time of the deputy''s visit there was no indication to do so.,u,0,0,1,0
53,"Instead he settled for the former education minister, David Miliband, as Mr Prescott''s effective deputy, but with his own cabinet seat as new secretary of state for communities and local government, with the explosive issue of council tax reform thrown in.",m,0,1,0,0
54,"SS-Obergruppenführer Hans Jüttner, Himmler''s Replacement Army deputy, redefined responsibilities of the A 4 program: Kammler took over field operations and had power of decision over all fundamental matters while Dornberger, as Commissioner for Special Duties in the Army, served as Kammler''s deputy and Inspector of Long-Range Rocket Troops.",m,0,1,0,0
55,"Failure by a user to comply with such a request shall normally be reported to the Librarian or an authorised deputy, who, subject to the laws of the University, shall determine the action to be taken.",u,0,0,1,0
56,"In 1746 William Corbett was appointed Steward of the Crown Manors of Cardiganshire, and as his deputy he appointed Lewis Morris.",m,0,1,0,0
57,"A young deputy and his tutors really developed the sixth form and eventually I asked him if he would provide students who had a study period to show all prospective parents around the school, answering any questions, warts and all.",m,0,1,0,0
58,"Mr Correa is expected to be replaced by his deputy, Mauricio Pareja.",m,0,1,0,0
59,"Unmik will be headed by his principal deputy, US diplomat Steven Schook.",m,0,1,0,0
60,"Leading presidential contenders in the PDP are: from the South west, retired Olusegun Obasanjo, a former head of state; from the South East, Chief Alex Ekwueme, former deputy to President Shehu Shagari during the second Republic (1979-83) under the National Party of Nigeria (NPN); and from the North, Abubakar Rimi, the charismatic and highly articulate former governor of the commercial state of Kano, who has perhaps one of the best records of achievements of his generation.",u,0,0,1,0
61,"There was an attempt to describe this event in these terms here as well, and I showed you a video where you can see the orange uniforms of the Verification Mission on the hill overlooking Racak when Walker''s deputy testified where you can see what really happened there, and you could see the testimony of their commander over there.",u,0,0,1,0
62,"Sir Ferdinand George''s reconstruction of Glasney c.1580 The owner of the rectory who could be a private landholder or clergyman, transferred his rights to the College which then collected the tithes and other increments due while for the performance of religious services in the parish ""a vicar"" (ie a deputy) was appointed.",u,0,0,1,0
63,There they will seek out the bad guys as Sheriff Worf and his deputy.,u,0,0,1,0
64,"Evans said, ""David took it with him to the office and, because of his blindness, said to his principal private secretary and his deputy: ''I have got a piece of paper in my pocket, what does it say?",u,0,0,1,0
65,"This incident led to the detention for a few hours of the three men regarded as ringleaders - Jose Manteigas, a Renamo deputy in the outgoing parliament, Manecas Daniel, leader of the Democratic Renewal Party (PRD), one of Renamo''s allies in the ""Electoral Union"" coalition, and Eduardo Latria, a Renamo parliamentary candidate.",m,0,1,0,0
66,"Under this oath, each deputy swears ""to serve loyally the state and the motherland, to dedicate all my energies to the cause of the Mozambican people, and to respect the constitution and the laws"".",u,0,0,1,0
67,"The Matron The Matron acted as a deputy for the Master in his absence, and also had specific responsibilities of her own, mostly relating the supervision of female inmates and the workhouse''s domestic arrangements.",f,1,0,0,0
68,"The chairman of the BDC board is one of the most experienced of Mozambican business figures, Hermenegildo Gamito, a former chairman of the People''s Development Bank (BPD), when it was under state ownership, and also a parliamentary deputy for the ruling Frelimo Party.",m,0,1,0,0
69,"From within the staff a new deputy, Mrs Catherine Grattan, was appointed and she has taken up her role with enthusiasm and energy.",f,1,0,0,0
70,"See Fred Rose Archive . Rosenfeld, Kurt (1877-1943) Well-known civil liberties attorney, was a left-wing Reichstag deputy of the German social democracy.",m,0,1,0,0
71,"In such a case the deputy will assume all of the powers delegated to the Registrar in this document.) It may also be appropriate to follow up under these rules performance problems revealed during external clinical advisory team visits. 7) The Registrar shall have an unfettered discretion to: take no further action beyond noting the complaint in the College records, seek further information from the complainant, the subject of the complaint or any other person, ask the College Secretary or other suitable person investigate the matter further, offer advice or mentoring to the member concerned and,",u,0,0,1,0
72,"There was another period of disorganization between 1720 and 1737, when rival courts were held and records of grants by Ditchfield, the deputy of one of the contending stewards, were lost.",u,0,0,1,0
73,"SCORING AND DEFAULTS: If at the start of a match, a captain or his deputy knows that their team is incomplete then he must default the appropriate number of boards in sequence upwards from the bottom board.",u,0,0,1,0
74,"A standard form for this is attached to the back of the Laboratory Handbook, and an electronic copy can be downloaded (by Oxford-based users only) from ftp://physchem.ox.ac.uk/pub/hmc/riskassl.doc The purpose of the personal assessment is to define in very general terms the types of work to be undertaken that (a) cannot be undertaken without direct supervision by the group leader or his/her deputy; or (b) require prior instruction on safe working by the group leader or his deputy before they may be started; or (c) present little hazard and can be safely carried out without prior instruction.",u,0,0,1,0
75,"Hess, Hitler''s deputy, flew to Britain on a bizarre peace mission in May 1941.",m,0,1,0,0
76,""" ponders his deputy.",u,0,0,1,0
77,"In turn his deputy, Mr John Craig, became Firemaster and remained in this position until the nationalisation of the Fire Services in 1941.",m,0,1,0,0
78,"Please hand in your report on Saturday 10th June , to Dr Robertson or his deputy in the Entrance Lobby, CUED, between 3 pm and 5 pm . IMPORTANT - Do not try to hand in your report at any other place in the Department.",u,0,0,1,0
79,"In some instances the executive may allow more than one nomination to go forward so that the group seeking a nomination can choose. 3.6 If necessary, and if the constitution of the external body allows, a deputy will be chosen to cover for the PHMEG representative when unable to attend meetings or contribute in other ways. 3.7 The length of time allowed for the selection process will often be dictated by external circumstances, but should usually not take more than 8 weeks.",u,0,0,1,0
80,The deputy visited the patient on behalf of the deputising service.,u,0,0,1,0
81,The deputy began chasing the car.,u,0,0,1,0
82,"With his deputy, George Scarborough , he killed Martin Morose, a suspected rustler . In July 1898 the two men badly wounded Bronco Bill Walters in a gunfight.",m,0,1,0,0
83,The deputy examined the face of the heading about 5 minutes after the accident and was unable to detect the presence of firedamp with his flame safety lamp.,m,0,1,0,0
84,"Things you should consider when deciding what to include in the report are mentioned in the FAQ on the Bulletin Board Handing in your report Note that this is different from the procedure used for first/second reports . Please hand in your report on Saturday 10th June , to Dr Robertson or his deputy in the Entrance Lobby, CUED, between 3 pm and 5 pm . IMPORTANT - Do not try to hand in your report at any other place in the Department.",u,0,0,1,0
85,"An Earmark Discrepancy shall be reported only by the Racing Manager or his/her deputy. ii Death , retirement, or ""Comeback"" from retirement.",u,0,0,1,0
86,Himmler established himself as advisor/head of each of these police forces thereby increasing his power. 20th April 1934 - Himmler became leader of the Prussian political police with Heydrich as his deputy.,m,0,1,0,0
87,"I received Mr. Oglethorpe''s answer to my letter of resignation; wherein he offered, if I would keep my place, to get it supplied in my absence by a deputy.",u,0,0,1,0
88,""" Councillor Andrew Wall, cabinet deputy for internal performance and service improvement, said: ""It''s great news that our collection rates have improved again.",m,0,1,0,0
89,"proceedings for the purpose of enforcing an order made in such proceedings, shall lie as follows– (a) appeals from decisions made by a district judge of a county court will lie to a judge of that court (article 3); and (b) appeals from decisions made by– (i) a district judge of the High Court, (ii) a district judge of the principal registry of the Family Division, (iii) a costs judge, or (iv) any person appointed to act as a deputy for any person holding the offices referred to in sub-paragraphs (i) to (iii) or to act as a temporary additional officer in any such office will lie to a judge of the High Court (article 2).",u,0,0,1,0
90,"The precept from the councilâ€TMs share of the council tax does not cover the costs of maintaining committees, sustaining the traditions, paying for staff including a clerk, a deputy, a Hornblower, several deputies, Bellman, Sergeant at Arms and Mayorâ€TMs mace-bearer, and paying for others to manage the leisure centre and keep Quarry Moor secure.",u,0,0,1,0
91,"Ministers backing Airbus, including the prime minister and his deputy, John Prescott, could force the EA to allow the dredging to go ahead on grounds of ""overriding public interest"".",m,0,1,0,0
92,"If a member refuses to accept a duty or fails to carry out their duty properly, the Manager or his deputy has the right to exclude them from team selection.",u,0,0,1,0
93,"The mayor was unavailable, so his deputy spoke to us.",u,0,0,1,0
94,"Elkanah and his wives made a yearly pilgrimage to Shiloh, where Samuel was later to serve. 1 Samuel 1.1-23; 2.11 Elkanah (3) was the Levitical gatekeeper and guardian of the Ark of the Covenant in David''s reign, according to the Chronicler. 1 Chronicles 15.23 Elkanah (4) was the deputy of Ahaz, killed by the Ephraimite Zichri during Ahaz''s war with Pekah, according to the Chronicler. 2 Chronicles 28.7 Elmadam was the son of Er and father of Cosam, an ancestor of Joseph in Luke''s genealogy.",u,0,0,1,0
95,"Barry Pain was followed by another refugee from the West Midlands - his deputy, Frank Jordan - another career policeman who retired in 1989.",m,0,1,0,0
96,Yim acting deputy was a dual buyers there young professionals came out in.,u,0,0,1,0
97,His deputy did so at five P.M. on July 13: he listened to the Emperor''s offer of a special envoy and languidly -- and wholly untruthfully -- apologised that his superiors were leaving for Potsdam that very night.,m,0,1,0,0
98,"Academic appointments are made by an Appointments Committee, chaired by the Vice Chancellor''s deputy, who is independent of the Department, and including members both from within and outside the Department.",u,0,0,1,0
99,"The site has uncritically published translated speeches by Osama bin Laden\''s presumed deputy, Ayman al-Zawahiri, including one entitled \""The Freeing of Humanity and Homelands Under the Banner of the Qur\''an.\"" The al-Muhajiroun site has also been scrutinised.",m,0,1,0,0
100,''Sorting the journalism out'' John Birt joined the BBC as director-general Michael Checkland''s deputy in July 1987 with a specific remit - to introduce a unified News and Current Affairs Directorate for both radio and television.,m,0,1,0,0
101,"The present Regional Advisor is Dr David Heaf (Alder Hey), his deputy is Dr Noel Murphy (Countess of Chester).",m,0,1,0,0
102,"Such number would enable a United Kingdom-wide party to appoint a deputy to cover each of Scotland, Wales, Northern Ireland and the nine English regions, although whether the remit of the deputy is confined to a particular geographical area is a matter for the registered treasurer.",u,0,0,1,0
103,"It began on January 7 and ended on the ninth with a major secret speech in which he outlined the reasoning underlying his grand strategy at a length and level of frankness unfamiliar since his harangues of 1939 Keitel and Jodl were already at the Berghof ; they were joined on the eighth by Raeder''s chief of operations, the studious and intellectual Rear Admiral Kurt Fricke, and Halder''s deputy, Paulus ; and by the ninth, the afternoon of the speech itself, Brauchitsch and the army''s chief of operations, Adolf Heusinger, had also been driven up the snow-covered lanes to the Berghof with General Jeschonnek, the Luftwaffe''s Chief of Staff.",u,0,0,1,0
104,"In the ordinary course of law the criminal whose crime deserved death, when once the king or his deputy had pronounced sentence according to judgment and justice, was inexorably executed; for the king could only judge, not pardon--unless the condemned burgess appealed to the mercy of the community and the judge allowed him the opportunity of pleading for pardon.",u,0,0,1,0
105,"The rapporteur remains Jose Mazuana, a deputy from Sofala province.",m,0,1,0,0
106,"A DSP/MHP (the two largest parties currently in parliament) coalition would still be 11 seats short of a working majority and would need support from a third party. 02/05/99 Here we go... - Chants of ""Get Out"" rose from the benches of Ankara''s parliament chamber as Merve Kavakci, FP deputy, took her seat wearing a dark blue headscarf on Sunday.",f,1,0,0,0
107,"If no deals are struck, it could be lively.... ....That''s why Cllr Mutton and his new deputy, George Duggins, were sitting quietly in the Lord Mayor''s parlour this week listening to an outline of what Tories want to see happen in the city.",m,0,1,0,0
108,"a practitioner is eligible to receive only half payments under the Scheme, the reduction will be applied to the weekly maxima indicated in paragraphs 48.15, 48.16 and 48.18 or to the result of any calculation made under paragraph 48.20 whichever is applicable. 48.22 Where a practitioner engages more than one locum or other deputy to cover his or her absence during a particular period, the maximum weekly amount payable to him or her under the Scheme will not exceed that to which he or she would otherwise be entitled if he or she engaged only one deputy.",u,0,0,1,0
109,""" Security for intelligence provided by the United States to U.N. weapons inspectors has been an ongoing problem for Washington since Blix decided that he would not have a senior American deputy.",u,0,0,1,0
110,"It is understood that the country''s senior generals - the heads of the army, navy, air forces and marines - agreed with the chairman of the joint chiefs, Richard Myers, and his deputy, Peter Pace, in their assessment.",m,0,1,0,0
111,Contract Standing Orders 2 – Exceptions 2.1 No exception can be made to undertaking Process 4 where European or English legislation requires a tender process to be undertaken. 2.2 Subject to 2.1 above these Contract Standing Orders shall not apply in cases and to the extent set out Appendix 1 2.3 Subject to 2.1 above & 2.3.1 below these Contract Standing Orders shall not apply where the Chief Constable (or in his/her absence the designated deputy) in consultation with the Chairman (or in his/her absence the designated deputy) of the Surrey Police Authority have otherwise directed 2.3.1 every exception made under 2.3 above shall be made in writing at the relevant time or within 5 days of any such resolution and shall be reported to the next meeting of the Surrey Police Authority specifying the grounds on which the exception was justified. 2.4 Subject to 2.1 above these Orders shall not apply to any particular matter or procurement where the Surrey Police Authority after consideration resolve to waive them on such conditions as they may specify in the resolution. 2.5 All exceptions should follow the,u,0,0,1,0
112,"Bretton Woods Project , 19 May 2006 New neo-liberal deputy signals no change of direction for the Fund The International Monetary Fund has appointed John Lipsky as its new deputy managing director, a move which is likely to confirm its current tendency towards monetarism and liberalisation, and the opening of markets to international investment.",m,0,1,0,0
113,"The Department is proposing that the Charity Commission for Northern Ireland will have an annual budget of £800,000, with a part time Chief Charity Commissioner, a deputy and 3-5 commissioners.",u,0,0,1,0
114,(SCULLY and BILLY MILES speak quietly as he holds open a evidence bag for her to drop the casings into.) SCULLY: Was the missing deputy a good cop?,u,0,0,1,0
115,I have a deputy who wears a Brazil shirt on Friday after school when staff play 5-a-side.,u,0,0,1,0
116,"For instance ... Gazza (Paul Gascoigne) leads to Hezza (Michael Hezeltine) and even Prezza (John Prescott) the notoriously gauche deputy to Tony Blair ( Bambi ), who also famously got the nickname two Jags when as the minister for transport he used two executive saloons to drive 300 yards to deliver a speech urging less car use and fuel conservation.",m,0,1,0,0
117,Arrange for a deputy to take over in case the trainer is unable to take a session.,u,0,0,1,0
118,A newspaper printed a story about the deputy who chased the flying saucer being jailed for beating his wife.,m,0,1,0,0
119,"(2) In this Order-- ""collecting book "" includes any book or document held by a collector in which payments of premiums are recorded; [ F007 ""collecting society"" means an incorporated friendly society or registered friendly society [ F011 which carried on industrial assurance business in Northern Ireland immediately before 1st December 2001, and is subject to an existing liability or a liability which may accrue under any policy effected in the course of that business] ] ""collector "" includes every person howsoever remunerated who, by himself or by any deputy or substitute, makes house to house visits for the purpose of receiving premiums payable on policies of insurance on human life, or holds any interest in a collecting book, and includes such a deputy or substitute as aforesaid; [ F007 ""the Commission"" means the Friendly Societies Commission; ""friendly society"" and ""incorporated friendly society"" have the same meanings as in the Friendly Societies Act 1992] Definition rep. by 1992 c. 40 Definition rep. by SI 2001/3647 ""endowment policy "" means a policy issued",u,0,0,1,0
120,CPA understand that there will be occasions when at short notice the Chief Executive is unavailable and it is then appropriate to interview a deputy.,u,0,0,1,0
121,"This bishop was at that time especially dear to the king, who had delegated to him as his deputy the management of all private and public business.",m,0,1,0,0
122,"My investigator showed the medical director a copy of a letter from the deputising service''s own files, which gave an address in Africa for the deputy.",u,0,0,1,0
123,There should be a nominated deputy.,u,0,0,1,0
124,"Long live the international brotherhood of the peoples! 64 On 4 August, however, every SPD deputy obeyed the majority decision to vote for the war credits the government wanted.",u,0,0,1,0
125,""" In 1965, Mick became John B Read''s deputy at Guildford''s newly-built Yvonne Arnaud Theatre.",m,0,1,0,0
126,"My deputy, Margaret Wilson, is a leading figure in Children Law UK, one of the premier inter-disciplinary bodies in the field.",f,1,0,0,0
127,The more mischievous of those who were here for last week''s business questions unfairly suggested that the purpose of the Leader of the House''s important ministerial visit overseas was to avoid the flak that his hapless deputy took over the question of a police debate.,u,0,0,1,0
128,"A former finance minister, his deputy and a number of senior civil servants were also accused in the same lawsuit.",u,0,0,1,0
129,No work may be started in the Mechanical Workshop without the approval of the Supervisor or his deputy.,u,0,0,1,0
130,The second conflict is from July 27th this year and has been continuing at an intense pace since) ex-president Habibie installed a new deputy of TNI which is filled by a close friend of Habibies brother who is a Naval Officer.,u,0,0,1,0
131,"If the Dons ever needed an able deputy for crocked Richard Butler then Barnes is surely it, and more.",u,0,0,1,0
132,"""It''s safe to say that there is a strong pro-Iraqi lobby in Russia,"" said Alexei Mitrofanov, a State Duma deputy from Zhirinovsky''s Liberal Democratic Party.",m,0,1,0,0
