Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
66,"GM crop trial East Anglian Daily Times 6 April 2002 ""Quist and Chapela''s claim that these transgenes have pervaded the entire native maize genome is unfounded"" Nature backs off GM crop claims The ETC Group farmgate EducationGuardian Times Herald ""There is no clear evidence for transfer"" Plant genes ''cannot transfer to humans'' Telegraph EurekAlert 4 April 2002 Du Pont and Monsanto have licenced each other''s biotechnology GM firms kiss and make up FWi Obrycki''s latest unpublished findings suggest that Bt crops do play a role, albeit ""relatively minor,"" in monarch butterfly mortality GM risk studies are ""ambulance chasing"" BioMedNet If bio-engineered crops now sweep through the two countries, companies will find it hard to find non-GM supplies GM-free nations fall to Monsanto Independent 28 March 2002 His team found transgenic DNA at different points along the genome Corn genes move debate on GMO policy in Americas BioMedNet 26 March 2002 ... for some crops ""genetic isolation will be difficult to maintain"" once crops are commercialised GM buffer zones ''too small'' FWi Soil Association 25 March 2002 ... an extraordinarily supportive editorial in the",d,0,0,0,1
67,"In fact the forest, which is owned by the Marquis of Ailesbury''s family but mostly run by the Forestry Commission, is regarded as having one of the best collections of ''monarch'' trees in Britain.",d,0,0,0,1
68,"In modern parlance the monarch and the courtiers expected a Rolls Royce, not a Ford.",u,0,0,1,0
69,"During his intercourse with the unfortunate monarch, he ventured, to give him much good advice, which of course was thrown away upon a man who had made up his mind to take his own course.",m,0,1,0,0
70,"They had now the standing army, the soldier-class, the bodyguard; as in the civil constitution, so also in the military, all the pillars of the future monarchy were already in existence: the monarch alone was wanting.",u,0,0,1,0
71,"From now on the monarch, although living in England, would be known as the Monarch of the United Kingdom.",u,0,0,1,0
72,Victoria Britain''s longest reigning monarch.,f,1,0,0,0
73,CARIBBEAN CRUISE LINE PRINCESS ROYAL PAGES: caribbean cruise picture royal ship caribbean cruise line review royal caribbean cruise line overview royal caribbean cruise line miami royal caribbean cruise review western caribbean cruise deal western 7 caribbean cruise day western caribbean cruise royal site web caribbean cruise format royal xml caribbean cruise monarch royal sea caribbean cruise galveston royal texas carnival cruise holiday review carnival cruise holiday usa To read or on the far must-reads republican national.,d,0,0,0,1
74,"It is more despotic than a monarch, more insolent than autocracy and more selfish than a bureaucracy.",u,0,0,1,0
75,"At the eastern extremity of the town, towards the river, stood a small Benedictine priory, the foundation of which is of uncertain date: it was a cell to the abbey of Chertsey, and its revenue at the dissolution was valued at £32 : it was granted by Henry VIll., together with the other possessions of Chertsey, to Bisham abbey, and subsequently, by the same monarch, to William Cavendish.",m,0,1,0,0
76,"Being soon afterwards reconciled to the reigning monarch, Colla Uaish and his brothers were commissioned to lead an expedition against the Ultonians, or men of Ulster, and were granted as much territory as they might be able to wrest from the enemy.",u,0,0,1,0
77,"Stranger still, Prince is now consorting with a studly rapper named Tony M., whom the monarch proclaims has ""the wittest pen the Twin Cities has ever seen.",d,0,0,0,1
78,"It tells the story of an elderly monarch who makes a grave error of judgment, through which he loses his kingdom, his daughters and his sanity.",m,0,1,0,0
79,"There has been some economic and social liberalisation, but the monarch has retained sweeping powers.",u,0,0,1,0
80,"It seems to have fallen again into the hands of the English after the death of Bruce, when Scotland was again invaded by Edward III, as several documents, still in existence, written by that monarch, are dated at Bothwell.",m,0,1,0,0
81,""" ""Keep your advice to yourself,"" said the monarch, in a peeved tone.",u,0,0,1,0
82,A strong monarch could control the Parlement de Paris but a minor supported by a regent rarely could.,u,0,0,1,0
83,"Nevertheless, Arafat was allowed to lord it over the PA like a monarch, the result being the ''state'' coffers and his own personal wealth become virtually indistinguishable.",m,0,1,0,0
84,"In contrast, in Britain at the time of bourgeois revolution the absolute power of the monarch was merely passed over to the executive in parliament.",u,0,0,1,0
85,"Perhaps the most significant archaeological datum is the simple fact that Shechem was reoccupied late in the 4th century B.C. and continued to be occupied until the late 2nd century B.C. These dates correlate neatly with the activity of Alexander the Great and that of the Hasmonean monarch John Hyrcanus respectively. 20 SPIRO, ""Samaritans"", 312; B.",m,0,1,0,0
86,"On the Sacred Memory of Our Late Sovereign (Charles II), [10] is more than a simple encomium; it embodies grief for the departed monarch, but also concern for the nation, expressing on its behalf its anxieties for the future.",m,0,1,0,0
87,"At the cutting edge of climate change research, MONARCH assesses which areas will become suitable for different species, as the climate changes, and also tries to work out what other factors may help or block their movement. _If habitats change and species need to move because of climate change, we need to find out how land management might help those species move into other areas,_ explains Clive Walmsley, CCWs Environmental Change Adviser and manager of the MONARCH project.",d,0,0,0,1
88,"We turn the page, and Israel has become a people; but in bondage less to Egypt''s monarch than to Egypt''s gods, and not knowing their deliverer.",u,0,0,1,0
89,Qc7 18 f4 Bxe5 19 fxe5 Nxc4 wins a pawn but after simply 20 Bc1 White has a lot of units aimed at the enemy monarch and therefore Naiditsch captured immediately. 17...,d,0,0,0,1
90,The most central theme to ''Russification'' was the power of the monarch.,u,0,0,1,0
91,"Fulfilling a froggy fantasy He''s performed his act on the high seas, in tough working men''s clubs and before his monarch - but one of the most exciting things Paul Zerdin''s ever done is ''get his hand up Kermit the Frog''.",u,0,0,1,0
92,"Meanwhile, animated by such hopes, inspired by such principles, looking forward impatiently to that time of glorious struggle, when the eyes of the world are turned upon that City of London, when capital and its cringing slaves are united in adoration of the monarch who has been successful in uniting his person, all the baser attributes of the mediaeval monarch and the modern stockjobbing capitalist; we also in imagination hasten thither in order to offer to King Edward, in the name of ourselves and our class, the only homage we owe him -- our hatred.",m,0,1,0,0
93,"The position of the British monarch as head, tends to reinforce the impression of an old style colonial relationship, although the fact that there are now republics within the Commonwealth removes a major obstacle.",u,0,0,1,0
94,"Celebrity gossip updated as and when it happens. << Prev 1 2 3 4 5 6 7 8 9 10 Next >> Viewing page 4 of 78 - Royal Family Royal News Thailands King Celebrates 60 Year Reign The 78-year-old royal - who is the world''s longest-serving monarch - addressed the crown, which gath...",m,0,1,0,0
95,Kalupahana argues that both the polity of the monks and the underlying basis for the universal wheel-turning monarch are consistent with John Rawls'' view of the foundations for achieving a just society (23) . I would agree with both Sulak and Kalupahana that there is indirect support for ideas of social and individual justice in Pali text Buddhist traditions.,u,0,0,1,0
96,"[26] Britannia herself, of course, kneels in a much subsidiary position, clearly beholden to this monarch, rather than in any way defining her.",f,1,0,0,0
97,"The monarch is head of the state cult, the Church of England, and 26 Bishops are members of the upper government body, the (unelected) House of Lords.",u,0,0,1,0
98,"When King Christian admonished him for his behaviour, Tycho''s arrogance and lack of tact soon alienated the new monarch.",m,0,1,0,0
99,"The bloody reign of King Richard III is chronicled in ""Tower of London"" (1939), with Basil Rathbone as the crippled monarch who eliminates all rivals with the help of bald, clubfooted executioner Karloff.",m,0,1,0,0
100,"ABOLISHING THE MONARCHY We received the following letter - ""A chance Portuguese acquaintance recently told me that he believed that in the event the English monarch abolished the monarchy then the address to Parliament so doing would be made in the French language.",u,0,0,1,0
101,"Relatives of Flora who had preceded her to North Carolina included: her step-father, the former Captain Hugh MacDonald who, in all probability, had been the brain behind the escape of Prince Charles (whom he traditionally believed he was obligated to protect as his lawful monarch; in spite of his lack of enthusiasm for Charles Edward Stuart as a man); her half-sister Annabella and her husband Captain Alexander MacDonald of Cuidrach and several of their sons, and her half-sister Florence and her husband Archibald MacQueen, who lived on a plantation of Alexander MacDonald of Cuidrach.",m,0,1,0,0
102,"The Civil List deliberately kept the monarch short of money, which could be obtained only from parliament.",u,0,0,1,0
103,"Because what Mr. ****** (senior public servant) is saying is akin to ""imagine the death of the monarch"", which is treason.",u,0,0,1,0
104,"Originally, the book was going to be about what it was like to be a monarch.",u,0,0,1,0
105,"The deep faith which this monarch later showed, her love for the Word of God and her skill at translating Scripture and her delight in scholarly, sound literature in general can be traced back to her tutelage under Parker.",f,1,0,0,0
106,"In the reign of James III., the town was for some time in the possession of the discontented nobles who had risen in rebellion against their sovereign and assembled a numerous army at this place; but, previously to the arrival of the royal troops, which were on their march to attack them here, the rebel forces advanced to Sauchie-Burn, near Stirling, where a battle took place, which terminated in the defeat and death of that monarch.",m,0,1,0,0
107,"They sought ambassadorially to extend the protection of the Chinese emperor worldwide and render all other lands tributary - to the Chinese, the emperor was both a monarch and the embodiment on Earth of the gods.",m,0,1,0,0
108,"[L. luna, moon]. metalmark one of a family of tropical butterflies. monarch an American butterfly that migrates in large numbers. morpho a kind of tropical butterfly.",d,0,0,0,1
109,"We know for example, of at least seven office holders who have been executed - two on the same day in 1502 - usually for telling the monarch that they can''t have any more taxes.",u,0,0,1,0
110,"His son, who is wholly innocent of Richard''s death, can thus be an exemplary monarch, and Shakespeare shows how he overcomes the weakness of his father''s position and the danger, as heir-apparent, of showing his hand too clearly, to become the model king and national hero, long celebrated for his astonishing victory at Agincourt.",m,0,1,0,0
111,""" Not only was the plan dedicated to George III, but that monarch viewed the plan in London, criticised it, and altered the names proposed for some of the streets.",m,0,1,0,0
112,"In his laureate odes, Eusden is so blinded by the monarchical sun that the panegyric''s concern for the national interest and the need to offer guidance to the monarch, passes him by.",u,0,0,1,0
113,"Both the reigning monarch, King Kalakaua, and his heir, Princess Lili''uokalani - Ka''iulani''s uncle and aunt, respectively - were childless, making Ka''iulani second in line to the throne.",m,0,1,0,0
114,"Also here great-billed parrot, yellow-eyed imperial pigeon, island monarch and an interesting race of red-bellied pitta.",d,0,0,0,1
115,"Overtones of Essex in the representation of Bullingbrooke -- ritualistically chivalric, unmanageable in his insistent rhetorical vehemence, hurling himself to his knees before his sovereign in a moment strongly evocative of the November set-piece Lord Marshal, let me kiss my sovereign''s hand And bow my knee before his majesty (1.3.46-47) -- are matched by the cool responses of the monarch.",m,0,1,0,0
116,"Downing Street lies just off Whitehall and Buckingham Palace, the official residence of the monarch, is only half a mile to the west.",u,0,0,1,0
117,"In the first, parliamentarians deposed one monarch and installed another; in the second, Britain acquired a monarch who spoke very little English and so left much of everyday government to his ministers, who were answerable to Parliament as well as the King.",m,0,1,0,0
118,"Of course, no Christmas would be complete without the wise words from our matronly monarch offering patronising platitudes with an expression of soured mulled wine.",f,1,0,0,0
119,"Nothing, however, came of the negotiation, excepting, perhaps, that apprehension of attack from the Christian monarch may have forestalled any hostile intention of ''Abd ar-Rahman against the Caliph of Bagdad.",u,0,0,1,0
120,"If the reader remembers what I heard her say about music as she was leaving the opera, he will pronounce my speech to have been a very courtier-like one, and I confess it was; but who can resist making such speeches to a monarch, and above all, a monarch in petticoats?",f,1,0,0,0
121,""" Most urgently, therefore, Hamann objects to the allegation that this immaturity is ''self-incurred'', rather than imposed on the people firstly by a despotic monarch, and secondly by intellectuals like Kant, with the ''prattle and reasoning of those emancipated immature ones, who set themselves up as guardians''.",u,0,0,1,0
122,Tudor monarch Queen Elizabeth I is making a visit to the Education Show at Birmingham''s NEC between March 9-11 to meet her loyal subjects and get to grips with new technology.,f,1,0,0,0
123,Granville Leveson Gower achieved high political office under the monarch.,u,0,0,1,0
124,"As in the case of the Alliance for Green Socialism, which would replace the monarch with a president and instal an elected second chamber to act as a check and balance against the House of Commons.",u,0,0,1,0
125,ROYAL CARIBBEAN SHORE EXCURSION PAGES: royal caribbean explorer royal caribbean mariner royal caribbean international royal caribbean majesty of the sea royal caribbean crusies royal caribbean serenade of the sea royal caribbean monarch of the sea royal caribbean But wildlife was side of the island fisha storm was a leisurely boat.,d,0,0,0,1
126,"Price: £225 - £375 Contact: Jamie Waring Telephone: 01845 501139 Email: jamie@skiscottjames.co.uk Website: Print Details Croft Holidays, Newtonmore, Inverness-shire Sleeps 1-4 More Pictures A Highland experience awaits you at our thoughtfully renovated 3 star cottages in quiet, picturesque surroundings on the outskirts of Newtonmore in the heart of the CAIRNGORM NATIONAL PARK and ''MONARCH of the GLEN COUNTRY''.",d,0,0,0,1
127,"Either we do so in order to show the nature of the juridical armoury that invested royal power, to reveal the monarch as the effective embodiment of sovereignty, to demonstrate that his power, for all that it was absolute, was exactly that which befitted his fundamental right.",m,0,1,0,0
128,"Appointments And Foreign Policy In the end a rising economy swelled his income naturally to the point at which it became adequate after all, and he died the richest English monarch up till his time.",m,0,1,0,0
129,We shared the life cycle of the monarch caterpillar with them by making an ''imovie'' and emailing it to their classroom.,d,0,0,0,1
130,"In his words, Erasmus becomes a ""patron saint of free-lance writers"" (98), Nicholas Harpsfield is ""a past master of aphoristic sneers about the course of the English Reformation"" (51) and later ""that fund of malicious stories"" (84), Henry VIII, becomes ""the murderously eccentric monarch"" (66), and Geoffrey of Monmouth is described as ""the twelfth-century Welsh fantasist, . . . whose Arthurian fables have met their nemesis in Walt Disney and Monty Python"" (55).",m,0,1,0,0
131,"Could the truth of history, however, be prevented from beaming on the reader''s mind, he would acknowledge himself beholden to the fair novelist for an introduction to characters which call forth the noblest aspirations of the mind, and the finest feelings of the heart; he would be awed and charmed by the dignity and goodness which appear blended in the whole behaviour of a great and virtuous monarch, had not that monarch been designated by the name of Charles II.; he would shed tears over the great pillars of the church and the state falling under the axe of a bloody faction, if they were not called Strafford and Laud; and his veneration would be fixed on the person of the hero who extinguished the domination of mercenary empires, and who restored the throne to the lawful sovereign, did he not bear the name of Monk.",m,0,1,0,0
132,"Queen Elizabeth II The currant, sorry current monarch.",f,1,0,0,0
133,"In fact, Cavendish proffers the Tudor monarch not only as the necessary cause of England''s international stature, but as the mainspring behind the later restoration of the English monarchy.",u,0,0,1,0
134,"The 1906 coronation was not about forging a bond between monarch and God, but between monarch and people.",u,0,0,1,0
135,"Native Americans in North America accepted that the British monarch was their ruler, but on a day-to-day basis they followed the authority of their local leaders.",u,0,0,1,0
136,"During the wars between the Scots and the English, in the reign of Edward I., Sir Thomas Maule, lord of Brechin Castle, defended it, for some time, against the assaults of the English whom that monarch had sent to reduce it, till, being killed by a stone slung from an engine by the besiegers, the garrison capitulated, and surrendered the castle to the English.",m,0,1,0,0
137,"Just love the program too report of a monarch in the UK Date: Wed, 11 October 23:24 Author: Chris, England Location: Basingstoke Profile Reply Educate me Gill.",u,0,0,1,0
138,"By what right does a monarch, or in our case today, an army general, or even, as Newbegin puts it, ""some people calling themselves ''the State'' exercise coercive power over others?",u,0,0,1,0
139,"From 1689 until 1811 the bishops had ruled alone, though with some attention to the wishes of lairds and, with regard to the election of bishops, at times a nod to a monarch overseas.",u,0,0,1,0
140,James IV was the first monarch to add personal quarters (thereby forming the basis of the palace) to the abbey rather than reside in the normal guest accomodation.,m,0,1,0,0
141,The chief interest of what follows arises from the anxious suspence with which the monarch defers his final honourable declaration and offer of marriage.,m,0,1,0,0
142,"ROYAL PARK PLACE From neighbouring Royal Park, usually known as ""King''s"" or ""Queen''s"", as the monarch may be.",u,0,0,1,0
143,The consequence was the second Parliamentary deposition of a monarch in the century.,u,0,0,1,0
144,"In one sense this was a medieval relationship, a courtier owing their precedence to their being the favourite of the monarch.",u,0,0,1,0
145,"""Be kind enough to enter the royal palace, and our ocean monarch will graciously receive you.",u,0,0,1,0
146,"R.C. Ormerod (Blackthorn in March 1939) In towering splendor once I stood A regal monarch of the wood, My branches once reached to the sky See me now but do not cry.",d,0,0,0,1
147,"After inspecting a guard of honour, the visiting President or monarch then travels with The Queen in a carriage back to Buckingham Palace.",u,0,0,1,0
148,"Tiglath-pileser was the Assyrian monarch to begin on a large scale the system of transplanting peoples from one country to another, with the object of breaking down their national spirit, unity, and independence.",u,0,0,1,0
149,"The monarch came up and accosted them very pleasantly, proposing that they should take part in the game.",u,0,0,1,0
150,"'' [7] The Vita Caroli of the Frankish chronicler Einhard, written c.829-36, describes another Germanic monarch borne in a wheeled vehicle, this time a living one, Childeric III, last of the Merovingian dynasty.",m,0,1,0,0
151,"The covenant reaffirmed reformed faith and Presbyterian discipline and denounced the attempted changes, but it also urged loyalty to the monarch.",u,0,0,1,0
152,"Each tribe was ruled by a monarch, and had a structure were everyone in the tribe knew their place in the order of superiority.",u,0,0,1,0
153,"their single self. § 279 (2) The truth of subjectivity is attained only in a subject, and the truth of personality only in a person. § 280 (3) The monarch is raised to the dignity of monarchy in an immediate, natural, fashion through his birth. § 281 Something against which caprice is powerless, the ''majesty'' of the monarch. § 282 The right to pardon criminals arises from the sovereignty of the monarch. § 283 The choice and dismissal of the supreme council rest with the monarch and his unrestricted caprice. § 284 The monarch is above all answerability for acts of government. § 285 Universality subsists subjectively in the conscience of the monarch and objectively in the constitution and laws. § 286 In the rational organism of the state, each member, by maintaining itself in its own position.",m,0,1,0,0
154,"Firstly, the successful rule of a major monarch could end in decline and disaster, as did the reign of Shalmaneser III of Assyria in the ninth century B.C., to name one (see Grayson 1982).",u,0,0,1,0
155,"As Chancellor, the Earl of Leicester restored discipline and demanded loyalty to the church and monarch of England - which, once established, has never again seriously wavered.",u,0,0,1,0
156,"Now, perhaps, we can appreciate one more of the ironies of the tragedy: when the man who was tyrannos turns out to have been basileus all along - having unwittingly taken on the position of hereditary monarch!",m,0,1,0,0
157,"Every autumn millions of black?and?orange monarch butterflies fly some 3,600 kilometres from southern Canada and the northern United States to a tiny niche of mountains in the central Mexican states of Michoacan and Mexico.",d,0,0,0,1
158,He was monarch; but he never played the king.,m,0,1,0,0
159,"And, to end the Easter term, in honour of the octocentenary of the city''s charter granted by that monarch, the Cambridge University Marlowe Society brought another to the ADC.",u,0,0,1,0
