Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
182,Joined the company in 1954 as an assistant to the managing directors and was appointed to the board in 1955.,u,0,0,1,0
183,Frank McCarvill''s wife Patricia - an assistant in Dover''s tourist information office who was on sick leave when the tragedy happened - remains in hospital in Canterbury with serious injuries.,f,1,0,0,0
184,"Flynn, whose move to the Vetch collapsed when he was refused the go-ahead to bring in his former Wrexham assistant Kevin Reeves, attacked the Third Division club for insisting he take on current caretaker-manager Nick Cusack as his No 2.",m,0,1,0,0
185,"They were not very successful, and moved over the road to 74 Lime Walk (then numbered 62), where Henry Hebborn took over the post of grocer''s assistant.",m,0,1,0,0
186,"Helping her with her crazy schemes is Viola''s long-time assistant, Ruby (Wanda Sykes).",f,1,0,0,0
187,"[08 MAR 01] CRIMES, FIRES & ACCIDENTS Gun Used In City Store Hold-Up A shop assistant was badly shaken but escaped injury after tackling a man with a gun in a Coventry store.",u,0,0,1,0
188,"McLean was serving as a medical assistant in the Royal Navy, which bans homosexuality.",u,0,0,1,0
189,"The debate about what was a) suitable, b) trendy and c) matched grey hair went on between Mrs P and the assistant.",u,0,0,1,0
190,Few teachers thought that working with a classroom assistant had increased their workload overall.,u,0,0,1,0
191,"Chris has been in the leisure industry for over 20 years, starting out working in leisure centres as a recreation assistant.",u,0,0,1,0
192,Former Iron assistant manager Mark Lillis has joined Conference side Morecambe as No.2 to caretaker boss Sammy McIlroy.,m,0,1,0,0
193,These include the argues an assistant.,u,0,0,1,0
194,"After graduation, I floated for about a year and a half, working as a substitute teacher, library assistant, hotel manager and bookstore employee.",u,0,0,1,0
195,"If you are travelling with a companion or specially trained assistant tell the airline if you would prefer to be lifted by that person. 6.4.7: Wheelchairs As a general rule wheelchair users should be able to stay in their own wheelchair until they reach the side of the plane, but will then need to transfer into an on-board chair to get on to the plane.",u,0,0,1,0
196,"Irina Marin Irina is junior teaching assistant at the English Department, University of Bucharest, taking critical concepts and 18 th -century English literature seminars.",f,1,0,0,0
197,"Greenwich in conjunction with the National Maritime Museum . Head of the project is Roger Knight, Professor of Naval History from the university''s Greenwich Maritime Institute and author of this year''s highly acclaimed biography of Nelson, The Pursuit of Victory . The three-year programme will concentrate on a mass of unseen documents, many held at the National Maritime Museum and The National Archives, although the project will take researchers to local archives across the UK and collections in the USA . The Leverhulme grant will fund the posts of a post-doctoral researcher and a research assistant for three years.",u,0,0,1,0
198,"At first Daniel thought of returning home but stayed when his father suggested that one of his own students, a certain Leonard Euler would make an able assistant for Daniel in his research.",m,0,1,0,0
199,The outcome of the disciplinary proceedings was that Mrs Quinn was dismissed from her employment as a home care assistant by the respondents in July 1996.,f,1,0,0,0
200,"Unfortunately, the house of Trent Millet, an individual who was the assistant of E.",u,0,0,1,0
201,"Sometimes it even happens when my assistant selects players for reserve games that need match practice, so I had to revert back to an earlier saved game to make those players available.",u,0,0,1,0
202,"For actual sewing, the pupil can try controlling the foot pedal with the assistant feeding the material through.",u,0,0,1,0
203,"Please do not hesitate to contact the alumni relations team by email or telephone: Contact details Alumni Relations Office 1 Cross Row University of Dundee, DD1 4HN T: +44 (0)1382 384 822 E: homecoming2007@dundee.ac.uk Dianne Pemberton-Pigott Head of Alumni Relations Project Manager: Homecoming 2007 Weekend Barbara Boyle Alumni assistant Vicki Low Homecoming 2007 assistant Faculty Contacts Each Faculty of the University will be hosting drinks at either faculty or department level.",f,1,0,0,0
204,"From 1994 to 1999 she has worked as junior researcher in the Laboratory on Territorial Strategies and Simulation STRATEMA, at IUAV and from 2000 to 2002 as a research assistant at the Department of Planning of the same University.",f,1,0,0,0
205,"As the weather is changing, the shop assistant kindly provides me with a large carrier bag so I can take off my anorak and carry it more easily.",u,0,0,1,0
206,"For the purposes of the spelling assistant, punctuation characters are defined as follows: ! "" £ $ ^ & { } [ ] : ; @ _ '' , . / ~ # | \ You will notice that + - = % < > * ? are omitted from this definition of punctuation. 4.10 WILDCARDS AND WILDCHARACTERS The wildcharacter is * , and represents zero or more undefined characters.",d,0,0,0,1
207,The flight surgeon or aeromedical physician''s assistant should educate the aircrew in the prevention of toxic hazards and treatment of flight personnel who are exposed to known toxic chemicals.,u,0,0,1,0
