Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
55,Case No: HT-02-60 IN THE HIGH COURT OF JUSTICE QUEENS BENCH DIVISION TECHNOLOGY & CONSTRUCTION COURT Date of Judgment: 21 March 2002 Before HIS HONOUR JUDGE RICHARD SEYMOUR Q.C. B E T W E E N EDMUND NUTTALL LIMITED Claimant - and - R G CARTER LIMITED Defendant HTML VERSION OF JUDGMENT: APPROVED BY THE COURT FOR HANDING DOWN (SUBJECT TO EDITORIAL CORRECTIONS) For the claimant: Ian Pennicott (instructed by Shadbolt & Co.) For the defendant: Martin Bowdery Q.C. (instructed by Greenwoods) Crown Copyright © HANDING DOWN (SUBJECT TO EDITORIAL CORRECTIONS) JUDGMENT H.H. Judge Richard Seymour Q.,m,0,1,0,0
56,The father was alleging that the trial judge had not given a fair hearing and the Local Authority''s conduct had also breached his rights.,u,0,0,1,0
57,"Of course, where, as here, a judge has heard detailed argument, any judge who is conducting the hearing of the main application is going to be require significant justification before taking a different view from the judge who granted permission.",u,0,0,1,0
58,"Typical of the naysayers was the great judge and jurist quoted earlier, Sir James Fitzjames Stephen, who said in his General View of the Criminal Law of England (1863), p 224: ""When a jury have once given their verdict it cannot be impeaced or disturbed.",m,0,1,0,0
59,This was the principle reason that posterity was so hard a judge on the LBC.,d,0,0,0,1
60,"appeal other than the selected appeal gives notice to the court that he desires the appeal to which he is a party to be heard --- (a) the appeal shall be heard after the selected appeal is disposed of; (b) the court shall give the parties to the appeal notice of the day on which it will be heard; (c) the party giving notice under this paragraph shall not be entitled to receive any costs occasioned by the separate hearing of the appeal to which he is a party, unless the judge otherwise orders.",u,0,0,1,0
61,"Brunel submitted four designs, but all were dismissed by the judge, leading civil engineer Thomas Telford who instead selected his own design.",d,0,0,0,1
62,Those are documents he must show to the judge and invite her to make further orders in relation to them.,f,1,0,0,0
63,""" THE JUDGE''S ""SPIRITED WOMAN"" ""I was sitting here,"" said the judge, ""in this old pulpit, holding court, and we were trying a big, wicked-looking Spanish desperado for killing the husband of a bright, pretty Mexican woman.",u,0,0,1,0
64,They did not tell the defendant''s solicitors or the district judge that they now realised that their client''s claim was likely to exceed the fast track limit by a considerable margin.,u,0,0,1,0
65,"For since God is the only natural sovereign of men, their judge, their lawgiver, their king, no man can have lawful authority over others unless he holds it from the hand of God .... The power of sovereigns being thus derived from the authority of God, it acts as the arm and force of the justice that should be the soul of government; and that justice alone has the natural claim to rule the minds and hearts of men, for it is over these two faculties of men that justice should reign. *** According to these principles, which are the natural foundations of the",d,0,0,0,1
66,"As we came to "" Document 500 "", the strange item from the Simon Wiesenthal Centre in Toronto, with the references in it to the need to ""destroy Mr Irving''s legitimacy as a historian,"" the judge confirmed that he now fully appreciated the relevance of it to the action; the covering letter warning Deborah Lipstadt to treat it with the utmost delicacy was also appreciated.",m,0,1,0,0
67,The judge further found that the container was plain and obvious to see to anyone who had been keeping a proper lookout for their own safety and that although the council was liable for breach of duty the claimant was also 50% to blame for the accident.,u,0,0,1,0
68,"Thus parents can, in effect, avoid the intervention of the Child Support Agency by agreeing a nominal sum in periodical payments at the outset and then returning to court for it to be varied: see again V v V ; (vi) by making an order for spousal maintenance which includes the costs of supporting the children and will be reduced pro tanto if and when a maintenance assessment under the 1991 Act is made (a so-called ''Segal order'' named after the judge who invented it); (vii) by enforcing a maintenance agreement made between the parents for the benefit of their children, although such an agreement cannot prevent a person making an application to the Agency for a maintenance assessment, nor does the court have jurisdiction to vary it if the Agency would have jurisdiction to make an assessment (s 9(3), (4) and (5)). 70.",u,0,0,1,0
69,"""Shall not the judge of all the earth do right?",u,0,0,1,0
70,"(The subjectivity in Halpin''s definition could be curbed by objectivizing the belief: ""...without a reasonable belief that the other would consent"".) Clearly my proposed phrasing leaves it open to the judge or jury to decide whether informed consent was secured.",u,0,0,1,0
71,"The question in this court under CPR Part 52.11(3)(a) is whether the deputy judge was wrong in holding that Andreas, who was born in Cyprus on 6 October 1939, lost his Cypriot domicile of origin and acquired a domicile of choice in England, where he had lived and worked for a total of about 43 years between the age of 19 and his death on 17 February 2003 at the age of 63. 4.",u,0,0,1,0
72,"Where the JCSB upholds the original decision, the matter can be referred to a judge at the court for a final decision.",u,0,0,1,0
73,"Act 1984 and Article 33(1) of the County Courts (Northern Ireland) Order 1980 (assessors) shall have effect as if the words ""on the application of any party"" were omitted; and where an assessor is summoned, or, in Northern Ireland, appointed, by virtue of this sub-paragraph-- (a) he may, if so directed by the judge, inspect the land to which the proceedings relate without the judge and report on the land to the judge in writing; and (b) the judge may take the report into account in determining whether to make an order under this paragraph and what order to make.",u,0,0,1,0
74,"Apart from the risk of being prosecuted for perjury, the judge can penalise someone who has failed to provide proper information in a number of other ways: The party at fault may be ordered to pay some or all of the legal costs incurred by the other spouse in trying to get to the bottom of things.",u,0,0,1,0
75,"(3) Depending on the results of the enquiry, the Presidential Council shall charge the judge with the facts, inviting him to provide justification within 30 days, after which time, unless the case is staved, it shall ask the mentioned committee with the investigation.",m,0,1,0,0
76,"his solicitors the reduction will vary according to the circumstances and even if cast iron he will be obliged to find and to instruct new and strange solicitors; there is bound to be delay; he will incur a personal liability for costs of the action up to the date of the court''s refusal to give a direction; he may prefer to sue a stranger who is a tortfeasor with the possible consequences that may have on the tortfeasor''s insurance premiums rather than to sue his former solicitors with corresponding consequences on their premiums. d) The judge in Horton was right not to be persuaded that the MIB should not bear claims as they received no premium; e) The seriousness of the solicitor''s error (the judge described failing to serve the notice on the MIB as ""elementary"" and ""serious professional negligence"") should not be weighed in the balancing exercise under section 33 which should assess the prejudice to the respective parties.",u,0,0,1,0
77,Appeals will now be sought after video evidence is reviewed but it would seem a benevolent judge could rule with the club on this one.,u,0,0,1,0
78,"At the preliminary trial, all evidence would be shared between the defence and the prosecution, and the judge would decide whether the case was to proceed.",u,0,0,1,0
79,"'''' A ''binding agreement'' had been reached between Farillon and Barclay, said the judge.",u,0,0,1,0
80,"The judge will inform the competitor after two, four and five minutes have elapsed.",d,0,0,0,1
81,"The local authority objected to the intervention, as I think did the guardian, and the judge refused it.",u,0,0,1,0
82,"[Notice how the slide of sin accelerates the further you go down it.] Whenever the Lord raised up a judge for them, he was with the judge and saved them out of the hands of their enemies as long as the judge lived; for the Lord had compassion on them as they groaned under those who oppressed and afflicted them [even though they had got themselves into the mess they were in.] But when the judge died, the people returned to ways even more corrupt than those of their fathers, following other gods and serving and worshipping them.",d,0,0,0,1
83,"He is here now, not to work, but to judge.",d,0,0,0,1
84,"We wouldn''t want to embarrass Dino as he''s a pretty self effacing guy, so you be the judge when you meet him, but whatever, I can guarantee he will extend you a very warm welcome to Argassi and the Family Inn in particular.",d,0,0,0,1
85,This includes 300 trainee judges and a keen trainee takes an average of six to eight months to become a listed judge.,u,0,0,1,0
86,"The other position recognised in the Bible, is standing , and this your Committee judge to be most suitable on all ordinary occasions.",u,0,0,1,0
87,"Other little details that are worth mentioning are the repeated use of mobile phones by Scarpia''s assistants, and the fact that the judge, whilst waiting for news of Cavaradossi''s arrest, reads ''La Gazzetta dello Sport''.",u,0,0,1,0
88,Matters escalate until security electric-shocks him into unconsciousness and he is instructed by a judge to attend Rydell''s anger management classes.,u,0,0,1,0
89,"'' On the legal front here, he says, a key area to watch is over the adequacy of disclosures to reinsurers, following the recent Sphere Drake Insurance Ltd ruling, [2003] All ER (D) 160 (Jul) . ''The principle of utmost good faith was revisited by the judge.",u,0,0,1,0
90,""" ^ Top | Subsequently, in the boys'' absence, the judge added: ""How it came about that two mentally normal boys aged 10 of average intelligence committed this terrible crime is very hard to comprehend ...."" I accept that this very experienced judge in these words accurately described the crime.",u,0,0,1,0
91,"Once I became familiar with the idiom, I soon progressed at quite a rate using almost a random slash and burn approach, using the prompts from nxml-mode in emacs as the judge of my success.",d,0,0,0,1
92,The judge is expected to announce his verdict in court on Friday or Monday.,m,0,1,0,0
93,In both cases the judge will set a minimum period after which the prisoner will be released only if the parole board decides he or she no longer poses a risk to the public.,u,0,0,1,0
94,"Lord Justice Buxton is much sharper and more caustic than yesterday, while Pill LJ [the presiding judge] and Mantell LJ remain genial.",u,0,0,1,0
95,"Therefore judge nothing before the time, until the Lord come, who both will bring to light the hidden things of darkness, and will make manifest the counsels of the hearts: and then shall every man have praise of God"". – May the great and righteous Judge who knows the contrast between our judging and His own, teach us the secret, and give us the grace, to judge ourselves truly; and may He forgive us, for indeed it is a serious matter, all the rash and ignorant, and bitter,",d,0,0,0,1
96,"But although the judge could not point to any flaw in the witness''s evidence, he entered judgment for the claimants because of his clear and unequivocal impression of them as witnesses.",m,0,1,0,0
97,"Back to Top Local Terms Advocate A lawyer – specifically one who, unlike a solicitor, regularly practices advocacy in court Bailiff Chief judge, speaker of the Island''s parliament and civic head of the Island Bâton de Justice A centenier''s ceremonial baton of office Bâtonnier The senior lawyer who is administrative head of Jersey''s legal profession, dealing with legal aid and disciplinary matters Centenier Unpaid, honorary policeman who was once responsible for 100 families Constable''s officer The most junior sort of honorary policeman or woman Constable The civic head of one of Jersey''s 12 parishes.",u,0,0,1,0
98,"By using the result for every judge back on the ''raw'' data we can level-out their styles to a standardised or normal level, and then they will all have the same style and hence may be directly compared with each other.",d,0,0,0,1
99,The decision of the judge in all matters concerning the placing of exhibits and the interpretation of the standards shall be final.,u,0,0,1,0
100,In admitting we are not qualified to be anyone else''s judge we love the person in question and we earn the right to be heard.,d,0,0,0,1
101,"It will be remembered that she had not permitted any cross-examination on this point, notwithstanding the provisions of CPR 27 PD para 4.3 which allows a judge to limit but not to forbid cross-examination. 112.",u,0,0,1,0
102,"No one save God can be the judge of His own children, not even a Christian.",d,0,0,0,1
103,We don''t charge or judge and we keep things confidential.,d,0,0,0,1
104,"Guideline 3 states that ""[i]n some cases, it may be appropriate for the judge to warn the jury to exercise caution"".",u,0,0,1,0
105,The judge ordered it to be conducted in secret.,u,0,0,1,0
106,Welsh kennel Club the judge Mrs A Roberts who gave BOB to Z.,d,0,0,0,1
107,"It will enable a judge or prosecuting magistrate anywhere in the EU to order the automatic extradition of citizens from one EU country to another on the basis of suspicion alone, without having to present the dossier of evidence required under the current system.",u,0,0,1,0
108,"All other applications are made to the district judge or registrar in the first instance, who may give any necessary directions and may, if the application is within his jurisdiction to determine, in his discretion, either hear and determine it himself or refer it to a judge (but see also paragraph 19.64).",m,0,1,0,0
109,But there is a difference between knowing something to be true and being able to prove it to a judge or jury.,u,0,0,1,0
110,"Taking the case against the second defendants, in addition to the points I have already mentioned, the judge, still more fundamentally in my view, failed to address any of the allegations of breach of statutory duty which had been pleaded.",u,0,0,1,0
111,"firm to sue main shareholder and former chair Conrad Black, with other former employees and associates, attempt to recover management and non-compete fees, regulator blocks Black attempt to buy out 21% of Hollinger he does not already own 31.03.05 Guardian Black Fraud Chicago DA is investigating criminal fraud charges against Conrad Black, former proprietor of Telegraph and Hollinger 23.03.05 Times Hollinger Five Canadian investors have launched £1.7b suit against ex-chair Black, his wife Barbara Amiel and others, claim loss of value as result of governance scandals 10.09.04 Guardian Hollinger Federal judge Blanche Manning has upheld request from SEC keeping Conrad Black from hindering inquiry into Hollinger, which he still controls 18.05.04 Reuters Hollinger Firm is considering civil action against ex-directors on ground of neglecting duty, names include string of US political, business and legal leaders, Kissinger, Perle, James Thomson, Richard Burt and Marie-Josee Kravis, five signed off payments in firm''s $1.5b suit against Conrad Black 12.05.04 Times, US Governance Links Hollinger $1.25b Suit Firm which controls Telegraph is suing ex-chair Conrad Black under US racketeering law",f,1,0,0,0
112,"[more] Simon Cowell And Simon Fuller Seek Out Of Court Settlement SIMON COWELL is close to reaching an out-of-court settlement with fellow British music mogul SIMON ...[more] Louis Walsh Returns To X Factor The Irish TV judge had stormed off the talent contest, claiming he was sick of being humiliated and ...[more] Simon Cowell And Simon Fuller X Factor Court Date Music mogul SIMON COWELL has been hit with a $180 million (£100 million) lawsuit which alleges he c...",d,0,0,0,1
113,"Criminal Courts Review 2.37 Lord Justice Auld, a senior judge of the Court of Appeal, was appointed by the Lord Chancellor in December 1999 to conduct an independent review of the criminal courts. 2.38 Lord Justice Auld published his final report in October 2001.",m,0,1,0,0
114,"On receipt of such information the court may, if it seems appropriate, or if no or insufficient information is provided, arrange a further case management conference with a view to making such further orders as may be necessary. 4.13 In straightforward cases the parties may submit agreed directions not less than 7 days in advance of the conference for the approval of the judge.",u,0,0,1,0
115,"The judge, who admitted he was taking an ""exceptional course"" of action, said: ""You have a long history of making hoax calls to persons in authority, including the police.",m,0,1,0,0
116,"""As a result of such a propensity to unilaterally act as an international prosecutor, judge and jury, there is also now a threat for these countries to launch pre-emptive military strikes on the nuclear facilities of the alleged proliferating states,"" he said.",u,0,0,1,0
117,"Judgment Held, allowing the appeal, that the judge had significantly understated the position when he said that it was possible that the mother''s unhappiness arising from refusal of the application would affect the children adversely: the authorities in this area show that transference of unhappiness from primary carer to child is almost inevitable.",m,0,1,0,0
118,Prime minister Guy Verhofstadt asked the Belgian justice ministry on Monday (26 June) to investigate whether SWIFT acted illegally in allowing US authorities to inspect the transfers without the support of a Belgian judge.,u,0,0,1,0
119,Roche was to appear before a Lake Superior Court judge on Thursday to discuss his resentencing.,u,0,0,1,0
120,"Other contributors to the process included a judge for the Malcolm Baldrige National Quality Award, and ISO9000 experts.",u,0,0,1,0
121,"He submits, as I have said, that the judge addressed all the relevant issues.",u,0,0,1,0
122,"How, then, do we judge anybody, living as we do in the wake of the extraordinarily brutal 20th Century?",d,0,0,0,1
123,"Unless, therefore, the judge has made it clear that she regards her functions to be limited, I think it should be assumed that she understood them correctly.",f,1,0,0,0
124,"However, all this forensic activity was to no avail because the judge in Bermuda, Mr Justice Bell, somewhat churlishly in my view, declined to assist the English Court in the face of opposition from the Trustees.",m,0,1,0,0
125,"Perennial Sony judge favourites Jo and Twiggy are pitted against last year''s winner, XFM''s Christian O''Connell, Danny Baker from BBC London 94.9, Radio 1''s Zane Lowe and Justin Moorhouse from Key 103.",d,0,0,0,1
126,"Because the VT had not made the necessary findings to enable him to answer this question for himself, the judge remitted the appeal back to the VT to reconsider its decision.",m,0,1,0,0
127,"My client is confident about the outcome of these proceedings; he is, after all, a personal friend of the Italian Prime Minister and the presiding judge.",u,0,0,1,0
128,She asked for compensation for the way in which LAB had dealt with her application to be given in the form of granting her legal aid to bring the case to trial. 17/3/98 Mrs A wrote to CS saying that from the information they had given her she had obviously been sent the wrong form at the outset and had found out only by chance that the judge had ruled her case unsuitable for arbitration.,u,0,0,1,0
129,"In the Dearling case, the judge quite explicitly said that he had no idea what the exact outcome would have been if litigated.",m,0,1,0,0
130,"Helpers throughout were just too numerous to mention but several do deserve special recognition: • Alan Cassidy, just for being Uncle and answering innumerable technical, strategic, operational and general knowledge queries, always correctly. • Steve Green, H.O.C.O., for spending hours before and during the contest negotiating with miscellaneous bodies for numerous purposes. • Jen Buckenham for co-ordinating shed-loads of paperwork for (occasionally) disorganised pilots and judges, and providing sustenance for same. • Graham Hill for acting as local guide and host for South African guest judge John Gaillard. • John Gaillard for his very professional and authoritative style as chief judge, with highly analytical conferences after every flight to ensure absolute judging consistency. • Peter Macintosh, ex Red Arrows (who incidentally provided an 11 ship low-level fly-by-with- smoke ""tribute to British Aerobatics"" on Sunday morning), who spent two days transiting to and from Scotland to judge, and who was delegated to brief the contest on weather.",m,0,1,0,0
131,"Disney Intense cross-exam brings out Eisner''s difficulties in getting Ovitz to leave, no one has been sacked so many times from the same job 18.11.04 LA Times Disney Ex-director Gold, a leader in anti-Eisner campaign, tells judge Eisner ''kept him in the loop'' in respect of arrangements for hiring Ovitz, whose $140m severance is centre of governance suit 11.11.04 NY Times, Disney Links, US Governance Links Disney Ovitz tells court his efforts to reform company were undermined, testifying it shareholder suit against ex CEO Eisner that Ovitz pay off was breach of fiduciary duty 27.10.04 NY Times Disney Shareholders have brought directors to court for ''rubber stamping'' appointment of Michael Ovitz, who took $140m for a few months'' work 21.10.04 Guardian Marvel Sues Disney Marvel Comics",u,0,0,1,0
132,"JUDGE , D.",d,0,0,0,1
133,"""What Mr. Gibbons is saying"", said the judge, ""is that it would cost substantially more than US$200,000 to replace the carrier.",u,0,0,1,0
134,""" Given that the guardian''s recommendation was conditional on the court being satisfied that CG would obey court orders in future, the judge was fully entitled to conclude that she was not so satisfied.",f,1,0,0,0
135,We had an initial discussion together and then Rosie spoke to each judge in turn and then all together and then each judge in turn and then all together once more.,u,0,0,1,0
136,"He has been chief literary critic of The Guardian, and was a Booker Prize judge in 1997.",d,0,0,0,1
137,"Among the most famous have been Larysa Latynina, one of only three women in Games history along with Dawn Fraser and Krisztina Egerszegi, the swimmers, to win the same title at three successive Games, the tiny Olga Korbut and Nadia Comaneci, of Romania, who in Montreal in 1976 scored a perfect 20 (requiring a 10 from every judge) in the asymmetrical bars.",d,0,0,0,1
138,"Each Circuit has its own presiding High Court judge who, with resident circuit judges, takes responsibility for every aspect of the administration of the court system.",u,0,0,1,0
139,""" This second judge simply and swiftly ousted the expert, whereas the first judge would have allowed him to give evidence but been wary about its independence and weight.",u,0,0,1,0
140,The final solution judge advocate fort taxes and the responsible for providing.,u,0,0,1,0
141,"The Case: In Fairgate International v Citibank International (12 May 2005) the Court of Appeal upheld the decision by the previous judge that Fairgate had validly served a notice requiring its tenant, Citibank, to undertake substantial works prior to or on the expiration of its lease at 364-366 Kensington High Street, London W14.",u,0,0,1,0
142,""" Other legal appointments and work Kettle continued as a County Court judge throughout the rest of his career.",m,0,1,0,0
143,"These details can then be given to the other side and if no agreement is reached, they can be put before the court at the first appointment hearing, for the district judge to consider.",u,0,0,1,0
144,"The judge, having heard and considered the expert evidence for both parties, held, inter alia, that the claim failed on grounds of causation.",u,0,0,1,0
145,"Judge: Please have a seat, Ms. Conine.",u,0,0,1,0
146,"Mike Thomas, Preston THE JUDGE: Belgium were the 2002 winners, with Sweden second and Japan third.",d,0,0,0,1
147,"Nonetheless, the judge thought that the present case illustrated the dangers to which claimants were exposed in attempting to make tour operators liable for all accidents which occurred during the currency of a foreign holiday, simply because they were abroad by virtue of a package supplied by a British tour operator irrespective of whether the accident complained of fell easily into the package services which the tour operator had agreed to supply.",u,0,0,1,0
148,05/2003: WRONG SIDE OF MOTORWAY SPEEDSTER IS SENT TO JAIL 14/05/2003: WRONG SIDE OF MOTORWAY SPEEDSTER IS SENT TO JAIL 14/05/2003: THIEVES MAY HAVE COME INTO CONTACT WITH ASBESTOS 14/05/2003: COURT BOOSTS DYSLEXIC MAN''S CLAIM FOR ALLEGED NEGLIGENCE 14/05/2003: POLICE KEEN TO IDENTIFY BODY OF MYSTERY MAN 14/05/2003: SHILLCOCK IS NEW LABOUR LEADER 07/05/2003: LABOUR OF LOVE AS TORIES BOOST POSITION 07/05/2003: JUDGE BARS STALKER FROM TOWNS 07/05/2003: MOTHER GETS LIFE BAN FOR GROSS NEGLECT OF KITTENS,u,0,0,1,0
149,"The judge would direct the jurors that if they felt any legitimate doubt on the matter - and by its nature the defence would be one which the prosecution would often have no means to rebut - they must acquit outright, all questions of intent, mental capacity and the like being at this stage irrelevant.",u,0,0,1,0
150,"In the light of Calvary let him renounce his sin and confide all the issues between him as a sinner and God the judge of all, to the merits of that deep mystery in the precious blood of Jesus.",u,0,0,1,0
151,"Judgment The judge held that, contrary to certain comments in the first edition of the text book, Carver on Bills of Lading, the HVR did not confer a choice on either Trafigura or the shipowners as to which ""limb"" of Article III Rule 6 applied.",u,0,0,1,0
