Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
18,"With this kind of musical ability and dedication, I wondered why a young musician would choose to pursue a career in perhaps one of the most under-funded and under exposed musical genres of the 21st century?",u,0,0,1,0
19,"By meditating on each and every note and phrase, characteristic to the raga, the musician strives to foster his own emotion from its very bud, through every stage of its development, until the emotion blooms in its fullness, only to whither naturally, and pass away with dignity and satisfaction.",m,0,1,0,0
20,"One would say it was implicitly understood, there was an implied arrangement or agreement between those involved that the original contribution of the step-up musician at that point was not treated as a sufficient original contribution to claim copyright.",u,0,0,1,0
21,And if you don''t finds a way to do it then you might be a great musician or write great songs but as a band you were probably never good enough to make it..,u,0,0,1,0
22,"Musician: I have met jamie, but wouldn''t mind if it happened again Actor: Ashton kutcher. he''s such a cute boy.",u,0,0,1,0
23,"Students A selection of alumni who have gone into careers in music Current Fees Latest termly fees as set by the county Joining Terms and conditions and information on joining the Centre Application Form A downloadable application form in PDF Contact Us Contact details for the Music Centre Making Music Opportunities Introduction An introduction to making music in an ensemble Strings Ensembles and groups specifically for string players Wind Ensembles and groups specifically for wind players Percussion Ensembles and groups specifically for percussion players Classical Guitar Ensembles and groups specifically for classical guitar players Everyone A selection of activities any musician can join Events Forthcoming Events A calendar of all forthcoming Music Centre events Reviews Reviews & photos of events at Music Centre Join our e-Mailing List Information to join the HWMC mailing list Members Information Area Notice Board Term dates and important anouncements Letters All letters published and distributed within Music Centre in PDF Forms & Resources Forms and information on various aspects of HWMC life Music Centre Instrument Loaning Scheme County Music Scholarship Information, conditions and application form Concert Dress VAT Free Instrument Purchase Form Download a form for the VAT Free Instrument Purchase Scheme Parent Teacher Association",u,0,0,1,0
24,"In the case of Ansel Adams a very distinctive style emerged out of early training as a musician, a love of the wilderness and an acceptance of the technical nature of photography.",m,0,1,0,0
25,If you want to be a successful BG musician then you''ve got to try hard and master your chosen instrument.,u,0,0,1,0
26,"Deciding to become a full time musician in September 1970 Ian gave in his notice on a Friday and on the next Monday joined the cult group Brinsley Schwarz, the country rock band managed by ex-Jimi Hendrix tour manager and soon to be Managing Director and founder of Stiff Records, Dave Robinson, who advertised in the Melody Maker for ""a rhythm/lead guitarist with vocal ability to sing, write and play any other instruments, interested or into country flavoured music"" for the group.",m,0,1,0,0
27,"In How Buildings Learn, the musician and artist Brian Eno wrote: ""We are convinced by things that show an internal complexity, that show the traces of an interesting evolution.",m,0,1,0,0
28,"Acoustic Musician and Singer Panel Member Over 15 years ago, I was a musician claiming benefits and trying to make a name for myself - a few years later I was touring the world, performing in world class venues and had produced my first single.",u,0,0,1,0
29,"Still in the asylum where we last saw her, she was visited by a passing musician, who revealed himself to be none other than Nemesis himself.",m,0,1,0,0
30,"Among animals, some learn to speak and sing; they remember tunes, and strike the notes as exactly as a musician.",d,0,0,0,1
31,""" One of my guests was Simon Currie the renowned session musician (Shirley Bassey etc) and alto-sax playing member of The Manfreds) and he was very impressed with the band!",m,0,1,0,0
32,She still doesn''t have a favourite musician or musical genre.,u,0,0,1,0
33,"A galaxy of morally conscious stars were attendance, including musician Chrissie Hynde, Jude Law''s ex-wife Sadie Frost and ''X-Files star Gillian Anderson.",m,0,1,0,0
34,"At the Royal Academy of Music, where she also graduated as Bachelor of Music, her cello teacher was the eminent chamber musician Derek Simpson.",m,0,1,0,0
35,Award-winning composer and musician Ryuichi Sakamoto has made a career of crossing musical and technological boundaries.,m,0,1,0,0
36,"HALFIELD] 1774 THOMAS THACKRAY, musician 1774 WILLIAM AUDESLEY W 1777 SAMUEL KNAPTON, peruke maker 1778 JOHN HAXBY (nephew of Thomas Haxby), musical instrument maker W 1782 JAMES WATSON, musician 1786 JOHN WHITELEY, musician 1788 [PHILIP KNAPTON], organist & composer W 1789 [THOMAS HILL] 1789 THOMAS TOMLINSON, musical instrument maker W 1793 THOMAS KILVINGTON, musician W 1799 HENRY BARNARD, musician 1800 RICHARD COLLINGWORTH, music master 1803 [JOHN ROGERS], music teacher 1807 RICHARD HARTLEY, musician 1807 WILLIAM BEWLAY, musician 1807 WILLIAM STABLER, musician 1809 JAMES SCRUTON",m,0,1,0,0
37,We though about o ... 28-8-0606 at 11:42 AM by: Angel Material ads You sell? you buy? meet up here 21-8-0606 at 08:11 AM by: Angel Musicians It''s written on the tin.... lol Your band is missing a musician? you are a musician missing a ban ... 21-8-0606 at 08:06 AM by: Angel Feedbacks/ideas This Forum is made for you to let us know what you think about anything related to the Website or fo ... 21-8-0606 at 08:02 AM by: Angel The website news.,u,0,0,1,0
38,"Geldof said: ""If you, as a musician, leave the narrow circle of the music scene, you lose some of your credibility.",m,0,1,0,0
39,"It had a unique design that impressed the store owner and a local club musician named Carlos Santana, who bought it.",m,0,1,0,0
40,"Musician and Lady of leisure Hobby Following closely to feet I talk, I play football, I talk, I talk.......",f,1,0,0,0
41,"In 1966, THAT''S what being a rock musician is all about, right?",u,0,0,1,0
42,Every professional musician is performing without fee and every other participant is making a donation to the Christian Aid Tsunami Appeal.,u,0,0,1,0
43,This throws into sharp relief the journey that Elgar travelled from such humble beginnings to a position as the pre-eminent English musician of the age.,m,0,1,0,0
44,"I feel that I am not giving it the respect that people who know about it would give it"" Sam Walker ""When I look at all these masks in the museum, I feel sorry they''re not being used... to me a masquerader is like a musician.",u,0,0,1,0
45,"With musician Patrick Fitzgerald, Fern Smith both meticulously exploits her professional skills and explores new performance techniques, as if the personal trauma has stimulated new methods of artistic enquiry as much as caused emotional confusion.",m,0,1,0,0
46,The manufacturer recently talked with a professional bluegrass musician who hasn''t broken even one hair in a full year of professional bookings.,u,0,0,1,0
47,"Her distinguished profile as a soloist and chamber musician includes concertos with the BBC orchestras of Scotland and Wales, and appearances with such artisits as Radu Lupu, Steven Isserlis and Ernst Kovacic.",f,1,0,0,0
48,"Lastly, Bede was a musician as well!",u,0,0,1,0
49,"To bring a new CD made by a musician friend of Klezmer music to a Mr. Itzak Svartz Kara, the foremost historian of Romanian Jews..",u,0,0,1,0
50,"Scotland on Sunday (25 October 1998 p5): ''Stone age cherry tree find set to rewrite history books'' Daily Record (26 October 1998 p22): ''Stone Age Scots go back 10,000 years'' The Sunday Times (18 October 1998 The Culture p10): ''The history man'' Portrait of musician Julian Cope who has just written a guide to Britain''s ancient monuments.",m,0,1,0,0
51,"Thus commenced her second career, as a musician.",f,1,0,0,0
52,"It was not long before the assembled masses were heading for the local hostelry, the Fife Arms, for an evening of wine, women and song (the latter provided by the local large ladies club and a moderately (un)accomplished solo musician and vocalist, with the opportunity to sing along).",u,0,0,1,0
53,"Musician: By ""work"" do you mean practicing guitar?",u,0,0,1,0
54,"Founded by respected composer/musician Artemiy Artemiev and Vladimir Krupnitskiy, Electroshock are truly cutting edge and experimental in their view of electronic music.",m,0,1,0,0
55,"It should come as no surprise that this is due to the overwhelming presence of Sylvester Stewart, aka the young and precocious Sly Stone, as producer, arranger, songwriter and musician on virtually every track.",m,0,1,0,0
56,"A surgeon by profession, he was a skilled and daring mountaineer, and also a painter and a musician, of no mean talent.",m,0,1,0,0
57,"Visual Statement A dancer and musician will provide taster sessions for up to 6,000 schoolchildren.",u,0,0,1,0
58,"There are four categories of grant to local societies: Professional input to local society event i.e. professional designer, writer, musician etc Pump-priming i.e. starter grant for new organisation, or for existing organisation to widen activity/consumers/participation levels, giving a clear indication of the targets and how these are to be achieved.",u,0,0,1,0
59,"According to the musician, he''s comfortable in his adopted home.",m,0,1,0,0
60,"Julie Atherton was splendid as the quirky Serena Katz, a beautiful stage presence and a voice to match and David Randall (Schlomo) was totally convincing as the multi-talented musician.",m,0,1,0,0
61,"We are celebrating Valentine''s Day this year with the company of Liz Lochhead and musician Carol Laula, the National Library of Scotland -- and readers at our outlying collections around Scotland. 9 December 2004 ''For your delight'' The Scottish Poetry Library will close at 6pm on Wednesday 22 December, reopening at 11am on Wednesday 5 January - and we have ideas for gifts, displays of children''s poetry and wintery poems to delight you. 26 November 2004 Poetry online for St Andrew''s Day launch New technology will be used to showcase the best of contemporary Scottish poetry in two online poetry publications, to be launched on St Andrew''s",f,1,0,0,0
62,"Stanley is an unemployed musician, living quietly as the only guest in a seaside boarding house run by Meg and Petey.",m,0,1,0,0
63,Musician Laura Reid wrote to me in very positive terms about a business mentor she had received from the Princes Trust.,f,1,0,0,0
64,"Born in England in 1920, KEN RATTENBURY has been a professional jazz musician for over fifty years.",m,0,1,0,0
65,You''re certainly right about the ''easily-obtained atmospheric effects''; nothing else makes my heart sink quite the way it does when a musician switches on a delay pedal!,u,0,0,1,0
66,"I only want to show my respect here for a master musician, and I can say no more.",u,0,0,1,0
67,Your budget may also have a major bearing on the number of musicians you have since each additional musician and/or vocalist will cost an additional sum.,u,0,0,1,0
68,"John Wilbye Two Sets of Madrigals (1598 and 1609) EM6, & 7 These pieces were written by the house musician to a Suffolk family who became a well-to-do gentleman in his own right.",m,0,1,0,0
69,"This West Midlands artist, writer and musician had encountered obstacles to her music career (because of her age and foreign accent) and returned to writing.",f,1,0,0,0
70,"(February, 1601) Chapter 11: Upon A Fearful Summons Humfrey joins the Company as a musician, although the Globe has been closed for an indefinite period because of its performance of Richard II on the eve of the Rebellion Will weighs up whether he and the Company should escape from London.",m,0,1,0,0
71,"Richard Heinberg is a journalist, educator, musician and lecturer and a Core Faculty member of New College of California, where he teaches a course on Culture, Ecology and Sustainable Community.",m,0,1,0,0
72,"Customer Reviews of Mozart''s Women: His Family, His Friends, His Music Customer Rating: Review Summary: Mozart''s Women is a Superb Look at the Life and Times of a Pure Musical Genius Review: Dame Jane Glover has heard many bravos in her lifetime as a conductor and a musician.",f,1,0,0,0
73,"With the relaunch of the Conclave after a period of hibernation, sadly the environmentalist, talented Bardic musician/storyteller and Druid historian, Simon Owen, has stood down from taking an active role.",m,0,1,0,0
74,"After a chance meeting with an admired musician, he was advised to purchase some equipment and pursue his interest in his spare time.",m,0,1,0,0
75,"His custom guitar workshop is based in Sudbury, Suffolk, U.K. He has been a professional musician/singer for a number of years and has performed many high profile recording sessions, as well as working and recording with several well known artistes including: BB King, Suzi Quatro, Steve Harley & Cockney Rebel, Soul legend Percy Sledge, Little Eva, members of the BBC ''Eastenders'' cast on solo recordings, Pete York (Spencer Davis Group), Frank Gambale (Chick Korea''s electric band) Twink (Pink Fairies) and Ted McKenna (Womack & Womack - Ted was the drummer in Robbie''s band for some time)",m,0,1,0,0
76,"In June 2003, Jools was recognised by Her Majesty Queen Elizabeth II with an OBE in her annual Birthday Honours List for Services to the British Music Industry in his role as a musician and television presenter.",m,0,1,0,0
77,"Arnold Dolmetsch was a musician and instrument maker who was born in Le Mans, France in 1858 and died in 1940.",m,0,1,0,0
78,"Before that I''d done about 15 years non-stop touring in experimental theatre and then when I started to make films, and I''d trained as a musician so I have my music and I write and if I''m not directing a film I''ll work on a script.",u,0,0,1,0
79,"Expect familiar tunes and some obscure treats played by three of the top vintage jazz musicians in England. bridget metcalfe and her band Wednesday 1 November | 8pm £7.50 Enjoy a relaxing evening of music in the company of Essex-based singer, songwriter and musician Bridget Metcalfe.",f,1,0,0,0
80,"I had always thought of Junior as primarily a musician until, one night in a public house in south London, I was introduced to a man by the name of Michael Kelleher (sadly no longer with us) who hailed from Quilty.",u,0,0,1,0
81,"Korean singer, electroacoustic musician and visual artist Ge-Suk Yeo performs an exquisite dialogue between voice and digital calligraphy.",m,0,1,0,0
82,"This can be as fractional as the small distance between musician and amplifier, or as significant as the minimal activity of a musician with a laptop, generating layered sounds of wildly varying dynamic scale and virtual perspective, all moving dramatically around the room in which they are transmitted.",u,0,0,1,0
83,"Ill Ease is the solo project of Brooklyn-based musician Elizabeth Sharp, formerly the drummer for New Radiant Storm King.",f,1,0,0,0
84,"A film maker and musician were also involved, using shots from the sessions and individual''s memories to make up a collage of images.",u,0,0,1,0
85,They worked with an artist and musician to look at the area with completely different eyes and develop a personal response to it.,u,0,0,1,0
86,"He also frequently adopts the role of the loser musician, offering astute little sketches of life on the road.",m,0,1,0,0
87,"Bernadette McAliskey , Michael Rosen and Chris Harman discuss the 1960s Alex Callinicos , Melissa Benn and Kevin Courtney look at Education in a neo-liberal world Acclaimed jazz musician Gilad Atzmon and Martin Smith , author of John Coltrane -- Jazz, Racism and Resistance , celebrate John Coltrane and the civil rights movement Oscar Olivera discusses the battle against neo-liberalism in Bolivia.",m,0,1,0,0
88,"As a professional musician she was already an accomplished Cellist having worked with a few local but reputable bands, nevertheless, she still felt that her business management skills were inadequate to manage and grow her business.",f,1,0,0,0
89,"This is the result of six individuals led by digital media artists Kuljit ""Kooj"" Chuhan and Aidan Jolly, plus Tang Lin (Writer), Miselo Kunda-Anaku (photographer), Jilah Bakshayesh (musician), and Hafiza Mohammed (textiles), in an ambitious three-screen video and sound installation. more ... ''Games People Play'' 06 July 2002 to 25 August 2002 ""Games People Play"" is an exhibition in two halves, showing simultaneously at Castlefield Gallery in Manchester and Storey Gallery in Lancaster.",u,0,0,1,0
90,Mickie was one of the great â€œentrepreneursâ€? of music ; always knew which writer to put with which artist/musician/arranger.,u,0,0,1,0
91,"Intuition would suggest that the increased distribution and consumption of recorded music of a specific musician, no matter if authorized or unauthorized, augments the popularity of that specific artist.",u,0,0,1,0
92,"The Hon. James Lascelles : The second son of the Earl of Harewood was a hippy in the 1970s, a rock musician, and lived in New Mexico in the 1980s.",m,0,1,0,0
93,"A Fanfare should be selected to suit the time and key signature of the chosen hymn. 118207D 50 HYMN PRELUDES £17.50 189513S 50 MORE BAROQUE FILLERS FOR ORGAN Various £14.99 This superb collection of Baroque organ music, carefully selected by renowned church musician & composer Colin Mawby, is specially designed to fill the gaps which occur in liturgical worship.",m,0,1,0,0
94,"By playing along, you advance toward the goal of every aspiring musician: to play with a band!",u,0,0,1,0
95,"Listeners will be treated to some magnificent lead guitar work by the retro-maestro, Peter Baylor, whose expertise as a musician is respected all around the country.",m,0,1,0,0
96,"Coltrane couldn''t be seen as a Zeuhl or RIO musician, but no one would argue that he has nothing in common with us.",m,0,1,0,0
97,"Okay, there''s an extra session musician in the Stereophonics, but who''s counting?",u,0,0,1,0
98,"Some delights available to the rock musician are also provided for the folk artist - feedback at sound checks, broken limbs from falling off stage, electric shocks (harder to come by, though increasingly widely available) - but there are more exclusive pleasures to be gained.",u,0,0,1,0
99,"About the author Tad Wise is a journalist, actor, musician, and stonemason, as well as a former student of Robert Thurman.",m,0,1,0,0
100,An bugler award of Third was made to Drummer Bugler Alison Pacey in the individual musician competition.,f,1,0,0,0
101,"As a solo harpsichordist and chamber musician he has toured extensively within Europe, as well as to Japan and the USA.",m,0,1,0,0
102,"I have an unusual perspective on this question, for I am that unusual musician, a harpsichordist who plays Blues, or a Bluesman who is a harpsichordist, depending on which way you look at it.",m,0,1,0,0
103,What is the difference between a professional musician and one that hears him?,m,0,1,0,0
104,"I have a full-time (very tedious) job, and wanted to try to get some work free lance as a musician.",u,0,0,1,0
105,""" What kind of childhood led you into being a musician?",u,0,0,1,0
106,"Gilad Atzmon is an acclaimed musician, writer and political commentator.",m,0,1,0,0
107,"He is a skillful musician and a ""feel good"" comedian.",u,0,0,1,0
108,"""Marina''s talent as a musician and artist [is her ability] to interpret and perform the great classical songs of yesterday and make them her own"" A singer, violinist and performer, Russian beauty, Marina Laslo is a young, modern day soprano who is among a stream of crossover artists contributing to the ""new look"" of classical music.",f,1,0,0,0
109,"For more information By Admin (Admin) on Tuesday, December 07, 2004 - 12:03 pm: Beatles The band was formed in 1994 by musician /actor Chris O''Neill inspired by his successful acting performance in the BAFTA Award winning Beatle film ''BACKBEAT''.",m,0,1,0,0
110,"He was a man of culture, a fine musician and a sportsman who brought back the Admiral''s Cup.",m,0,1,0,0
111,"''Coming To Town'' is basically twelve bar blues - now every musician has, at some point, written a twelve bar blues piece.",u,0,0,1,0
112,"Bailey from Maine, US asks: Have you ever thought about what you would have chosen for a career if you hadn''t turned out to be such a talented musician?",u,0,0,1,0
113,"The famously iconoclastic 41-year-old musician sought casual conversations with label execs and talent scouts, hoping to learn something useful about the industry he''d come to mistrust.",m,0,1,0,0
114,Tim is well known locally as an accomplished musician.,m,0,1,0,0
115,"Half the London subscribers to Ford''s 1822 book were from Islington - maybe there is a connection.) Naturally, the trained musician had something to say about instruments and their players.",u,0,0,1,0
116,"Newcastle-born musician Sting, winner of 17 Grammy Awards – five with The Police and 12 as a solo performer – and a Golden Globe Award, author, environmentalist and humanitarian, will become an honorary Doctor of Music (DMus) at a ceremony in the University on Friday 5 May 2006.",m,0,1,0,0
117,"Robert comes to it as a musician I think, and a musician''s singing is awfully nice.",m,0,1,0,0
118,"There are a variety of career paths to choose including military, entertainment, musician and even criminal!",u,0,0,1,0
119,"NEW MUSICAL EXPRESS July 7, 1973 The helmet of the policeman is on the head of the musician FAUST IN BRITAIN FAUST WERE bored.",u,0,0,1,0
120,Sailed with him richly paneled cabin over passengers popular musician soliciting.,u,0,0,1,0
121,"(leader of the Lindsay String Quartet); Tim Melville-Ross (former head of CBI and Institute of Directors); Stephen Dorrell (Health Secretary 1995-97); Stephen Fry (actor and writer); Dickson Poon (businessman and non-executive Chairman of Harvey Nichols); Jonathan Agnew (England cricketer and Chief Cricket Correspondent for BBC Radio); Rick Stein (chef and restaurateur); Johnny Vaughan (TV presenter); Charles Dunstone and David Ross (co-founders of Carphone Warehouse), Jenny Willott (MP), Charlie Simpson (musician & former member of Busted); Harry Judd (musician & member of McFly).",u,0,0,1,0
122,"I think a musician like Gilby should really have deserved a larger crowd, but there''s no doubt that he gave his all and hopefully enjoyed himself.",m,0,1,0,0
123,"To quote Jon Weisberger in the liner notes, ""this is a collection whose authenticity must be measured not by the way it corresponds to shallow stereotypes but by the way it expresses the creativity of one musician and his collaborators.",m,0,1,0,0
124,"I really respected Keith Levene as a musician, and to be honest, in a way he made me feel inadequate because of his ability as a musician, his musicianship: Keith could really play.",m,0,1,0,0
125,"She''s a superb singer and musician, and is into a great many things.",f,1,0,0,0
126,Please contact me if you would like a webpage for an old-time musician in YOUR family.,u,0,0,1,0
127,"As the appeasers shouted down the sceptics, and as President Bill Clinton shook hands with Adams on the Falls Road that November, South Armagh murderers were obeying Army Council instructions and working on the bomb that in February 1996 killed John Jeffries, a musician, and his friend Inan Ul-haq Bashir, in their newspaper kiosk near Canary Wharf.",m,0,1,0,0
128,"""I left hospital on Christmas Eve 1964, and in January 1965 I did my first recording session as an independent musician.",u,0,0,1,0
129,"'' From Jazz musician to the Preacher If you have lived through my jazz-fuelled rhetoric up to this point, you will, hopefully, see the obvious analogies for preaching, particularly within what is often termed a postmodern epoch.",u,0,0,1,0
130,"""I think with this album there was a conscious effort to be different because personally I get bored quite easily and especially as a musician I like to try different things.",u,0,0,1,0
131,He was from a musical family and went on to become a musician of international reputation.,m,0,1,0,0
132,THIERRY ZABOITZEFF: Dr Zab And His robotic Strings Orchestra CD £12.99 Strange and eclectic solo album from Art Zoyd musician.,m,0,1,0,0
133,Regular Dr Who musician Dudley Simpson provided the series theme tune.,m,0,1,0,0
134,"I am an artist, writer and musician and have a Diploma in Art & Design gained at the University of Brighton (then Brighton Polytechnic) during the 1980s.",u,0,0,1,0
135,"A professional musician, She started a Nottingham based company called the ""Kids Ceildh"" earlier this year and had a successful summer putting on events for various children''s groups, including the Council''s Summer Play Festival.",f,1,0,0,0
136,Experienced Manchester based musician Richard Iles was making his first appearance with the band on flugelhorn.,m,0,1,0,0
137,"I spoke to the about the difference between playing as a conventional musician (where you play with the other instruments and at the same time) compared with, say, a percussionist approach (where you listen to the music, decide where the accents are, listen to the space, and place a few well placed notes to transform the music.",u,0,0,1,0
138,"The four-movement sonata in A in London, which the immigrant musician Johann Christoph Pepusch may have acquired from Torelli in Berlin just before journeying to England in 1697, is an exciting piece offering much opportunity for virtuosic display, often in dialogue form, by both violin and cello.",m,0,1,0,0
139,"Musician Morrissey pledged his support by posing for an ad with canine friends and holding a sign stating, ""We hate Iams"".",m,0,1,0,0
140,"Despite being written so that a non musician should hopefully understand the content, the detail it goes into is written for the more advanced student.",u,0,0,1,0
141,"If you are a musician or other non-masked participant in some masked ritual, the Masks depend on you - they are both powerful and vulnerable.",u,0,0,1,0
142,"She railed at the prospect of being called a jazz musician: ""Jazz is a white term to define black people.",f,1,0,0,0
143,"Post by: PerfectPisces on June 13, 2006, 10:55:21 PM thats just some thing i didnt need to kno musician Title: Re: Chocolate!",u,0,0,1,0
144,"And that''s what makes me like a track or not, whether it is all done by machines or whether it''s by a musician and if it''s a song or not.",u,0,0,1,0
145,"There were composers, considered extreme by some audiences, who used traditional instruments in unconventional ways, overturned principles previously considered fundamental, and questioned the roles of composer, musician and listener.",u,0,0,1,0
146,"A prolific session and touring musician, he has also worked with Francis Monkman, Mike Oldfield and the theatrical music composer George Fenton.",m,0,1,0,0
147,"So there was my chance, and that''s how I started - quite accidentally - as a musician within a church setting.",u,0,0,1,0
148,"She was a very sensitive musician and some of her pieces were very nice; it was not always easy for her, alone on the stage, in front of an audience who were impatient to see Magma.",f,1,0,0,0
149,"It is the invention of Joe Barrick and is, in fact, not just one instrument, but several, combined in such a way that one musician can play them all at one time.",u,0,0,1,0
150,But the original title of the song and the title which is in the digitised manusript is not Hen Wlad fy Nhadau but Glan Rhondda . James James was a musician who earned his living by playing the harp in the inns of Pontypridd.,m,0,1,0,0
151,"Blagrove & Sons . However, Henry Gamble Blagrove was determined to follow the example of his famous namesake - the noted violinist and musician Henry Gamble Blagrove (1811-1872) - and by 1899, he was working as a Teacher of Music and instructing students in the playing of the banjo at 73 High Street, the Blagrove family home.",m,0,1,0,0
152,"Composed and arranged from recordings made for this first performance, of Quaker jazz musician David Mowat''s 1000 mile walk and 2,500 mile bus & hitch between Bristol and Jerusalem.",m,0,1,0,0
153,"JDC are currently working with musician Orphy Robinson, dancer Robert Anderson and tutor Jane Aston to make an improvisation-influenced piece that will be performed as part of The Place young dancers'' performances on July 15.",m,0,1,0,0
154,"He wore as many hats as he had names for himself: painter, sculptor, architect, writer, poet, underground club manager, musician, promoter, exhibition maker and director of his own museum (momas, the Museum of Modern Art Syros).",m,0,1,0,0
155,Oxford Music Network Tel: 01865 61840 short of a clarinetist or other musician?,u,0,0,1,0
156,Diane''s favourite female musician is Caron Wheeler.,f,1,0,0,0
157,"Yes, you heard it here first folks, a talented musician with a personality and a sense of humour to match.",u,0,0,1,0
158,"Shaun has been working as a community musician and audio visual artist for a number of years and is currently co-running Youth Music project Music Factory at Forum 28, lecturing in sound at Furness College and is a project leader for the Sonic Arts Network.",m,0,1,0,0
159,"He subsequently worked for the notable NDR Orchestra, Hamburg and is now a freelance musician gaining acclaim with the likes of the Jim Mullen Quartet, Claire martin and the Mornington Lockett band.",m,0,1,0,0
160,"That musician, however, is not a rock musician and is incapable of playing rock music.",u,0,0,1,0
161,"Above all, as a talented musician himself, Father Theodore took on the music in the Compound (started by Father Douglass in 1924, and already of a high standard).",m,0,1,0,0
162,"As an interesting career genesis, he was the musician who replaced Pete Seeger in the Weavers and even produced for a time at Motown Records.",m,0,1,0,0
163,"As a classically trained musician, she enjoys the freedom to interpret and respond to the music that this dance form encourages.",f,1,0,0,0
164,Buddy Walker is a professional entertainer and skilled musician in his own right with a relaxed and easy manner that gains an instant rapport with the audience.,m,0,1,0,0
165,"The stage version, admittedly abridging things, focusses on a rich boy who breaks with his family because of his desire to become a musician, but who unknowingly leaves his cousin pregnant when he goes.",m,0,1,0,0
166,"His words at best are brilliant, but I have always considered myself the better musician.",u,0,0,1,0
167,"According to family tradition, young Eddie was to become the only musician in the family and was able to play the two row melodeon (or button accordion, as it is called locally) when only four or five years old.",m,0,1,0,0
168,"It is false reasoning, for William Barnes was an extraordinary man, he was not just a brilliant poet, but also a linguist, a teacher, an inventor, a priest, a scientist, an artist, a musician, a historian and an economist.",m,0,1,0,0
169,The William Herschel Museum is a delightful Georgian townhouse which was home to astronomer and musician William Herschel and his sister Caroline during the last quarter of the 18th century.,m,0,1,0,0
170,Speakers including renowned enjoyed the extra popular musician soliciting.,u,0,0,1,0
171,"It''s part of the Highland estate that was recently owned by rock musician Ian Anderson, of Jethro Tull.",m,0,1,0,0
172,"He has exhibited his digital art works at the Lux Centre (London), the South Back Centre (London) and Sonar (Barcelona) and is published as a musician by EMI.",m,0,1,0,0
173,"JILAH BAKHSHAYESH a musician trained in classical violin yet crossing over into Klezmer, Iranian and Jazz.",m,0,1,0,0
174,Project descriptions: David Byrne''s (musician) The idea of this funky poster was inspired by David''s music.,m,0,1,0,0
175,"His grandfather had been a music hall comedian, his mother a radio personality and his father a keen amateur musician.",m,0,1,0,0
176,Nobody ever said it would be an easy or beautiful occupation; in fact it must be hard to be a musician.,u,0,0,1,0
177,"The rock musician is at the service of the customer, and the customer knows what he wants, which is the same thing as he got last time.",u,0,0,1,0
178,"is a talented musician, who started training as a Scholarship student at the Purcell School before continuing her studies at the Royal College of Music, under ''Susan Millan''.",f,1,0,0,0
179,"I was just a working musician, been doing it a while and wasn''t pretentious, had no aspirations, I kind of molded in quite well if my voice was sore I would carry on, I''m quite prepared to come in for half an hour or some and then go away again, if I can''t do something I tell him, makes for a good working relationship, as long as every one is very professional about it.",u,0,0,1,0
