Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
59,"For example, consider the following base table: EMPLOYEE(EMP#, NAME, DEPT, SALARY) This table contains, for each employee, his or her employee number, name, department name, and salary.",u,0,0,1,0
60,"Department is required to pay in respect of an employer''s payment), after sub-paragraph (a) there shall be inserted-- ""(aa) where the employer''s payment to which the employee''s application under Article 201 relates is a payment which his employer is liable to make to him under an agreement having effect by virtue of Article 245(2)(e) or (f), is a sum equal to the amount of the employer''s payment or of any redundancy payment which the employer would have been liable to pay to the employee but for the agreement, whichever is less, and"".",u,0,0,1,0
61,"DEPT_NO=DEPT_NO) Practical Work for Week 6 Connect to the sample database (employee.gdb) Create a trigger to prevent an employee details being entered more than once in the employee table Modify the procedure showing the projects an employee works on to show all the employees working on a given project execute all the queries presented above, making note of the syntax and the output write SQL to show the total salary bill for each dept discuss the execution of query shown in example 4 modify example 4 to show the deparment number and salary for each employee record retrieved modify example 5 to show all the departments that have no employees work through tutorial on triggers and procedures",u,0,0,1,0
62,1 non-dep in full-time employment (employees only) 4 1 non-dep in employment but not a full-time employee; (includes on a Government scheme) 5 1 non-dep unemployed/waiting to start a job 6 2 non-deps both economically inactive 7 1 non-dep economically active in full-time employment (employees only) 8 1 non-dep economically active in employment but not a full-time employee; 9 1 non-dep economically active unemployed/waiting to start a job 10 Both non-deps economically active in full-time employment 11 1 non-dep in full-time employee; other in part-time employment 12 1 non-dep in full-time employee; one unemployed/waiting to start a job 13 Both non-deps in part-time employment 14 1 non-dep in part-time employment; other unemployed/waiting to start a job 15 Both non-deps unemployed/waiting to start a job 16 3+ non-deps all economically inactive 17 1 non-dep economically active in full-time employment (employees only) 18 1 non-dep,u,0,0,1,0
63,"As ChaseMellon begins to explore online access, the firm has already seen great success with an intranet distribution service aimed at employee shareholders called VoteDirect.",u,0,0,1,0
64,CHS promotes employee wellbeing within the context of helping organisations meet their business objectives.,u,0,0,1,0
65,"Users enter employee salaries, cost of benefits, and number of employee who left in the Cost of Employee Turnover Calculator in order to see how much each employee cost the company.",u,0,0,1,0
66,"For the estimate it is worth including both the time and money of the external fundraisers (this is what is accounted for if the fundraiser is an employee of the charity, after all).",u,0,0,1,0
67,Disgruntled employee can they aren''t cheappresent cingular and verizon kb s to.,u,0,0,1,0
68,The purpose of the Contract is to ensure that both employee and employer know what is expected from each other.,u,0,0,1,0
69,"If the employee belongs to the Executive Organisation, the infraction shall be communicated to the Ministry of Finance & Public Credit for it to decide the corresponding sanction.",u,0,0,1,0
70,Wrongful dismissal does not take account of the reason for dismissal save that in certain circumstances the employer is permitted to dismiss the employee summarily (or without notice).,u,0,0,1,0
71,"Consequently, the security for the loan is the house itself and the anticipated retirement benefits of the employee.",u,0,0,1,0
72,"It is important that a database policy is specifically tailored for individual company requirements and objectives, but the following basic principles should be included in any database policy: The contents of any database may not be used for any purpose other than proper company business An employee is prohibited from copying any part of the database or transferring any part of the database onto any other electronic media Approval should be sought if an employee needs to remove any details from the database for use outside the company premises Any breach of the prohibitions or any other form of misuse will result in disciplinary action up to and including dismissal At the end of employment, the employee should return all confidential information taken from the company''s premises, for whatever reason.",u,0,0,1,0
73,"I can announce that, under our new employee share ownership reform, all shares held for five years will be exempt from both income tax and capital gains tax.",u,0,0,1,0
74,"(S/he may be a volunteer, trustee or employee.) The organisation must be a member of South West Forum or a member of an organisation in membership of South West.",u,0,0,1,0
75,"However, this exclusion shall not apply to any Claim arising out of any bodily Injury, mental injury or death of any employee that is caused by any negligent act, error or omission of an Assured, where the employee is a patient of the Assured.",u,0,0,1,0
76,"Our Equal Opportunity Charter We will seek to employ staff from all sections of the community We will seek to find out the special housing needs of people who may be disadvantaged in their search for a home We will seek to ensure equality of opportunity and treatment for all residents and the general public In developing new projects, we will be mindful of the requirements of people with special needs We will take action to encourage the widest cross-section of people to apply for our homes All forms of harassment against or by a tenant or an employee will be dealt with promptly, firmly and sensibly In hiring contractors and consultants and in working with agencies, we will set standards of service for equal opportunities We will ensure that we do not discriminate against people with special needs when we communicate with them We will adopt systems of record-keeping and monitoring to ensure that we do not discriminate PARINS PARINS stands for Partnership Approach to Racist Incidents in North Staffs.",u,0,0,1,0
77,Ten percent (10%) is paid by the employee and ten percent (10%) is paid by the employer.,u,0,0,1,0
78,"Will the new all employee share ownership plan a new best seller, or is the idea of greater savings flexibility a myth?",u,0,0,1,0
79,"If you are responsible for paying wages to the agency worker you are required by law to pay tax credit to them from the date shown on the TC700 unless your employee stops working for you before the start date on the TC700 Or, you do not expect to pay your employee for at least three consecutive pay periods starting with the pay period that includes the start date In these circumstances you should tick the appropriate declaration on the start notice and return it to the Tax Credit Office.",u,0,0,1,0
80,Ensures that the departing employee is not a permanently disgruntled one.,u,0,0,1,0
81,"As Head of Employee Communications, he is currently responsible for developing and executing British Gas employee and change communications at a time of major transformation for the business.",d,0,0,0,1
82,""" (*Atlanta Journal-Constitution*, 7 Mar 1997; Edupage, 9 March 1997) News from the Land of Tamperproof Things Peter Wayner <pcw@access.digex.net> Thu, 13 Mar 1997 16:12:57 -0500 (EST) The *Wall Street Journal* (13 Mar 1997) reports that Roger Johnston, Los Alamos employee, ''''prides himself on being able to open anything-- and without leaving a trace.",m,0,1,0,0
83,"Greene. page top^ RETIRED CENTRAL BANK STAFF IN CANADA MAY SUE A group of 1,200 Bank of Canada retirees may sue the central bank, claiming it refuses to discuss sharing a surplus in the employee pension plan, a report by Bloomberg said.",d,0,0,0,1
84,The demonstration to your staff that you care about an organisation that might be called on by them in the future - effectively increasing employee loyalty and your credibility as an employer.,u,0,0,1,0
85,"For an employee request for information and consultation to be valid, it must be made in writing by at least 10% of the workforce.",u,0,0,1,0
86,"Sympathy It was agreed, on the proposal of Councillor Kerrigan, that the Council send a letter of sympathy to Mr Bill Laird, Council employee, on the recent death of his aunt.",m,0,1,0,0
87,What happens if I am an employee and I expect to have some maternity leave?,u,0,0,1,0
88,The use of for the employee if your dealership.,u,0,0,1,0
89,But before then department employee policy bluff at youpoker watch how hands.,u,0,0,1,0
90,""" The authors also stress the danger of companies being sued for defamation where an employee has made untrue statements about a competitor and remind readers that the footers to all business e-mails should contain the mandatory information about the business including the company name, registered company number and registered office address.",u,0,0,1,0
91,"Initially, every employee who paid NI contributions was a member of the scheme, unless they belonged to an employer''s pension scheme that had contracted out of SERPS and was providing a replacement pension.",u,0,0,1,0
92,"The interface is very well thought-out and beautifully done; the layout, menu, employee, and ingredient list configuration is a snap.",u,0,0,1,0
93,"Hugo Weaving in a scene from V for Vendetta V enlists the help of Evey Hammond (Natalie Portman), an oppressed employee of a government- controlled TV network, in a bid to blow up parliament and spark a revolution that will restore power to the people.",f,1,0,0,0
94,Department employee policy should always spend play and the remember how many.,u,0,0,1,0
95,"It did this applying the rule that tribunals should take account of what a dismissed employee gets in a new job, when calculating their loss of earnings compensation.",u,0,0,1,0
96,"It is very simply this: they have all opened their doors to the University of Buckingham''s Service Management students to carry out research projects in cutting edge areas dealing with: service quality; service delivery; human resource management; service level agreements; organisational transformation; the link between employee motivation and customer satisfaction; the changing psychological contract between employers and employees; customer retention and referrals; use of e-channels for word-of-mouth marketing Despite the fact that 70% of world economy is fuelled by service and Britain''s net trade deficit of £36bn last year was made up of a manufacturing economy deficit of £46bn and a service surplus of £10bn, the University of Buckingham continues to be the only University in all of Europe that offers a full-time, generic programme on Management of Services.",u,0,0,1,0
97,"If the employee does not give you a form P45 because they claim to be self-employed, look at the terms on which you took them on and refer to the Inland Revenue leaflet Employer or self-employed? - A Guide for Tax and National Insurance, IR56/NI39 for guidance.",u,0,0,1,0
98,"Other factories, such as the Whites lemonade factory were models of good employee relations and sources of great pride.",u,0,0,1,0
99,Please email: catherine@volunteercentrewestminster.org.uk Download Do Something for Paddington Week 2005 Report Case Study: Time for Paddington End of Year Report 31/03/05 Time for Paddington was set up at the end of 2003 to promote employee volunteering throughout Paddington Waterside in the local community.,u,0,0,1,0
100,"For example, if a job occasionally involves going onto the open roof of a building an employer might have to transfer this work away from an employee whose disability involves severe vertigo.",u,0,0,1,0
101,I was horrified at the way one employer treated his employee who had given him 10 years faithful service.,u,0,0,1,0
102,"Licensed to major corporates as an employee communication and administration tool, the internet service will provide employees with a comprehensive picture of, and ability to manage, their equity entitlements.",u,0,0,1,0
103,"Earlier this year, a female employee at communications company MCI had her laptop stolen from an unlocked car in her garage.",f,1,0,0,0
104,"Among others, this entails the employer being responsible for the safety of equipment and machines put at the disposal of the employee.",u,0,0,1,0
105,"Mr. Sharma''s teenage son even took a job at McDonald''s last year, and drawn by the generous employee discount, the Sharma family consumed countless bags of fries.",m,0,1,0,0
106,"No action may be taken or threatened against any employee for asking questions, voicing concerns, or making complaints in conformity with company procedures, unless the employee acts with willful disregard of the truth.",u,0,0,1,0
107,"The employee, his/her work-based colleague or trade union representative may direct questions to the manager or any of the witnesses based on the submitted evidence.",u,0,0,1,0
108,"Like so often, there may be another side to the case, but on the face of it the firm seems to have adopted a somewhat heartless attitude to this employee.",u,0,0,1,0
109,"It also extends to the employment by the charity of businesses where a trustee is managing director or has a significant interest as an employee or shareholder, and to any businesses owned by a trustee, or in which he or she is a partner.",u,0,0,1,0
110,The consequences of poor management can seriously damage a company''s bottom line . Replacing even one employee can cost six months or more of that employee''s salary when all costs are taken into account.,u,0,0,1,0
111,"But some relief may be available if the employee, after the relevant time limit, has part of the £8,000 exemption still unused.",u,0,0,1,0
112,No payment is required for: any employee who leaves the job of his or her own accord any employee who has been dismissed because the employer is dissatisfied with the employee''s work any employee whose service ends on or a fter his 65th birthday any employee whose sole employer is his or her spouse unless the employer is a company or partnership any self-employed persons in business on their own account or partners in a business.,u,0,0,1,0
113,"To update an employee''s return - There may be certain circumstances in which an employee is unable to enter their own data, or there may be an inputting error which the Administrator has been asked to correct.",u,0,0,1,0
114,"For a textiles and plastics company based in York with 15 employees aged between 30 and 39 years and a £100 excess it would cost £17.36 per month per employee on the Bupa Premier Cover scheme, which is almost identical.",u,0,0,1,0
115,"Staff Development is equally the responsibility of the College and specific members of the team with training responsibilities, the individual employee and the employee''s Head of School/Manager.",u,0,0,1,0
116,"The pre-emption rules do not apply to shares allotted under an employee share scheme, subscriber shares and bonus shares or shares issued for non-cash consideration (for example on a vendor placing where shares are deemed to be issued for non-cash consideration i.e. the vendor''s shares in the target).",d,0,0,0,1
117,Prwora were much the safety net of non-wage employee.,u,0,0,1,0
118,"Responding to a request for access A8 Employees are legally entitled to receive a permanent copy of all the information held in any employee record, including any expression of opinion or indication of intention about the employee.",u,0,0,1,0
119,"Where that fails to bring about the required improvement, the employee will be subject to the Conduct Code. 4.",u,0,0,1,0
120,"On 20 August 1996 Perry Birch, an employee of the Warrington-based contractor PNT, was assigned to the Forest Products Terminal.",m,0,1,0,0
121,"Section III Presents 12 case studies of the practice of employee community involvement across companies in very different businesses with origins in the United States, Europe, Asia and Australasia. * Section IV Reviews how employee community involvement is developing in the various regions and countries by indigenous and international companies.",u,0,0,1,0
122,With few exceptions employee shareholders are often not sufficiently organised so as to ensure that they use their shares as a block vote.,u,0,0,1,0
123,""" The building was officially opened at a tape-cutting ceremony by the company''s longest-serving warehouse employee, Martin Wheeler, who joined 18 years ago.",m,0,1,0,0
124,"However, in such circumstances the company may need to make a charge to the profit and loss account before the date of award if, on entering into the arrangement with the employee, the company incurred an obligation.",u,0,0,1,0
125,"My father is a civil servant [employee], and my aunt is a sectarian, a Baptist.",u,0,0,1,0
126,"Racing driver Bruno Senna (pictured), nephew of the late Ayrton Senna, made one Deutsche Bank employee very happy when he drew the winning ticket at a recent raffle held in conjunction with our corporate partner.",u,0,0,1,0
127,"As part of this broadly based advisory role we have specialist units in such areas as intellectual property and information technology, mergers and acquisitions, reconstructions and insolvency, competition law, banking and employee benefits.",u,0,0,1,0
128,"From her own experiences of having worked for large organisations and also for herself, she has formed definite views on how the employee/employer relationship could be more balanced.",u,0,0,1,0
129,""" A damages payment, in the Inland Revenue''s eyes, would take into account all salary and benefits that would have been available during the notice period and take into consideration any mitigation, for example where an employee had managed to secure alternative employment before the end of the notice period and had by doing so reduced the loss or damage caused by the employer''s breach.",u,0,0,1,0
130,"At the end of paternity leave, an employee is guaranteed the right to return to the same job as before on the same terms and conditions of employment as if he had not been absent, unless a redundancy situation has arisen.",m,0,1,0,0
131,"Smoking & Health The Council has adopted a no smoking policy and smoking is not permitted in the Civic Centre and all other Council offices and workshops Equal Opportunities As an equal opportunities employer, the Council aims to ensure that no job applicant or employee is discriminated against on any grounds, such as, disability, ethnic origin, age, sexual orientation, language, religion or belief, political or other opinion, national or local origin, association with a national minority, locality, property, birth or other status.",u,0,0,1,0
132,"about it. â€¢ The steps that an employer should take are those that are reasonable in the circumstances. â€¢ What is ""reasonable"" is dependent upon the size and scope of the employer''s operation, its resources and the demands it faced at the time. â€¢ An employer who offers a confidential advice service with referral to appropriate counselling or treatment services is unlikely to be found in breach of his duty. â€¢ If the only effective and reasonable step would be to dismiss or demote the employee, the employer would not be in breach of his duty to allow a willing employee to continue in his job. â€¢ The employee must show that it was the employer breaching his duty that caused or materially contributed to the harm suffered.",u,0,0,1,0
133,"""Person serving with the Police"" means; a member of a police force; an employee of a police authority who is under the direction and control of a Chief Officer; or, a special constable who is under the direction and control of a Chief Office.",u,0,0,1,0
134,What do we do when an employee wants to start contributing to their EasyBuild pension? 5.,u,0,0,1,0
135,"They had to decide between two conflicting tests: the ""function"" test: where was the employee based at the material time of the dispute? and the ""contract"" test: looking at the contract and a whole period of the contract (not just the most recent period), where did the employee ordinarily work?",u,0,0,1,0
136,"However, the available leave options and reduced hours were in most cases unpaid, or time had to be made up by the employee.",u,0,0,1,0
137,"Intermediaries Sodalitas (Association for the Development of Entrepreneurship in the Social Economy), a not-for-profit intermediary organisation linking the corporate and non-profit sectors, is pioneering new forms of corporate support, most notably employee involvement.",u,0,0,1,0
138,"The employee meanwhile no longer has a job for life even in areas such as banking, accountancy, medicine or the law.",u,0,0,1,0
139,"This not only saves on the time and costs associated with recruitment, but also helps retention as having completed the work placement both the employer and employee know what to expect.",u,0,0,1,0
140,"Why join Huxley Associates Working for Huxley Associates as a recruitment consultant means you''ll be joining a company that cares about your success. · We are able to fast track consultants into management within two to three years. · We provide training from our dedicated internal training team who offer a full training and ongoing coaching service to each consultant. · External training · Internal promotion from within- every employee, including the Directors, started with Huxley Associates as a trainee consultant · We offer fantastic incentives- company cars ranging from a citreon saxo to a porshe, team holidays , an annual trip to Las Vegas for five days for the top biling consultants. · Your earning potential is unlimited- our commission is uncapped and unrivalled in the industry · We conduct monthly business reviews and annual appraisals to identify where we can identify and structure training needs to help you improve · We have a firm belief in liasing with existing and creating new",u,0,0,1,0
141,Confidential Information A related issue is how a trustee should act when he receives information in his role as an employee that may be relevant to the trustees'' deliberations.,m,0,1,0,0
142,"Of course, sometimes language difficulties can be an issue, but is the employer''s responsibility to ensure that the employee is capable.",u,0,0,1,0
143,Here a fee which was paid to an employee in pursuance of his contract was pensionable provided that it was paid for his own use and there was not a contractual condition requiring payment of the fee to the Council.,m,0,1,0,0
144,"Elsewhere, employee safety champions are encouraged to accompany safety advisers on inspections.",u,0,0,1,0
145,"The latest employee jobs figure of 683,050 is the highest employee jobs figure on record and the current unemployment rate of 5.1% is 3.0 percentage points below the EU 15 average of 8.1%.",u,0,0,1,0
146,"Liz''s role has included planning for efficient structures, planning for transactions (mainly new equity financing) and development of clients: e.g. employee equity participation, restructuring and eventual exit in addition to delivery of audit and compliance services. top Nick Page - Senior Manager, Assurance & Advisory Services nick.page@gtuk.com T 0870 381 7012 Nick is a senior audit manager in the Media & Entertainment group advising larger privately owned, venture capital backed and listed groups.",d,0,0,0,1
147,""" Rayson adds: ""On a personal note, we were pleased to recently present Airbus employee, Mark Summers, a tic Management of Manufacturing Systems graduate, with the Institute of Electrical Engineers James Cherry Manufacturing Project Prize.",m,0,1,0,0
148,What was significant in this case was that the employee had made a number of complaints over a period of time and that it was practicable for the employer to make changes in the workplace to accommodate this employee.,u,0,0,1,0
149,You may think you can protect your intellectual property by providing that an employee may not set up in competition to you.,u,0,0,1,0
150,"Although the number of employees has increased substantially in recent years, there has been a much greater growth in the total staff costs per organisation than would be accounted by the employee numbers alone.",u,0,0,1,0
151,"To qualify for SMP, the employee must also comply with certain rules on notification and medical evidence.",u,0,0,1,0
152,"Placing the right people into the right jobs Ensuring those selected integrate more effectively Ensuring those selected are more likely to meet the demands made of them Placing people into positions where they will succeed The conclusions of our Assessment Services are provided in a comprehensive documented report showing Results in Percentiles Rankings Recommendations Example Benefits More information about candidates Objective and scientific information about candidates Greater certainty of selecting the most appropriate candidates Recruitment is more likely to be right first time Increases in staff retention Increases in productivity Reductions in employee relations problems Reductions in employee turnover Reductions in stress, tension, conflict and Reductions in costs of HR expenses Method We work with you to define the qualities required, and design a challenging process of task-relevant exercises and Psychometric Tests to identify the skills set and personalities needed from your potential employees.",u,0,0,1,0
153,"So how do you persuade that ""undesirable"" employee to sling their hook?",u,0,0,1,0
154,These benefits can be used to frank pension contributions by the employee.,u,0,0,1,0
155,"These guidelines apply equally to the so called '' IR35 '' rules to test whether a worker would be treated as an employee of the client, if it were not for the existence of an intermediate service company.",u,0,0,1,0
