Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
58,"I ''d be nervous if an employer asked me what I can do, what sort of person I am, or what interests me.",u,0,0,1,0
59,"Once a safety representative is appointed, the employer must be notified in writing of that appointment.",u,0,0,1,0
60,""" company cars are deemed to be entirely non-smoking if they might be used by more than one person, unless it is a convertible car and the roof is open there is no exemption allowing employers to have designated ''smoking rooms'' an employer who fails to display a prominent ''No Smoking'' sign is subject to a fixed penalty of £200 (discounted to £150 if paid within 15 days).",u,0,0,1,0
61,Employer is ca health insurance quote covered coping with the.,u,0,0,1,0
62,Medical grounds - subject to a medical examination by a suitably qualified occupational health physician appointed by your employer your retirement benefits will be put into payment with effect from the next available monthly pension payment date.,u,0,0,1,0
63,Benefits for Employers Benefits of driver training for the employer include both tangible and non-tangible elements such as: Reduced crash and injury rates for employees Potential reduction in insurance premiums Reduced down time Savings in fleet running costs including maintenance and fuel Reduced environmental impact upon the local and wider community leading to improved quality of life for all Enhanced environmental profile Reduced health and safety problems Fulfilling health and safety obligations Dissemination of information beyond the immediate client base Benefits for Employees Benefits to the employee are as follows: Reduced risk Increased confidence Reduced stress levels Reduced conflict Dissemination of information to family and friends Greater awareness,u,0,0,1,0
64,Hilti has developed a practical solution after taking guidance from the Health and Safety Executive (HSE) which helps both the employer and employee understand and comply with the new changes.,u,0,0,1,0
65,The PPE Regulations state every employer shall ensure that suitable personal protective equipment is provided to his employees who may be exposed to a risk to their health or safety while at work except where and to the extent that such a risk has been adequately controlled by means which are equally or more effective.,u,0,0,1,0
66,"Changing the employee''s work location without notice (if it is a major change) In fact anything that breaches the ""mutual trust and confidence"" between the employee and the employer.",u,0,0,1,0
67,"Although there is no obligation on an employer to consult an employee about the commercial need for redundancies, in this case Mallam should have been made aware at an earlier stage that he was at risk of redundancy.",u,0,0,1,0
68,This can be true in service delivery and employment and we are committed to equality of opportunity both in the provision of services and in our role as a major employer.,u,0,0,1,0
69,"For more information on TRS, please click here . The Rent Service is an equal opportunities employer.",u,0,0,1,0
70,"In January 2001 the employment law case Cerberus Software Ltd v Rowley (2001 IRLR 160) considered a contractual clause providing that the employer ""may"" make a PILON.",u,0,0,1,0
71,"If tips are paid by an independently run tronc and the employer is not involved in the allocation either directly or indirectly, there is no Class 1 NICs liability.",u,0,0,1,0
72,"And as his employer had not thought about whether he was likely to re-offend, dismissal was outside the range of reasonable responses open to them.",u,0,0,1,0
73,"Norwich Union was found liable for an e-mail containing untrue statements about Western Provident having financial difficulties and ended up paying significant damages (Western Provident v Norwich Union) . Copyright Where information obtained, by employees, from the Internet or otherwise, without having first sought the requisite consent, is copied and distributed this may amount to copyright infringement for which the employer may be held vicariously liable.",u,0,0,1,0
74,"And behind this is the use of interlocutory injunctions which allow the ballot process to be halted while a Judge decides whether the employer has shown, ''a serious issue to be tried exists or not''.",u,0,0,1,0
75,"Platform for progression: employer training pilots - year two evaluation report . DfES, 2005 (PDF 1.1Mb) - the Employer Training Pilots (ETPs) were established in 2002.",u,0,0,1,0
76,"The dismissal will be automatically unfair if (a) the employee is not informed of the right to request to continue working and the intended retirement date â€"" or is told less than two weeks before the retirement date; (b) the dismissal takes effect while the duty to consider procedure is still underway; or (c) the employer fails to comply with that procedure properly; 3.",u,0,0,1,0
77,Compensation claims are often worth pursuing as up to 95% of all mesothelioma cases are caused because the employer has failed to protect the workers.,u,0,0,1,0
78,"When the employer goes outside of the shop, he decides to himself that he will keep 2 pounds for himself and give each of his employees 1 pound each.",m,0,1,0,0
79,(d) If during those six months the employee gives a written notice to the employer claiming a redundancy payment or refers a redundancy pay claim to a tribunal or submits a claim for unfair dismissal to a tribunal.,u,0,0,1,0
80,You must be working for an employer who participates in the Plan.,u,0,0,1,0
81,"Principles If discussing the monitoring of LGBT employees with an employer, unions should insist on the following principles before it is put into practice.",u,0,0,1,0
82,"If there has been a series of separate contracts with the same employer, the six month time limit does not run from the end of each contract if there is a ''stable employment relationship'' with the employer. 4.",u,0,0,1,0
83,"Tell his Employer he cannot cope, lose his job and risk having no legal recompense or, battle on until he can cope no more?",u,0,0,1,0
84,"It may belong to the originator''s employer, or the person commissioning a work.",u,0,0,1,0
85,Almost half considered it to be the most important benefit an employer could offer.,u,0,0,1,0
86,You can increase your benefits through: Buying added years of membership In-house additional voluntary contributions Free standing additional voluntary contributions Personal pension plan or stakeholder pension Repay a previous LGPS refund Employer awards of membership You can also increase your life cover,u,0,0,1,0
87,The new employer takes over any collective agreements made on behalf of the employees that were in force immediately before the transfer.,u,0,0,1,0
88,"The employer has no right to demand that any such ""Keeping in Touch"" work is undertaken and the woman has no right to undertake such work.",u,0,0,1,0
89,These can be particularly useful as they give both the employee and the employer the opportunity to see whether the position is right for you in the long term.,u,0,0,1,0
90,"Barbara In the case of Barbara, it may well be that nothing is taxable or subject to Class 1A because the private element is small, although whether this is so will depend on the intentions of the employer and the terms of provision.",u,0,0,1,0
91,"Although this line was never built he must have seen opportunities for a man with his skills, for shortly after arriving he left his employer and set up in the town in private practice.",u,0,0,1,0
92,"Fiona will report both to Mike Leadbetter and to Andrea Rowe, chief executive of Topss England, which is the taskforce''s employer.",u,0,0,1,0
93,"In most cases, these time limits can be extended by agreement between the employer and the union(s) concerned or by a decision of the CAC.",u,0,0,1,0
94,"In exceptional circumstances and subject to the legal requirements of the Working Time Regulations, the limits of 2 EPAs and 12 PAs in total may be extended. 13.1.3 Pay will be determined on the basis of a joint assessment of the current and prospective clinical and academic components of the integrated clinical academic workload by the University Employer, the NHS Employer and the consultant through the job planning process. 13.1.4 Superannuable pay will be the consultant''s basic salary (plus any extra programmed activities up to 10 programmed activities in total).",u,0,0,1,0
95,"This means that the employer is not under an absolute duty to do everything physically possible to ensure the health and safety of his employees, but he is subject to a lesser duty to do all that is ''reasonable'' in the circumstances.",u,0,0,1,0
96,"Getting the treatment of PILON''s wrong can be significant for the employer who would be faced with the tax and NI bill on the payment, plus potential interest and penalties.",u,0,0,1,0
97,""" Pension scheme Patrick has a final salary pension scheme with his employer, which receives joint gross contributions of £60.",u,0,0,1,0
98,"Mrs Dixon appealed against this decision, claiming that the ET had made a mistake in failing to address the question of training or an obligation on the part of her employer to give her a three-month trial period in another job, both of which provisions were mentioned in the AA''s staff manual.",u,0,0,1,0
99,"However, employers must be able to pay their apprentice''s wage or allowance · The training provider will take care of all the red tape and administrative requirements for the employer · A source of highly skilled individuals who can become technical experts, supervisors and managers in the future · Staff that will have skills in communication, IT and numeracy that are relevant and essential to modern businesses · Reduced recruitment costs and an effective way of enhancing existing in-house training programmes Employers in Berkshire can find out more about the Apprenticeships programme and how it can benefit their business by contacting 0845 019 4147 or visiting the website on",u,0,0,1,0
100,My message to any employer would be to team up with the Reserve Forces and allow your executives to give it a go.,u,0,0,1,0
101,"The main index covers employment topics, with a pop up menu of Tips for Workers who have Employment Problems, and has a comprehensive list of subjects including recruitment, employment policies and rights, communications in the workplace, and relations between employee and employer.",u,0,0,1,0
102,I should also like to inform the House that the business in Westminster Hall for 2 and 9 February will be- Thursday 2 February - A debate on employer engagement in further and higher education.,u,0,0,1,0
103,"Other options might be a discrimination claim, if the facts support that analysis or, where the employer is a public body, possibly a claim under the Human Rights Act 1998.",u,0,0,1,0
104,"I have just had some new Dolphin and other products under the access to work system, i.e. my employer has only had to pay 20% of the cost.",u,0,0,1,0
105,"Shelley was given stand-down recruitment facilities by her employer, United Co-op (formerly United Norwest), which included paid time-off from her store in Glossop to go out and recruit.",u,0,0,1,0
106,"For example - it is only an example - young mothers who naturally want to take time off to have a child or two but desperately want their job; they still want to be considered valuable to their employer, but they realise that they have to go back home at 4 o''clock to pick up the child.",u,0,0,1,0
107,A woman can change her mind about when she wants to start maternity leave provided that she informs her employer at least 28 days in advance.,u,0,0,1,0
108,""" ""Serving the local community gives mutual advantages to all concerned; the employee gains new skills, development opportunities and fulfilment; the employer sees a meaningful return in increased expertise and self-confidence as well as enhancing their corporate reputation; the community benefits from this valuable human resource.",u,0,0,1,0
109,"Playing poacher turned gamekeeper for a moment, if our positions were reversed and it was myself who was working in the public/not for profit sectors, I would expect and be looking for a range of added value input from any recruitment consultant, including: 1) Up to date, market knowledge . As an employer, I would not expect to have to go out into the market for a Director or Chief executive very often, so my personal knowledge of recent trends in that market are bound to be out of date.",u,0,0,1,0
110,NEVER mislead an employer about exam passes.,u,0,0,1,0
111,"However, when the case was investigated again following Mrs B''s complaint to the Ombudsman, the Revenue accepted that £1,515.44 of the overpayment had been caused by its delay in stopping the payments of Working Tax Credit that were being made to Mr B via his employer - despite repeated requests from Mr and Mrs B to halt the payments. 5.59.",u,0,0,1,0
112,In this article Dr Dick Evans re-examines one such study and illustrates just how relevant its findings around employer requirements still are.,u,0,0,1,0
113,"If residual risks remain, the employer should introduce preventative measures, such as the provision of personal protective equipment and health surveillance.",u,0,0,1,0
114,"That would be burdensome for both the court and the employer. 1.24 If the debtor does ask for a review of his individual circumstances, there are three basic options for implementing the outcome of that review.",u,0,0,1,0
115,"Meyer took his name from the Mayors of Derbyshire while two RAM FM competition winners came up with the name Royce, after city employer Rolls Royce.",u,0,0,1,0
116,We try to ensure that there is a geographic spread over Scotland . It is important that anyone considering taking on this role have control over their work diary and the support of their employer so that you are able to attend meetings that are rotated across,u,0,0,1,0
117,"Under Article 141, an employer may justify a pay policy excluding part-time workers, irrespective of their sex, from the pension scheme on the ground that it seeks to employ as few part-timers as possible, where the means of achieving that aim corresponds to a real need on the employer''s part, are appropriate and are necessary to that aim.",u,0,0,1,0
118,"Every employer has to live in the real world, not the fantasy world of his dreams but the real world.",m,0,1,0,0
119,"Because occupational mobility is closely linked with other forms of labour market mobility (eg changes of employer, geographical mobility) which, in turn, tend to be higher among younger workers, three age groups were differentiated in this analysis; 16-24 years, 25-49 years and 50+ year olds.",u,0,0,1,0
120,Girls were also aware that their mothers often suffer treatment from their husbands which no employer would get away with.,u,0,0,1,0
121,And most Usdaw members need a bit more help from their employer to do this.,u,0,0,1,0
122,"If you do not do many, repay the cost to your employer to avoid the taxable benefit.",u,0,0,1,0
123,"Childcare & Carer Support For many staff, the availability of high-quality, reliable childcare (full or part-time) is one of the most important factors in them being able to return to work and/or choosing to work in a particular location and for a given employer.",u,0,0,1,0
124,Before you start any job fruit picking in Australia your new employer should give you some training regarding safe and effective picking techniques.,u,0,0,1,0
125,Contact your employer for more information.,u,0,0,1,0
126,"The downside of it from your point of view is this: in the event of industrial injury, or grievance, who is your employer?",u,0,0,1,0
127,"You will be strongly encouraged to give your permission for the MOD to contact your employer, but you do not have to until the time comes to re-engage.",u,0,0,1,0
128,"No, the Inland Revenue has agreed that where an employer has paid an employee''s professional subscription to a recognised body, no benefit would be deemed to accrue to the employee and this does not have to be recorded on his income tax return.",u,0,0,1,0
129,Your employer will provide work-based training to compliment your college studies.,u,0,0,1,0
130,"Notifying the employer Once industrial action has been supported in the ballot and ATL has authorised it, the next step is to notify the employer that industrial action is to begin.",u,0,0,1,0
131,The employer can ask for consent to be obtained from them before a worker commits themselves to a confirmed holiday booking or any other arrangement.,u,0,0,1,0
132,"EMPLOYER ADMITS GUILT OVER PAPER SHREDDER DEATH At Norwich Crown Court in June 2005, a director of M.",u,0,0,1,0
133,"The interview is your chance to convince a prospective employer that you''re the right person for the job, and our experience shows that good preparation will settle your nerves and give you a much greater chance of success. 1.",u,0,0,1,0
134,"For example, if a manager is aware that a fellow employee is being subjected to sexual harassment, and does nothing about it, that omission is treated as an omission by the employer and is likely to defeat any attempt to rely on the ""reasonably practicable steps"" defence: see Proving liability for discrimination and the ""Is there a defence"" section of each module of this website.",u,0,0,1,0
135,"My revised aims are: To develop a better understanding of the impact of what working from home has on this virtually invisible workforce, both as individuals and as a staff group; What the implications are for the efficient delivery of the business of the organisation: What might the implications be for managers who find they are bridging the gap between the invisible workforce on the one side and the equally invisible employer on the other side?",u,0,0,1,0
136,"Learning developments The pursuit of learning excellence in line with new technologies, employer needs and academic quality remains at the forefront of our priorities and, to this end, St Martin''s has sought funding, become a pilot site for national HE quality standards in practice in Careers Guidance and gained re-accreditation by Lancaster University for a further five years.",u,0,0,1,0
137,"For example, a nanny earning £200 net a week actually costs their employer £271 a week while a nanny earning £300 net a week actually costs their employer £436 a week.",u,0,0,1,0
138,"Module 2 reviews the structure of the State pension, how employer sponsored schemes are categorised and established and looks at the structure of personal and stakeholder pensions.",u,0,0,1,0
139,Simplicity is important both for employer and employee.,u,0,0,1,0
140,"Regular reviews of progress, constructive advice, support and feedback on achievement to the learner and the employer.",u,0,0,1,0
141,"Consistent with its previous decisions, the Court also said that it did not matter that there was no contractual link between the old employer (the sub-contractor) and Volkswagen or Temco: a transfer may take place where an organisation enters into two successive contracts with different organisations.",u,0,0,1,0
142,He must show that: - There was conduct by the employer that entitled him to leave and this entitled him to terminate the contract of employment without notice - There must be both an unambiguous repudiation of the contract by the employer and an unambiguous acceptance by the employee of the repudiation An employee is not required to notify an employer of his reason for leaving.,u,0,0,1,0
143,"Particularly amongst small employers where the HR function is quite basic, employees deemed to be ''genuinely ill'' are left alone out of a sense of politeness but also a lack of awareness as to what the employer could do to help, assuming that the GP is the judge of when a person is fit to return to work.",u,0,0,1,0
144,There are many things you can do as an employer to reduce the risk of occupational asthma in your workplace.,u,0,0,1,0
145,"In some cases the employer may be required to move the employee to a new post which he or she is qualified to fill (including a post at a higher grade), not merely give him or her the opportunity to apply for it.",u,0,0,1,0
146,"This is the consequence of the much-criticised decisions in Perera v Civil Service Commission (No. 2) [1983] IRLR 166, [1983] ICR 428 (CA) and Meer v Tower Hamlets London Borough Council [1988] IRLR 399, under which a claimant cannot establish that an employer has imposed a discriminatory ""requirement or condition"" within the meaning of section 1(1)(b) except when the criterion in question ""is a must -- something which has to be complied with .... [and] not merely something which could have affected the mind of the employer"" ( Id. at 402 (Balcombe LJ).",u,0,0,1,0
147,"We are now at an important threshold, for the opportunities for passing on costs to the employer in an indirect manner are exhausted.",u,0,0,1,0
148,CYQ works to ensure quality qualifications are delivered via approved centres and actively works to develop new qualifications to meet industry and employer needs.,u,0,0,1,0
149,You must also still provide your employer with medical evidence of the date the baby was due to be born.,u,0,0,1,0
150,Equal Opportunities for Employment South Birmingham Primary Care Trust is an equal opportunities employer.,u,0,0,1,0
151,"The employer of any affected employees has to provide the employees'' representatives with the following information: the fact that a transfer is to take place; when, approximately, it will take place; the reasons for it; the legal, social and economic implications for affected employees; any measures which the employer envisages it will take in connection with the transfer in relation to the affected employees (or if there are none, then the employer must say so); if the employer is the buyer, it must also give information about the measures which the seller envisages that it will take in relation to transferring employees once it becomes their employer.",u,0,0,1,0
152,They will wear the uniform issued to them by their employer clearly badged with that authority/company logo.,u,0,0,1,0
153,"Stewart Purvis, chief executive of ITN (Terry''s employer), says they have been hampered by the military in their search for truth.",u,0,0,1,0
154,"It is essential that employers and sector skills councils be involved at the earliest possible stage in the design of the foundation degree www.ssdauk.co.uk . This involvement should be cultivated and encouraged through the setting up of employer forums, which meet on a regular basis.",u,0,0,1,0
155,Employer supported volunteering is the term used by Volunteering England to describe all forms of volunteering carried out by employees which is supported by their employer.,u,0,0,1,0
156,"The actions taken by the employer following the ending of the strike are in clear breach of the ACAS agreement, between UNISON and the employer and have been referred back to ACAS.",u,0,0,1,0
157,The benefits companies and their employees receive include: professional advice and support a full employee travel survey analysis and postcode map all public transport information and timetables a car park management plan for the employer information on telecommuting and alternative fuels possible improvements of public transport services to the workplace Both the employer and employees can receive the many benefits offered by the network of support companies including: reduced priced travel passes (including 50% discount for one year) discounted bicycles discounted motor scooter and access to training discounted bicycle stands,u,0,0,1,0
158,"The Construction Act says that if an employer wishes to keep its hands on money otherwise due, then it has to send a ""withholding notice"".",u,0,0,1,0
159,Designated smoking areas This would allow an employer to designate an enclosed ventilated smoking area on the premises if they could justify it.,u,0,0,1,0
160,"At any moment his name might be shouted, and he might have to haul himself into the presence of some fresh specimen of employer, and to repeat once more his passionate protestation of interest in the business, his possession of a capacity for zeal--zeal on behalf of anyone who would pay him a yearly salary of twenty-six pounds a year.",u,0,0,1,0
161,Most companies said that employees had concerns about confidentiality - would their skill level be revealed to the employer?,u,0,0,1,0
162,"There is guidance on the new rules in the Capital Gains manual at paragraphs CG69040 to CG69071. miscellaneous Keeping Employers Posted About Online Filing And Electronic Payment Last month, the Inland Revenue wrote to every employer in the UK, telling them how they are affected by the move to online filing of end of year returns for their PAYE schemes.",u,0,0,1,0
163,How does my employer set up a scheme?,u,0,0,1,0
164,"There should be no surprise therefore that government, as a major employer, has had to do the same,"" he said.",u,0,0,1,0
165,"''I thought it was important to visit Sherwood Industries as it is a valuable employer to many of my constituents,'' he said.",u,0,0,1,0
166,"The effect of the amendment is that if a spouse receives different treatment to a civil partner, the employer or training provider etc, cannot successfully argue that there is no discrimination because married persons are not comparable to civil partners.",u,0,0,1,0
167,"paternity leave; dismissal related to adoption leave; dismissal related to the right to request flexible working arrangements; dismissal for having sought, in good faith, to exercise a statutory employment protection right; dismissal for taking, or proposing to take certain specified types of action on health and safety grounds; dismissal of a shop worker or betting worker, subject to certain conditions, for refusing, or proposing to refuse to work on Sundays; or for giving, or proposing to give, an ""opting-out"" notice to his or her employer; dismissal for performing, or proposing to perform, any duties relevant to an employee''s role as an employee occupational pension scheme trustee; dismissal for qualifying for the national minimum wage or seeking to enforce a right to it (or because the employer was prosecuted as the result of enforcement action taken by the employee); dismissal for exercising rights under the Working Time Regulations 1998; dismissal for making a protected disclosure within the meaning of the Public Interest Disclosure Act 1998; dismissal for performing, or proposing to perform, any duties relating",u,0,0,1,0
168,To be a responsible and considerate employer4,u,0,0,1,0
169,The company would be expected to make good any loss of investment return due to late payment of either employer or employee contributions.,u,0,0,1,0
170,"Where it is thought the conduct warrants disciplinary action the following guidance should be borne in mind: the employer should investigate the facts as far as possible, come to a view about them and consider whether the conduct is sufficiently serious to warrant instituting the disciplinary procedure where the conduct requires prompt attention the employer need not await the outcome of the prosecution before taking fair and reasonable action where the police are called in they should not be asked to conduct any investigation on behalf of the employer, nor should they be present at any meeting or disciplinary meeting.",u,0,0,1,0
171,But by and large Article 141 requires the employer of both the Applicant and the comparator to be the same.,u,0,0,1,0
172,"The Local Authority will only allocate places in advance of a family moving into the area where suitable confirmation, such as proof of completion of contracts, a letting agreement, or a letter from an employer has been received alongside the application form.",u,0,0,1,0
173,You can qualify for the exemption if:- you have to move home to; take up a new job with the University of Dundee. continue your current job but in a new location; your existing home is not within reasonable daily travelling distance of your new workplace; the home you move to is within reasonable daily travelling distance of your new workplace; your expenses are reimbursed by your employer; claims are made within the Revenue''s time-limit.,u,0,0,1,0
174,"If your new employer is a member of the same group as the company that awarded the shares, your tax position is not affected, and the new employment is counted as a continuation of the old for the purposes of the plan.",u,0,0,1,0
175,"There is a wealth of skills available to any employer in Wales and I am pleased that Jobcentre Plus is making the most of these opportunities,'' said Mr Smith.",u,0,0,1,0
