Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
177,"I suffer as much from self-doubt as the next person, probably more. -- Posted by rory on 11:53 pm on Nov. 4, 2004 James, Apologies for the fact that this question is primarily about me, but what the heck: I''ve worked for a major bookmaker (I can''t mention names because Chris Bell might sue me) in various guises ~ betting shop manager, supervisor, ops manager, marketing executive (makes spitting noise), wannabe trader etc, etc. for seven years, before taking redundancy earlier this year.",u,0,0,1,0
178,"Sitting in the middle, as the fulcrum, is the shop manager who will sustain (or not) the success that is expected.",u,0,0,1,0
179,He is employed as a charity shop manager.,m,0,1,0,0
180,"In Macclesfield or Crewe we have had a variety of shop manager or store manager positions with excellent salary packages plus pension plans. in Cornwall covering Bodmin Truro Camborne Redruth St-Austell Falmouth Penzance and Newquay we have had shop assistant jobs, shop manager and cashier or checkout staff jobs.",u,0,0,1,0
181,"His run of good luck at local betting shops led to his being banned because as one Betting shop manager told us ""He never lost.",u,0,0,1,0
182,"Anthony Suckling of Bury St Edmunds, a shop manager, said Potter came into my shop and asked for a pair of breeches and said he had a cheque from Simpsons and would he cash it, I said was he Mr Hyslop, he said yes I am Mr J.",m,0,1,0,0
183,The snooty shop manager shows Du Bois some of Renard''s jewellery and of course he recognises it as the stuff that was stolen from him by the highwayman (we were told right back at the start that the highwayman''s action was odd as only Renard and Rodent knew about that particular journey by Du Bois).,u,0,0,1,0
184,""" When buying clothes or trainers, ask the shop manager about the conditions for workers in the factories.",u,0,0,1,0
185,Has at least two years of retail management experience at shop manager or area manager level.,m,0,1,0,0
186,All of our volunteers receive training and work under the guidance of an Acorns-employed shop manager.,u,0,0,1,0
187,Margaret started as an administrator and shop manager but over the last seven years has been trained in many aspects of the manufacturing process and now spends more time glazing and decorating than in the shop area.,f,1,0,0,0
188,"He was promoted to shop manager and believes he deserved it, since he worked very hard.",m,0,1,0,0
189,"During the course of my interviewing I saw one popular Church Street busker being forced to move on by a shop manager, but the worry must be that a new generation of buskers simply won''t bother to start playing in the street because of the red tape, and that will be a loss for all of us.",u,0,0,1,0
190,We regularly have volunteers opportunities at CRY charity shops . Contact the shop manager direct for further information.,u,0,0,1,0
191,If a shop manager recognises an offender they contact the police through the ''Shoplifter Hotline''.,u,0,0,1,0
192,"The 29-year-old print shop manager who last got some in 1995 said he was ""delighted and much relieved"".",m,0,1,0,0
193,"CHARITY THANKS LOCAL LONG SERVICE VOLUNTEERS Local shop volunteers who have assisted in raising funds for national charity HFT in the North West, have been thanked for their long service and dedication. â€œThis is our opportunity to say a big thank you to all of these people who have freely given of their own time to help us raise funds through our shops for people with learning disabilitiesâ€?, said North West regional shop manager for HFT, Pam Wood. â€œWithout their support we would not be able to successfully run our shops and we are very grateful for everything they have doneâ€?.",f,1,0,0,0
194,"A Retailing NVQ covers many career routes including: - sales assistant - buying assistant - shop manager The NVQ will teach you new skills, including: - dealing with customers - handling customer complaints - processing payment - display work - stock handling - stock control - receiving stock deliveries - merchandising - stock ordering - developing customer relations - supervisory skills How do we work?",u,0,0,1,0
195,WORK EXPERIENCE 1999-2001 Aquasports Ltd. Rotherham Shop assistant and acting shop manager during summer vacations.,u,0,0,1,0
