Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
21,"On the nightstand, I left behind me a wrinkled, scribbled note: Dear Ruby, Chet and I will be married in March, after his brief affair with the new law clerk, Heather.",f,1,0,0,0
22,"His young, easy-going law clerk, Phil Crawford, hides a dark secret as he sets out on a mission to change the fate of children betrayed by the justice system.",m,0,1,0,0
23,He was educated at the local grammar school before becaming an articled law clerk in London.,m,0,1,0,0
24,"Although we lack hard facts, we may surmise that before he took up a career as a playwright, Shakespeare engaged in a variety of occupations, probably working with his father in commercial trades (leathers and grains), probably working as a law clerk, and possibly serving as a soldier or sailor for an England threatened by Spain.",m,0,1,0,0
25,"His resume includes experience as a judge on the U.S. Court of Appeals for the 3rd Circuit, as an assistant U.S. attorney general, as U.S. Attorney for New Jersey, as a federal prosecutor in New York City and as a law clerk to Supreme Court Justice William Brennan.",m,0,1,0,0
26,"After that, she served as a law clerk on the Ninth Circuit Court of Appeals in San Francisco, California.",f,1,0,0,0
27,"When, therefore, Portia assumes the name Balthasar for her disguise as Bellario''s law clerk, and assumes the post as special judge in ""this strict court of Venice"" -- that is, a special court where merchants may expect summary judgment on contract enforcement regardless of their ""nation"" 10 -- Shakespeare invokes the popular Daniel lore of the age.",f,1,0,0,0
28,"As a Supreme Court Justice, Frankfurter was first to employ an African-American law clerk, William T.",m,0,1,0,0
29,"The EC also attempted to develop another magazine in addition to the Railway Herald ; this was called Nibs and Quills . The Editor was a law clerk, and although the first copy was published on 1st December 1898 as The Official Organ of the General Railway Clerks'' Association, and other Clerks'' Associations , the railway industry is not mentioned in any of the articles.",u,0,0,1,0
30,"His father was William Penn, a law clerk at Malmesbury, Wiltshire and chief clerk to counsellor at law, Christopher George (whose sister he married).",m,0,1,0,0
31,"Before joining the NUS Faculty of Law in 1998, he served as a judicial law clerk at the Federal Court of Appeal in Ottawa and as a legal researcher and litigation lawyer in Toronto . His main areas of teaching and research are legal theory, criminal law, constitutional law, and anti-terrorism law and policy.",m,0,1,0,0
32,"Prior to joining RGU I worked as a law clerk for a federal district court judge in Detroit, Michigan.",u,0,0,1,0
