Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
20,"Cover each table with newspaper Place a selection of the coloured pens on each table If possible, place a black pen for each pupil at each table (this will speed up the initial part where templates are traced) Depending on your risk assessment, place scissors on each table or have dedicated table for ""cutting out"" At an event Cover the working surface with newspaper Take the coloured pens out of their packs and place in containers at equal distances across the working surface.",u,0,0,1,0
21,"Figures indicate that a pupil who is blind or partially sighted will require 375 educational textbooks in primary school and 750 in secondary school, excluding recreational reading.",u,0,0,1,0
22,To enable each pupil to have access to the national curriculum and to recognise that due to their physical disability many pupils will need to follow an individual programme that allows access at a level appropriate to their needs.,u,0,0,1,0
23,"If all other attempts to resolve the complaint have been unsuccessful the pupil, parent or carer may refer their complaint to the Local Government Ombudsman or Secretary of State for Education.",u,0,0,1,0
24,"On 18 October 1766 Smith''s younger pupil, Hew Campbell Scott, was murdered in the street in Paris.",m,0,1,0,0
25,"Firstly, you will know more about the pupil''s response to the subject: Is it motivating to the pupil? - Is it too demanding on the pupil? - Is it taught too fast for the pupil? - Is to too heavy in content for the pupil? - Does the language suit the pupil etc?",u,0,0,1,0
26,"The motion pointed out the inequalities between the state funding for academies compared to comprehensives – comprehensives receive £7,000 less per pupil.",u,0,0,1,0
27,"And whilst I contemplate your and my condition ( sic parvis componere ) cannot but bemoane, pitty, and deplore the unhapynesse and misery of kings and princes (whilst either they are not born philosophers or philosophers kings) because they never take the Counsel of such honest, wise, and worthy persons as was the author of those Memoires . If I were to be a prince''s tutor, I would cause my royal pupil to reade Comenius over once a yeare at least.",m,0,1,0,0
28,"I would like to thank you a million times for letting us participate in this once in a lifetime opportunity"" (A pupil from Celebration) ""I was so inspired by what other schools are doing with music, I''ve come away with loads of ideas.",u,0,0,1,0
29,These criteria look at the difference between a child''s performance and that of the average pupil of his or her age.,u,0,0,1,0
30,Guidelines laid down by the Book Trust recommend that between £64 and £96 should be spent on national curriculum textbooks per pupil per year.,u,0,0,1,0
31,"It is essential that teachers adjust their methods and materials accordingly, combining group teaching, individual attention and whole-class teaching to ensure that the needs of each pupil are met.",u,0,0,1,0
32,Planning RE using the Mind Friendly Framework for Learning Effective Learning in RE Effective learning in religious education requires clear and purposeful teaching that recognises that: the pupil is an active learner; there should be a dynamic interaction between the pupil and the topic being studied.,u,0,0,1,0
33,"This was collected by our transport department, helped by myself, a pupil nurse, and a group of patients.",d,0,0,0,1
34,The pupil was then left on his own to interpret the task as he saw fit.,m,0,1,0,0
35,"The programme utilises oral reading to pupil partners as well as the teacher, instruction in story structure and specific comprehension skills, and the integration of reading and writing.",u,0,0,1,0
36,"His eyes, which have been variously described, were, it seemed to me, of an indescribable depth of the bluish moss-agate, with a capacity of pupil dilation that in certain lights had the effect of a deep black....",d,0,0,0,1
37,"Lastly is a ''concept'' layout, with some different style buttons in the navigator, and new style Pupil pages.",u,0,0,1,0
38,"As a pupil myself, I would sit by a record player, guitar in hand, lifting and replacing the arm until each little bit had been worked out – or until the patience of my family ran out.",u,0,0,1,0
39,"There are three key elements to this initiative, developed jointly with the British Nutrition Foundation and the Design and Technology Association (DATA). * A Food Award Scheme to recognize pupil achievement in food technology.",u,0,0,1,0
40,"The report also welcomes work already in hand to improve standards of pupil behaviour and learning, and suggests how this might be built on in a number of areas.",u,0,0,1,0
41,"For example, Bourne (1989) presented four models of the role of the EAL teacher: EAL specialist teachers provide individualised support for EAL so that the pupil may complete the mainstream task EAL specialist teachers use expertise to intervene in a pupil''s language development and/or the language teaching environment of the class EAL specialist teachers try to effect change in policy and curriculum planning to enhance overall language development The EAL specialist teacher is an effective mainstream teacher who works towards promoting the language development of all pupils in the classroom In reality, however, a range of teaching models have developed.",u,0,0,1,0
42,"She is an S4 pupil and is curremly undertaking course work in 8 Standard Grades, across the breadth of the curriculum.",f,1,0,0,0
43,A pupil who writes well can use writing to help her/him recognise a word when s/he sees it.,u,0,0,1,0
44,"These registers generally date from the 1860s and they record information about each pupil: their full name, date of birth (or age on entry), religion, occupation of father and address of parents, details of attendance and academic progress, and the name of the school previously attended.",u,0,0,1,0
45,"A trophy in his name is awarded by the PE staff to the most enthusiastic pupil annually, the local rugby club also has a trophy.",u,0,0,1,0
46,"(2) No weekly allowance shall be paid- (a) in respect of any week any part of which falls outside the term of the institution which the student attends; (b) in respect of any week if the institution has notified the relevant authority that in their opinion the student has without good reason failed to attend the institution or do any other thing that is expected of him in accordance with the learning agreement; (c) in respect of the week in which the pupil reaches the age of 20 or any subsequent week; (d) in a case where regulation 5(4) applies and the relevant authority determines after the beginning of the academic year that the condition contained in regulation 5(1) is to be treated as satisfied, in respect of any week in a term before the term following the date on which the relevant authority so determine; (e) if payment of a weekly allowance has already been made in respect of the relevant number of terms; (f) if",u,0,0,1,0
47,It is actually very easy and each pupil needs to do one of the following.,u,0,0,1,0
48,"Therefore, programmes aimed at integrating less able pupils into classes where the majority are high achievers might have a positive effect on individual pupil performance.",u,0,0,1,0
49,Pupil cycle time.,d,0,0,0,1
50,"The role of the team is to: Develop and manage school liaison activities Develop links between College sectors and school specialist staff Design and organise courses specifically to encourage entry to the College Co-ordinate school links for Winter Leavers Programme We do this by: Organising College visits Presentations Tour of workshops and other specific areas School pupil group visits to College Staff group visits to College Discussing new initiatives We welcome the opportunity to visit schools and other agencies to: Give general presentation on the College and the opportunities available Deliver specific course presentations Participate in ACE Days (Aiming for a College Education) Facilitate sessions at Job Skills Attend Compact Sessions Represent the College at Career conventions, giving information and advice Attend Parents Evenings Vocational Training - In Partnership On 12th May 2005 Education Minister Peter Peacock outlined details of Lifelong partners -- the school/college partnership strategy, which aims to",u,0,0,1,0
51,"Eastbury pupil, Christopher Lane said ""We carried out quite a lot of research in order to put together our presentation.",m,0,1,0,0
52,"Possibly the Giovanni here spoken of is Leonardo''s less known pupil Giovan Pietrino (see No. 1467, 5).], Francesco di Melzi [Footnote 2,3: Francesco de'' Melzi is often mentioned, see Nos. 1350.], Salai [Footnote 3: Salai.",m,0,1,0,0
53,"Every pupil in the School is given the chance to read prepared passages of prose designed to test his or her ability to speak good English, which implies not the cultivation of a ''refined'' accent, but the ability to speak clearly, interestingly and vitally.",u,0,0,1,0
54,'' and ''What impact has it had on pupil performance?,u,0,0,1,0
55,"Carefully consider physical placement so that the pupil has clear access to all available classroom cues to meaning e.g.: blackboard, teacher, peer actions.",u,0,0,1,0
56,Community Governor: Sue Lewis It will be 50 years Christmas 2006 since I first walked into Headley Park School on my first day as a pupil.,f,1,0,0,0
57,"David suggests a pottery course, and Erica offers to provide the materials, and asks if she can attend the class as a pupil.",f,1,0,0,0
58,"To progress further this pupil might be given opportunities to select the information they need for different purposes, check its accuracy and organise it in a form suitable for processing.",u,0,0,1,0
59,All teachers are asked to remember that theirs is not the only subject in which a pupil will have homework.,u,0,0,1,0
60,"The placements may be arranged by the individual pupil and a letter of supervision from the chosen host organisation is sent to the Chaplain: hospitals, primary schools and uniformed organisations are popular venues in this option.",u,0,0,1,0
61,"Bantu languages to be taught in schools Teaching in the bantu languages that are the mother tongues of most Mozambicans will be introduced in primary schools, but no pupil will be forced to study these languages, according to Simao Mucavele, director of the National Institute for the Development of Education (INDE), cited in the independent news-sheet Metical . He was speaking to reporters about the new curriculum for basic education which will take effect as from 2004.",u,0,0,1,0
62,"Participants Will Learn How To manage pupil and staff information within school to support school improvement and effectiveness use the SIMS system on a day-to-day basis to administer, manage and monitor data within school Course Content And Methodology an overview of SIMS inputting pupil data editing pupil data extracting a variety of pupil information managing the pastoral structure managing school personnel managing external organisations and personnel part of this course will be provided as a workshop session where participants have the opportunity to resolve their own specific queries Course Pre-requisites attendance on the ''Essential Windows and File Management Skills'' course, or must have basic Windows and file management skills",d,0,0,0,1
63,"Also, we received positive feedback about how the bridging task was progressing in year 6 lessons, the pupil interviews and his lesson observations at feeder primary schools.",u,0,0,1,0
64,The table below shows the key stages against the corresponding pupil ages and year numbers.,u,0,0,1,0
65,Physical Education - procedures for pupils who are excused from the lesson I would like to take this opportunity to clarify a few points about what is expected if a pupil is unable to take part in a physical education lesson.,u,0,0,1,0
66,"Did the Prime Minister see the report in The Times today listing the Cardinal Wiseman high school in Greenford as one of the most improved high schools in the country, notwithstanding the fact that my wife is a governor and my daughter a pupil of that school?",f,1,0,0,0
67,"When a pupil asked him about death and service of the spirits, he replied, ""Till you have learnt to serve men, how can you serve the ghosts? ... Till you know about the living, how are you to know about the dead?",u,0,0,1,0
68,A refers to ''Attention'' . We draw the attention of the pupil by addressing what he/she is good at.,u,0,0,1,0
69,Undertakes a significant professional development activity that makes a measurable impact on pupil progress.,u,0,0,1,0
70,My pupil was really good today and am proud of how hard he worked.,m,0,1,0,0
71,"Except that if it is so, we get an inkling why he does not merely say that he shows the way, the truth, a life, and can supply what is needed for that life (as a teacher can give studies that will nourish the pupil), but that he is the way, is the truth, is the life.",u,0,0,1,0
72,"her principal place of practice is an office which is also the principal place of practice of at least one other barrister or solicitor of at least three years standing (other barrister or solicitor who has made their practice their primary occupation and has been entitled to exercise full higher court rights of audience for at least the last three years.) A pupil supervisor who is working in an office with an employed barrister who has been entitled to exercise full higher court rights of audience for less than three years may be able to take a pupil, provided that the employed barrister applies for and is granted permission to exercise full higher court rights of audience by the Bar Council under paragraph 1104 of the new edition of the Code of Conduct.",u,0,0,1,0
73,"As a result, the NFER carried out a study examining the impact of school size and single-sex education on pupil performance and opportunities, using national value-added datasets, which contain individual pupil data across 979 primary and 2,954 secondary schools.",u,0,0,1,0
74,Typically the pupil response was elliptic and the evaluation of the answer often sounded like an expression of the worth of the pupil.,u,0,0,1,0
75,"McLeod, surgeon of the head post of the Hudson Bay Company and a former pupil of Simpson, regarding the parturition practices of the Indian tribes. 255 October 5th: letter to JYS from Miss Baine regarding her interest in Simpson''s work in obstetrics and reporting that she has written a paper entitled, Defective Alimentation as a Cause of Infant Mortality , in which she argues that mothers should feed their own children whenever possible.",u,0,0,1,0
76,"In summary, it seeks to provide for every interested pupil an opportunity for exercising initiative, judgement and responsibility, and the satisfaction of providing a service to others.",u,0,0,1,0
77,The Year Co-ordinators want to attend at least one PEP meeting for each secondary pupil in their year group and hope to visit you and your child at home to give you an opportunity to discuss any issues involving your child''s education.,u,0,0,1,0
78,"One Turkish speaking pupil is a beginner at English and has had little education in his first language; the other pupil is a Twi speaker with qualifications in German, her second language.",u,0,0,1,0
79,"One of our pupil barrister volunteers, supported by another pupil barrister, prepared the case for an employment tribunal.",u,0,0,1,0
80,Back to top The Lesson Whole Class Teaching Show the children how to access sites already bookmarked in pupil favourites.,u,0,0,1,0
81,"If the pupil uses the cane correctly, it should not be a tripping hazard and other children are more likely to get out of the way if they spot the white cane.",u,0,0,1,0
82,"Occasionally, the need to deal with whole school shock and bereavement occurs after the death or serious injury of a pupil or member of staff, perhaps as a result of a road accident or sudden serious illness.",u,0,0,1,0
83,"Grade awarded: A The percentage of pupils achieving 5+ GCSE/GNVQ A*-C was very high in comparison with similar schools Grade awarded: A* Pupils'' progress at GCSE/GNVQ (based on average total points score per pupil) was very high in comparison with similar schools Grade awarded: A* At A level, pupils'' performance was superb, resulting in the school''s highest ever pass rate of 95%, with 43% of all passes at grades A or B.",u,0,0,1,0
84,"An H.M. Inspector reported favourably on evening classes in the Municipal School; and the principal agreed with the inspector that practical laboratory work should be given to pupil teachers on Thursday evenings by the science teacher, Mr. George Devenish Thomas, for which he would receive a fee of seven shillings and six pence per evening.",u,0,0,1,0
85,"Aims The main focus for the above is: Creating a positive ethos Ensuring all individuals achieve their full potential Celebrating achievement for all Reviewing teaching and learning Auditing resources To fulfil our legal duties on equalities we are guided by three essential principles: Every pupil should have opportunities to achieve the highest possible standards and attain the best possible qualifications in order to prepare them for the next stages of their life Every pupil should be encouraged to develop a sense of personal and cultural identity which is confident and open to change and that is receptive and respective towards others Every pupil should be helped to develop the knowledge, understanding and skills they need in order to participate in a modern day society In December 2002 HMIE published ""Count Us In – Achieving Success in Scottish Schools"".",u,0,0,1,0
86,""" Refer to the Government''s guidance to head teachers (in Improving Behaviour and Attendance ): ""The Secretary of State''s guidance to schools says that exclusion should normally only happen: ''if allowing the pupil to remain in school would seriously harm the education or welfare of the pupil or others in the school.",u,0,0,1,0
87,T then calls randomly upon a pupil to stand and read back the story from the beginning.,u,0,0,1,0
88,As a result the water consumption in the school has gone down from almost 6000 litres/pupil/day to under 1500 litres/pupil/year.,u,0,0,1,0
89,He argues that the only way it can increase choice is to encourage a diverse market by â€œgiving a standard per pupil fee to any approved providerâ€?.,u,0,0,1,0
90,This means any pupil with their own pc can access school work from home via the Internet.,u,0,0,1,0
91,How does a 10 minute review at the end of lessons affect pupil recall?,u,0,0,1,0
92,Though a simple tick-list exercise it can build up to provide evidence of pupil progress and moderation of future lessons.,u,0,0,1,0
93,"the collar, or in any other way that might restrict a pupil''s ability to breathe · slapping, punching or kicking a pupil. · Twisting or forcing limbs against a joint · Tripping a pupil · Holding a pupil by the hair or ear · Holding a pupil face down on the ground. 6.0 Audience control 6.1 Since it is well established that a pupil''s poor behaviour is often adversely affected by the presence of an audience it will generally be helpful to remove the audience or, if this is not possible, to remove the pupil in question from the audience.",u,0,0,1,0
94,"Debrief from serial days and strategies for getting the most out of classroom observation Week 6 (theme – planning for learning, pupil understanding and individual needs) School (Mon-Tues) Find out what the history department is doing to develop pupils'' literacy skills, especially reading and writing.",u,0,0,1,0
95,"Pupil comments: ""I really enjoy this Activity as it is something quite different"" ""It is great fun and exciting"" ""I enjoy the challenge of hitting the target"" Safety rules Do not use arrows that are too short and come inside the bow.",u,0,0,1,0
96,'' This paragraph is qualified by Paragraphs 20 to 22 which identify that the behaviour involved ranges from a sexual or otherwise inappropriate relationship with a pupil to violent behaviour and any offence involving serious violence.,u,0,0,1,0
97,One pupil never to be forgotten was the father of a pretty young nurse.,m,0,1,0,0
98,"Pupil Estimates These show, for each pupil, the probabilities of achieving different levels at the end of the Key Stage.",u,0,0,1,0
99,"Klavius was a pupil of Teclis the great High Elven mage, a human who showed enough promise for Teclis to believe that he could manage the mysteries of High Magic.",u,0,0,1,0
100,"Teachers believed that groups of 7 to 10 pupils had a negative educational effect in terms of quality of teaching, pupil concentration, and their contribution to group work.",u,0,0,1,0
101,"Estyn also states the importance of stamping out not only ""put down"" comments by one pupil to another but also the use of ""sarcasm, derogatory names or nicknames"" to pupils by teachers.",u,0,0,1,0
102,This working group will focus on how to plan and manage lessons so that children are fully engaged in learning Knowledge and Understanding an understanding of what appropriate challenge is techniques of effective classroom management Participants Will Learn How To plan lessons that engage children who find it difficult to concentrate in lessons build positive working relationships with children and classes handle behaviour issues in order to achieve a positive outcome Course Content And Methodology course leaders providing new ideas partcipants discussing in groups feeding back on and evaluating own and others'' practice Intended Impact On Practice improved pupil progress in groups where behaviour can be challenging improved pupil enjoyment and engagement Presented by Dave Whittle - HIAS science inspector and Liz Maidlow,u,0,0,1,0
103,The line between Graham the master and his one-time pupil has been so obscured that it no longer exists.,u,0,0,1,0
104,"The children built up the picture of the area they had to explore and then reported back in groups at the end of the session, the reporting back consisting of each pupil reading out one or two of the bullet points.",u,0,0,1,0
105,"Revised costs per pupil, adjusting for these factors have now been calculated and are detailed in the final part of Appendix 6.",u,0,0,1,0
106,"Pupils with special educational needs but no Statement are dealt with through normal admissions policy, and schools cannot refuse to admit a pupil on the grounds that he/she does not have a Statement or is being assessed for a Statement. 76.",u,0,0,1,0
107,All the activities were suitable for 10 -15 minutes'' pupil revisit.,u,0,0,1,0
108,Each pupil has a key-worker.,u,0,0,1,0
109,Note that the right to opt out from the passing on of information over and above name and address of pupil and parent to those providing Connexions services passes from the parent to the pupil at age 16.,u,0,0,1,0
110,"It was agreed that for the next meeting in June the Department would provide a paper covering both an assessment of the success of UPN implementation, and the report of the re-pilot of the pupil level Census.",u,0,0,1,0
111,"This is not about improving adult/pupil ratios by employing more classroom assistants, nor is it about amalgamating classes and assigning two teachers to a larger group.",u,0,0,1,0
112,The pupil roll for all 42 schools is 6943 (as at January 2006).,u,0,0,1,0
113,""" ""Oh, certainly, not much; but you are a teacher, are you not, as well as a pupil?",u,0,0,1,0
114,"In the event of an assault on an employee by a pupil, the pupil should be isolated from contact with other pupils without prejudice to any future action pending exclusion. 5.5 All aggressive behaviour or verbal abuse should be reported at the earliest opportunity to the Headteacher or Deputy and recorded on the appropriate incident report form. 5.6 An employee who has been assaulted should be offered immediate relief from duties and the opportunity to go home.",u,0,0,1,0
115,It is the parents'' responsibility to make reparations for any damage caused by a pupil to school property.,u,0,0,1,0
116,"These were to: explore the association between pupil attainment and the use of classroom assistants, comparing different models of deployment. determine whether the Initiative enabled better utilisation of teachers'' time. document the effects of the Initiative on classroom interaction and the learning experiences of pupils.",u,0,0,1,0
117,"Telephone number: 01772 555915, email: ross_f at afbp.org Try British Blind Sport Back to top ICT qualifications and severe VI Query: I am currently working in ICT with a Year 10 pupil with a severe visual impairment.",u,0,0,1,0
118,"These help teachers to record: 1) Details of the pupil; 2) Brief details of the ICT activity; 3) The context in which the pupil worked - individually, in pairs or groups; 4) The level of support given to the pupil; 5) A summative level description.",u,0,0,1,0
119,If a pupil has not reached level C that pupil will follow a different course based on Maths in Action Plus Books 1 and 2.,u,0,0,1,0
120,In one case a pupil had used images down- loaded from sites on the World Wide Web to illustrate a piece of media writing on his favourite films.,m,0,1,0,0
121,"Currently there is a debate in youth work circles about curriculum and the nature of teaching, Jeffs who is questioning of curriculum cites Stiener â€œto teach greatly is to awaken doubts in the pupil,...to train for disentâ€?",u,0,0,1,0
122,They''ve got a plan and they''re going to stick to it and no amount of pupil feedback is going to change that.,u,0,0,1,0
123,Speech access and rewards Query: I have just started working with a blind pupil in Year 1 and I want to create some tactile overlays for Intellikeys as we are in the early stages of Moon.,u,0,0,1,0
124,"Funding will be allocated to LEAs by a formula based (70 per cent) on maintained schools pupil numbers, weighted (30 per cent) by free school meal entitlement.",u,0,0,1,0
125,"Mice with eyes but lacking rod and cone photoreceptors can detect light to regulate their circadian rhythms, suppress pineal melatonin, modify locomotor activity, and regulate pupil size.",d,0,0,0,1
126,"Primary : Primary Curriculum and Teaching Action Plan , National Curriculum tests , A life in teaching - the impact of change on primary teachers'' working lives , The case against testing in England , and Oh, let us be ''suns'' again . Secondary : Pupil Achievement , The NUT''s response to phase 2 of the A level inquiry , Review of National Curriculum assessment: changes to statutory tests at the end of Key Stage 1-3 , Diversity in secondary education , Comprehensive education and diversity , NUT Work Experience Guidelines , and much more.",u,0,0,1,0
127,This might avoid the need to cull them. -------------------- SIR - I note your article on pupil exclusions in Bedfordshire.,u,0,0,1,0
128,"Farrer was BJ''s very first pupil, and they stayed lifelong friends.",u,0,0,1,0
129,This represents a considerable achievement in relation to the nature of the pupil group.,u,0,0,1,0
130,"With a focus on evidence-based practice, the book contains many examples of how to analyse practice to ensure pupil learning is maximised.",u,0,0,1,0
131,"But the Elder himself –or an understanding pupil, if the Appendix was written by such an one–knew that it was certain a second time to bring many to disillusionment and perhaps despair.",u,0,0,1,0
132,The field of view is 15? and imaging can be performed through an undilated pupil.,d,0,0,0,1
133,"All Aboard! comes with a class set of 30 pupil magazines (for pupils to take home), a teacher''s pack including curriculum grids, lesson plans and photocopiable resource sheets, an A2 colour poster and a set of 30 parents'' booklets.",u,0,0,1,0
134,"Geraldine Rowley, St Margaret''s head teacher, is delighted with the delivery: ""The children came up with the idea of having a composter during a pupil council meeting and had already thought about fundraising to buy one, so this is a bonus.",u,0,0,1,0
135,Caribbean schools have the best international rates of pupil enrolment.,u,0,0,1,0
136,"We look forward to extending our involvement with the Excellence Challenge through work with LEAs in Yorkshire, Rochdale and Withernsea to provide staff training opportunities and pupil information events.",u,0,0,1,0
137,This is the exit pupil and you can see how it varies in size with different formats of binocular.,d,0,0,0,1
138,I particularly want to discuss how to write a meaningful IEP / curriculum profile for a pupil with a degenerative condition such as Sanfillipo or Rhetts.,u,0,0,1,0
139,Telemedicine can be widely defined as any health care or health education activity that involves either a clinician/carer/teacher or a patient/carer/pupil who are separated in space (and possibly also in time).,u,0,0,1,0
140,"Both pupil and master regard philosophy as concerned with the universal; the former however, finds the universal in particular things, and calls it the essence of things, while the latter finds that the universal exists apart from particular things, and is related to them as their prototype or exemplar.",u,0,0,1,0
141,"Printed in 2 volumes, Bulaq 1285, Cairo 1309 A.H. (5) Badr al-Din ibn Hatib al-Takhariyya, pupil of al-Mahalli, (d. 893).",u,0,0,1,0
142,"Holly Maciver , A P7 pupil from our GMU won 2nd place in the North of Scotland Cross Country race held in Inverness.",f,1,0,0,0
143,It is able to respond to two important changes in the environment: Amount of light available The eye responds by changing the size of the pupil Distance of an object The eye can change its focus by altering the shape of the lens.,d,0,0,0,1
144,At the moment these projects still refer strongly to the concept of integrated education that mainly focuses on the adaptation of the pupil instead of the adjustment of the classroom and the school.,u,0,0,1,0
145,"Activities include multiple choice, text-picture-sound matching and gap fill, which can be suitable for both whole class teaching and pupil independent work on computers.",u,0,0,1,0
146,This causes the pupil in the human eye to close and helps eliminate red-eye.,d,0,0,0,1
147,"(2.2f) Be able to name and locate the parts of the human eye to include cornea, iris, pupil, lens, fovea, retina, optic nerve, ciliary muscles and blind spot.",d,0,0,0,1
148,"We would expect to see a positive correlation for all of these graphs, that is, the more visual a pupil (x-axis), the higher the rating they would give to visual activities (y-axis).",u,0,0,1,0
149,This is a projct that the pupil council took ahead and it is great to see that there letter writing is paying off. 18th May Today I am in West Barns having a meeting with the P6/7 children from Innerwick Stenton and West Barns who are all travelling to York for a week at the end of May.,u,0,0,1,0
150,"Throughout this work, this pupil shared her work with her partner and used the feedback to help her to improve and refine the work.",f,1,0,0,0
151,"These plots were obtained by setting the pupil size threshold at three different values (13.6, 17.6 and 25.6 sq. mm) to give a small, a medium and a large pupil.",d,0,0,0,1
152,Keep an eye on what the pupil is eating and check whether he or she does it at home.,u,0,0,1,0
153,Every single school and college will be providing access to a full national entitlement under which every pupil in the country can choose to pursue one of 14 specialised Diploma lines.,u,0,0,1,0
154,Advice: Swimming = Ask a pupil to wear a veruca sock.,u,0,0,1,0
155,"Cherie Blair investigated for mock ""slap"" 17 September 2006 In a bizarre twist of fate, leading human rights lawyer, Cherie Blair, has been investigated over the last week for gesturing a mock slap to a cheeky pupil.",u,0,0,1,0
156,"Emily Williamson, also 17, a former pupil at St Gregory''s RC High School was the female winner as she successfully juggled her AS level studies by also taking part in a range of sporting activities including being a key member of the ladies netball team.",f,1,0,0,0
157,This is where a pupil starts to build their own reputation.,u,0,0,1,0
158,"DEBORAH WILLIS Although losing out to a more experience senior athlete, the 15-year-old Presdales pupil set a personal best and club record with a time of 25 seconds.",f,1,0,0,0
159,Example: Pupil A achieved level P4 + 25% in 2004; predicted to achieve P4 + 50% in 2005; predicted to achieve P4 + 75% in 2006.,u,0,0,1,0
160,"Channel 4 Education Wealth of educational material and provide quality online programme support, useful whether you''re a teacher, pupil, parent or learner.",u,0,0,1,0
161,"Back to top PUPILS WITH SPECIAL EDUCATIONAL NEEDS At Nevill Road every pupil, irrespective of background, gender, ability or disability is equally valued and has access to all the educational opportunities available at the school.",u,0,0,1,0
162,"As Ashby Park was nearly ten miles distant from Horton Lodge, they had to set out pretty early, and I intended to have spent the evening with Nancy Brown, whom I had not seen for a long time; but my kind pupil took care I should spend it neither there nor anywhere else beyond the limits of the schoolroom, by giving me a piece of music to copy, which kept me closely occupied till bed-time.",u,0,0,1,0
163,"Typically timelines included items such as meetings, courses, visits and pupil admissions.",u,0,0,1,0
164,"The Union recently won a landmark victory in the House of Lords, the ''P'' case, when the right of the union to ballot members on a refusal to teach a violent and/or disruptive pupil was upheld by the Law Lords.",u,0,0,1,0
165,"Local Children take part in ""Peace Education"" , Children from a Lancaster primary school and a pupil referral unit experienced a greater sense of confidence and self-esteem after taking part in a unique ''Peace Education'' project.",u,0,0,1,0
166,"Arcventure is a worthy addition to the classroom as it combines fun and imaginative time travel with modern day excavations, giving the pupil an opportunity to compare artifacts found in the modern day with Roman life itself.",u,0,0,1,0
